Ativo;ADF_Preco_Stat;ADF_Preco_p;ADF_Retorno_Stat;ADF_Retorno_p;KPSS_Retorno_Stat;KPSS_Retorno_p;JarqueBera_Stat;JarqueBera_p;ARCH_LM_Stat;ARCH_LM_p;LjungBox_Stat;LjungBox_p;VarianceRatio;VarianceRatio_p;IQR;Outliers_Pct;Chow_Media_Crise_BR_2015_stat;Chow_Media_Crise_BR_2015_p;Chow_Var_Crise_BR_2015_stat;Chow_Var_Crise_BR_2015_p;Chow_Media_Impeachment_2016_stat;Chow_Media_Impeachment_2016_p;Chow_Var_Impeachment_2016_stat;Chow_Var_Impeachment_2016_p;Chow_Media_COVID_2020_stat;Chow_Media_COVID_2020_p;Chow_Var_COVID_2020_stat;Chow_Var_COVID_2020_p;Chow_Media_Juros_2022_stat;Chow_Media_Juros_2022_p;Chow_Var_Juros_2022_stat;Chow_Var_Juros_2022_p
CGRA4;0,21974411613486391;0,9733474917841182;-71,32273821384999;0,0;0,05039579276408402;0,1;2855,8561445198184;0,0;433,5954719981906;6,576533482927272e-87;78,66136074926787;9,180932458324965e-13;0,8140619447214751;9,056269689722285e-08;0,01810090683500775;6,984367120524458;0,22724246569676151;0,8202508988534255;82,58742867760546;1,5611991086206437e-19;1,2488289488537756;0,21180645156458575;55,07089179328967;1,4148457571853092e-13;0,28543067908896136;0,7753366586283422;38,29408455129367;6,702111736424905e-10;0,32546505835898304;0,7448657248060129;0,22435211122098705;0,6357697345091605
CLSC4;4,395217063179405;1,0;-66,68732695811819;0,0;0,42762309798119064;0,0652486646632799;64238,19772326944;0,0;28,93291857855605;0,001277583628712844;19,533255515240096;0,033989524693271725;0,8981489399061761;0,0034151847009875613;0,018195637831501778;7,3877962682803835;2,558428992793215;0,010562515794116115;14,04799540602553;0,00018074248391156212;2,4058925049938473;0,016188065412121182;0,004919864459756508;0,9440843785301906;0,696589979766591;0,4861068742250019;15,34197720430741;9,121133584558412e-05;0,9601576494206916;0,33706514712122243;71,10353383866602;4,686288487797404e-17
CMIG3;0,33064673458953664;0,9787076675542024;-16,94947033521822;9,48515450183267e-30;0,06167797470753045;0,1;29007,090547931377;0,0;314,73119269371927;1,1899446299345694e-61;63,19872648533527;8,948379188728164e-10;0,9305101840122596;0,045775831182583104;0,024226827230265653;4,311649016641452;0,2448767252603353;0,8065679056907944;52,91035635060915;4,186370702653843e-13;0,7246694898179048;0,4687054439302025;3,365677479387729;0,0666431023712698;0,4019617880326774;0,6877396630153766;1,840206250989641;0,1750040266648925;0,1396848165414524;0,8889215159023344;28,387749746697622;1,0481141256117445e-07
CMIG4;1,1066147361636647;0,9952726831283035;-23,264405999679447;0,0;0,08607828232795804;0,1;20745,89166581017;0,0;327,143804859299;2,7985552271000028e-64;27,116222551230358;0,002496307925047344;0,9488907703825178;0,1418022622284303;0,02455255165651328;4,236006051437216;0,1659835322059832;0,8681812709192119;37,93819435149973;8,029155105862025e-10;0,9403872827036867;0,34708889787969976;0,03407810461211124;0,8535502223209404;0,5183075388116418;0,6042773608919751;24,980398474010652;6,041759384527855e-07;0,6919054266866576;0,4890583914210985;79,44118365399902;7,430916400128698e-19
COCE5;-2,055050809080762;0,26296853367690354;-13,948519060452265;4,748670559024638e-26;0,1774257519631612;0,1;6870,939214394884;0,0;89,00416552318619;8,43721863428494e-15;37,25477902674132;5,11277337372993e-05;0,8726087571467747;0,0002504436592161152;0,01699203816111801;5,698436712052446;0,7528012568045467;0,4516352478772286;24,38294568489786;8,221696030968273e-07;0,564064397382134;0,5727453722739119;32,1034944327906;1,565588958463517e-08;1,2377637829268147;0,21591452033651123;46,276014729143;1,1812106749990819e-11;1,215954818322245;0,22418866402611567;36,208002742031944;1,933981359400483e-09
CPFE3;2,5024689810119387;0,9990506423476231;-15,40339392792313;3,193101566869786e-28;0,10114238526063135;0,1;12416,860564098526;0,0;453,03718995631783;4,700360104370693e-91;34,598564000217976;0,00014616580167235046;0,8937688754112806;0,0022613789126193495;0,017017904514482596;4,9167927382753405;0,6787487421718402;0,49735801140636876;1,3955493194851007;0,23754105208309312;0,7323474004776993;0,464012772492027;52,96729927507142;4,068302465176089e-13;0,3898817376808437;0,6966534742693868;10,128096861139323;0,0014715486983224667;1,253254944234647;0,21025596889959133;8,780780910164205;0,0030623151107895146
CPLE3;2,597004553024137;0,9990745951080794;-66,60749540901844;0,0;0,36002425808433447;0,09438609565330411;10166,011148608213;0,0;330,52892193871486;5,365843871698927e-65;25,203585716556407;0,00497268286617321;0,8861238801381507;0,001062922561906099;0,021855325185896834;4,462934947049924;1,4448607455962894;0,148621573994581;10,181105499813858;0,001429944825935366;1,9847868539442104;0,047256681540585994;3,2078552928641404;0,07336175586413855;0,24925660957724816;0,8031780741968105;12,829407097057073;0,0003453108992744445;0,9333558098182664;0,3507304981961172;56,93480118356024;5,5553990657061025e-14
CSAN3;-1,5826230084389308;0,49231640302227103;-24,049148802291015;0,0;0,3359758629207681;0,1;4677,148413113978;0,0;491,79534481408774;2,499755187095315e-99;21,828873241188862;0,01600051706017548;0,9431983128313812;0,10252373884349986;0,02599690124663634;2,64750378214826;0,3777708836250707;0,7056277369065407;47,15918487211292;7,566330046419814e-12;0,5199889958043001;0,6031022831820487;29,038570706908438;7,507734845300424e-08;1,6763052052671996;0,09380507616461493;48,8817275667434;3,1762520436813316e-12;2,18393607135046;0,02911220785001744;9,923010617823879;0,0016444015689793985
CSMG3;4,714943053727915;1,0;-13,659058543809367;1,5338094579387206e-25;0,22077174114740744;0,1;12505,294978042835;0,0;269,388186452088;4,500637093960922e-52;31,61093036674536;0,00046479185467178077;1,0005724109300516;0,986872436723391;0,022802306414269353;5,673222390317701;1,278078215928799;0,20132344870966393;15,057935871350072;0,00010595517033799695;1,7382045906710486;0,082277733056355;20,207220546060714;7,14750027524268e-06;0,7280182063741572;0,4666564489437446;2,1179923932323415;0,14565644624964716;1,7426282290144277;0,08154536999314026;15,275745938204983;9,445313000352028e-05
CSNA3;-2,2544566374700596;0,1870773667602887;-61,22381742733094;0,0;0,08089909435597063;0,1;3984,1692804534578;0,0;553,0507874275412;1,9933385511884713e-112;13,196761960440998;0,2128777947177901;1,07246560038662;0,0372519400957243;0,03505964658360635;4,210791729702471;1,4789388746521877;0,13925219733455502;84,51797104567197;5,999285025246943e-20;0,913974517160507;0,3607941275785708;8,802163419287963;0,0030267108474088143;0,3432590944654092;0,7314274070742962;0,37855446954423677;0,5384131962211307;0,6394358940632952;0,5226094457087944;25,048160856285264;5,834402558236669e-07
CSUD3;-0,5024425982434757;0,8915389578210666;-61,8430862246896;0,0;0,2031888211701005;0,1;5503,561788276562;0,0;363,27686687744614;6,048766120238209e-72;11,580726678351883;0,31409609247260534;1,014579387416983;0,675159022469827;0,026255538157971048;5,4967221381744835;1,7633340818506318;0,07796045728351651;24,161007664291628;9,219290004143385e-07;1,7359625523028235;0,08265926169389332;12,93082916319053;0,0003271533560259643;0,25018063143675606;0,8024635626052573;0,7714887596250798;0,37981012141984155;0,39313029885180656;0,6942602204790301;17,366629700756334;3,147644162600206e-05
CYRE3;-0,8084494587683314;0,8166274943952735;-22,928013052084484;0,0;0,15725695803042755;0,1;11808,755646394762;0,0;1045,6525037167373;2,7289221149629265e-218;57,91029973272941;8,987531893541358e-09;0,9340383827956832;0,057955023380813264;0,02970331977281125;3,252647503782148;1,2808139745475888;0,20036653842816773;4,193160367373374;0,04065313001051859;1,3150830380686176;0,18856345618402476;12,104118522684502;0,000508522230020757;0,014602247324877275;0,98835072359204;44,35299595364071;3,1183898300932214e-11;0,9362639397169799;0,34925747751578246;2,5353627384914232;0,11140103419159834
