Data;AALR3;ABCB4;ABEV3;ADMF3;AERI3;AESO3;AFLT3;AGRO3;AGXY3;AHEB3;AHEB5;AHEB6;ALLD3;ALOS3;ALPA3;ALPA4;ALPK3;ALUP11;ALUP3;ALUP4;AMAR3;AMBP3;AMER3;AMOB3;ANIM3;APTI3;APTI4;ARML3;ARND3;ASAI3;ATED3;AUAU3;AURA33;AURE3;AVLL3;AXIA3;AXIA5;AXIA6;AXIA7;AZEV3;AZEV4;AZTE3;AZUL53;AZZA3;B3SA3;BALM3;BALM4;BAUH3;BAUH4;BAZA3;BBAS3;BBDC3;BBDC4;BBML3;BBSE3;BDLL3;BDLL4;BEEF3;BEES3;BEES4;BETP3;BGIP3;BGIP4;BHIA3;BIED3;BIOM3;BLAU3;BMEB3;BMEB4;BMGB4;BMIN3;BMIN4;BMKS3;BMOB3;BNBR3;BOBR3;BOBR4;BPAC11;BPAC3;BPAC5;BPAR3;BRAP3;BRAP4;BRAV3;BRBI11;BRKM3;BRKM5;BRKM6;BRQB3;BRSR3;BRSR5;BRSR6;BRST3;BSLI3;BSLI4;CALI3;CAMB3;CAML3;CASH3;CASN3;CASN4;CATA3;CATA4;CBAV3;CBEE3;CCTY3;CEAB3;CEBR3;CEBR5;CEBR6;CEDO3;CEDO4;CEEB3;CEEB5;CEEB6;CEED3;CEED4;CEGR3;CGAS3;CGAS5;CGRA3;CGRA4;CLSC3;CLSC4;CMIG3;CMIG4;CMIN3;COCE3;COCE5;COCE6;COGN3;COMR3;CPFE3;CPLE3;CRPG3;CRPG5;CRPG6;CRTE3;CRTE5;CSAN3;CSED3;CSMG3;CSNA3;CSUD3;CTAX3;CTCA3;CTKA3;CTKA4;CTSA3;CTSA4;CURY3;CVCB3;CXSE3;CYRE3;CYRE4;DASA3;DESK3;DEXP3;DEXP4;DIRR3;DMVF3;DOHL3;DOHL4;DOTZ3;DTCY3;DTCY4;DXCO3;EALT3;EALT4;ECOR3;EGGY3;EGIE3;EKTR3;EKTR4;EMAE3;EMAE4;EMBJ3;ENEV3;ENGI11;ENGI3;ENGI4;ENJU3;ENMT3;ENMT4;EPAR3;EQMA3B;EQMA5B;EQMA6B;EQPA3;EQPA5;EQPA6;EQPA7;EQTL3;ESPA3;ESTR3;ESTR4;ETER3;EUCA3;EUCA4;EUFA3;EVEN3;EZTC3;FESA3;FESA4;FHER3;FICT3;FIEI3;FIGE3;FIGE4;FIQE3;FLRY3;FRAS3;FRIO3;G2DI33;GEPA3;GEPA4;GFSA3;GGBR3;GGBR4;GGPS3;GMAT3;GOAU3;GOAU4;GOLL53;GOLL54;GPAR3;GRND3;GSHP3;HAGA3;HAGA4;HAPV3;HBOR3;HBRE3;HBSA3;HBTS3;HBTS5;HBTS6;HETA3;HETA4;HMOB3;HOOT3;HOOT4;HYPE3;IFCM3;IGSN3;IGTI11;IGTI3;IGTI4;INEP3;INEP4;INNC3;INTB3;IRBR3;ISAE3;ISAE4;ITSA3;ITSA4;ITUB3;ITUB4;IVPR3B;IVPR4B;JALL3;JBSS32;JFEN3;JHSF3;JOPA3;JOPA4;JSLG3;KEPL3;KLAS3;KLBN11;KLBN3;KLBN4;LAND3;LAVV3;LEVE3;LIGT3;LJQQ3;LLBI3;LMED3;LOGG3;LOGN3;LPSB3;LREN3;LTEL3B;LTLA3B;LUPA3;LUXM3;LUXM4;LWSA3;MAPT3;MAPT4;MATD3;MBRF3;MDIA3;MDNE3;MEAL3;MELK3;MGEL3;MGEL4;MGLU3;MILS3;MLAS3;MMAQ3;MMAQ4;MNDL3;MNPR3;MOTV3;MOVI3;MRSA3B;MRSA5B;MRSA6B;MRVE3;MSPA3;MSPA4;MTRE3;MTSA3;MTSA4;MULT3;MWET3;MWET4;MYPK3;NATU3;NEMO3;NEMO5;NEMO6;NEOE3;NEXP3;NGRD3;NORD3;NUTR3;OBTC3;ODER3;ODER4;ODPV3;OFSA3;OIBR3;OIBR4;ONCO3;OPCT3;OPGM3;OPSE3;OPTS3;ORVR3;OSXB3;PASS3;PASS6;PATI3;PATI4;PCAR3;PDGR3;PDTC3;PEAB3;PEAB4;PETR3;PETR4;PFRM3;PGMN3;PINE3;PINE4;PLAS3;PLPL3;PMAM3;PNVL3;POMO3;POMO4;POSI3;PPAR3;PPLA11;PRIO3;PRNR3;PRPT3;PSSA3;PTBL3;PTCA3;PTNT3;PTNT4;QUAL3;QUSW3;QVQP3;RADL3;RAIL3;RAIZ4;RANI3;RAPT3;RAPT4;RBNS11;RCSL3;RCSL4;RDNI3;RDOR3;RECV3;REDE3;RENT3;RENT4;RIAA3;RIOS3;RNEW11;RNEW3;RNEW4;ROMI3;RPAD3;RPAD5;RPAD6;RPMG3;RSID3;RSUL3;RSUL4;RVEE3;SALT3;SALT5;SALT6;SANB11;SANB3;SANB4;SAPR11;SAPR3;SAPR4;SBFG3;SBSP3;SCAR3;SEER3;SEQL3;SHOW3;SHUL3;SHUL4;SIMH3;SLCE3;SMFT3;SMTO3;SNSY3;SNSY5;SNSY6;SOJA3;SOND3;SOND5;SOND6;SRNA3;SUZB3;SYNE3;TAEE11;TAEE3;TAEE4;TASA3;TASA4;TCSA3;TECN3;TEKA3;TEKA4;TELB3;TELB4;TEND3;TFCO4;TGMA3;TIMS3;TKNO3;TKNO4;TOKY3;TOTS3;TPIS3;TRAD3;TRIS3;TTEN3;TUPY3;TXRX3;TXRX4;UCAS3;UGPA3;UNIP3;UNIP5;UNIP6;USIM3;USIM5;USIM6;VALE3;VAMO3;VBBR3;VITT3;VIVA3;VIVR3;VIVT3;VLID3;VSTE3;VTRU3;VULC3;VVEO3;WDCN3;WEGE3_;WEST3;WHRL3;WHRL4;WIZC3;WLMM3;WLMM4;YDUQ3;ZAMP3
02/01/2026;4,65;23,65;13,65;;3,25;;7,12;19,8;4,4;;;;7,958674815;27,72169335;10,38;11,73;4,68;31,99;11,9;10,12;1,01;0,3;5,02;12,93;3,29;;;4,1846154;0,88;7,18372259;2;3,6791;89,0577408;11,63;0,96;50;;52,48;48;0,27;0,22;0,42;;25,39;13,37574008;28;17,7;;93,3;77,8;21,44584867;15,57762774;18,15102503;;33,28620808;7,7;6,5;5,37;7,96073972;7,962595441;;;33,4486236;3,1;3,9;7,1;10,6195775;61,96027388;64,95745507;4,906951055;;17,45794521;370,15;22;;;1,3;52,19;38,9;11,19;;18,08;20,08;16,67;19,24;7,98;7,75;;;16,50637271;14,9231535;15,11087714;3,35;6,71;7,19;16,05;9,746313447;5,471084223;3,83;;;;;7,04;10,01;12;12,41;27,02;26,27;29;;10,3;44,58088992;;;;;;;130,29;28;27,3;114,098717;123,165601;14,33508573;10,95199346;5,221998075;;33,9;;3,13;;53,76;12,14;17,01;18,39;18,1;;;5,25;6,08;43,09870878;8,7;16,89;0,88;;;38,11;;2,02;31,12130645;2,2;16,1878716;23,96;24,3;4,48;16,84;7,85;7,82;13,63;6,5;;;4,5;;;5,02;14,4;14,24;10,51;;31,13;;38,31169024;;43,5;88,59;20,02;47,09;12,25;8,65;1,04;;;4,03;30,01;;;6,11;17;;;38,3;1,02;;;3,924542179;20,74;17,78;;7,5;13,7;11,4;6,8;4,35;2,08;12,53;;;4,89;14,83;24,11;;1,73;;33;5;17,36314985;20,40119363;16,06;4,49;8,63827381;8,858016336;;0,00609;;4,54;4;1,72;1,11;14,56;2,383793213;3,53;3,54;;;;;;;;6,2;22,83154706;1,158863255;;25,16332716;2,908943958;;1,59;1,18;;11,6;52,36;33,366396;26,29623654;11,98484347;11,50988566;35,95870494;38,78239731;;;2,79;77,09;0,96;7,609987891;;;6,06;9,88;;19,09;3,82;3,81;8,83;14,83507243;33,5;4,72;2,1;;;25,35;33,6;1,67;13,18996816;;;0,93;;4,5;3,888319655;;;5,15;19,64;23,77135422;23;1,25;3,8;;5,95;8,83;14;1,263439959;;;16;4,68;14,95;9,738365991;;;;7,72;;;3,58587564;;48,82;26,78822931;;;9,82;7,2;;;;31,7;2,89;27,78;;2,61;9,81;;;11,2;22,6;0,17;2,03;2,72;8,28;;;;69,42;2,09;;;29,4;;3,96;1,48;1,31;39;;32,3;30,71;8,48;6,25;12,86718012;13,02005762;;13,06;0,72;11,89671645;5,55;5,88;3,937951144;;0,79;41,76;15,93;;46,76701453;3,21;;;4,55;2,31;;;23,69;14,75;0,8;8,653579574;5,74;5,46;;0,5775;1,825;;40,3021856;9,986032;6,110144928;42,93764751;40,10701458;8,66;;;1,02;0,92;8;5,38;6,5;4,5;2,09;1,66;;;2,89;;;;33,03489217;16,19847136;16,82676932;40,19;8,93;7,8;12,6;132,1316007;13,51;9,61;2,5;6,09;;4,84793959;10,24066198;14,79;22,90139981;14,8;11;2,75;;8,94;;;;;51,87;4,83;41,97;13,93;14,15;5,05;4,71;1,12;7;;;11;7,77;23,22;15,96399818;36,39;21,50875253;;;0,79;40,77038363;4,8;4,07;6,15;16,44;11,63;;1,57;1,35;20,97;58,87;62;58,19;5,97;5,98;;72,38;3,236459818;25,48962278;4,578362988;32,26;0,29585;32,61130723;21,03;3,93;14,02;19,91;1,35;2,62;48,14489016;5,58;4,29;4,65;8,77;;19,79950078;12,19;
05/01/2026;4,7;24,25;13,71;;3,23;;7,2;19,88;4,36;;;;8,034652617;27,80908223;10,72;12,48;4,74;32,34;11,76;10,29;1,02;0,31;5;13,2;3,32;;;4,230199446;0,89;7,371209856;2;3,87;94,25674438;11,78;0,94;50,25;;52,9;48,3;0,29;0,22;0,43;;25,06;13,89363917;;18,92;;93,3;77,87;21,6436886;16,11332586;18,91788738;;33,39796927;;;5,23;8,0184259;8,000661543;;37,16436816;32,68908314;3,01;4,19;7,5;11,13872291;58,08275997;60,96007322;4,956416287;;;373,06;22,15;110,7942626;;1,29;53,6;40,89;11,24;;18,18;20,37;15,71;19,68;8;7,6;;;16,91161899;;15,71294344;3,35;6,68;7,21;;9,864570031;5,540338453;4,13;;;;;7,47;10,1;;10,46;27,01;26,09;28,96;;;44,58088992;;;;;;;131,5;27,66;27,43;114,3056496;121,3715923;14,41395828;10,98143431;5,4;;34,24;;3,23;;53,65;12,25;;18,45;17,99;;;5,25;6,1;42,1766522;9,05;17,52;0,9;;;38,3;2,69;;32,50359798;2,28;16,21;25,27;24,01;3,83;17,2;7,72;7,89;14,33;6,55;;3,71;4,46;2,95;;5,2;14,1;14,11;10,67;;31,12;;38,40131987;;44,6;92,89;20,1;47,34;12,6;8,74;1,03;;;4,04;;;;5,9;17;;;38,6;0,99;3,01;;3,895755806;21,6;17,73;;7,62;13,95;11,99;6,82;4,32;1,98;13,24;;;4,89;15;24,12;;1,63;32;;5,06;17,56192661;20,60013263;16,53;4,4;8,658154762;9,00714119;;0,00615;;4,63;;1,68;1,12;15,17;2,308117238;3,61;3,75;;;;;;;;6,33;22,95876957;1,139053627;;25,45164659;2,938728367;;1,41;1,17;;11,74;53,11;33,366396;26,54062535;12,13329323;11,78699382;36,56280326;39,34704524;;;2,78;75,56;0,98;7,639107742;;;6,19;9,86;;18,52;3,72;3,71;8,39;15,19322539;33,84;4,7;2,13;;;25,06;33,35;1,76;12,79564923;;;0,92;;4,45;3,973258677;;;5,2;19,1;23,90087124;24,63;1,27;3,78;;5,94;8,95;14,22;1,369530337;;;;4,64;15,11;9,354733391;;;;8,19;;;3,634997224;;48,31;27,0755291;;;9,87;7,35;;;;31,74;2,89;27,8;;2,68;10,08;;;11,63;23,38;0,18;2,01;2,36;8,39;;;;69,89;1,88;;;;;3,94;1,49;1,34;38,8;;31,76;30,2;8,6;6,57;12,6692235;12,77252801;;13,65;0,67;11,93601196;5,67;6,02;4,014602261;;0,73;41,15;16,4;;46,96135077;3,26;;8,56;4,64;2,27;;;24,25;14,84;0,82;8,643621485;5,75;5,67;;0,625;1,91;;40,78019521;10,04952176;6,139710145;43,23417822;41,35171503;8,51;34,2;;1,04;0,92;8,13;5,3;6,99;;2,13;1,7;;68,47;2,06;;;;33,40508202;16,3846734;17,07963253;40,35;8,95;7,83;12,54;130,3343647;13,47;9,52;2,25;6,51;;4,877500197;10,31913448;14,64;23,48938179;14,49;;2,7;;8,95;;;;;50,43;4,64;42,24;13,98;14,07;5,17;4,82;1,15;7,1;;;10,99;7,82;24,96;15,60592719;36,41;21,47893448;207;;0,77;41,18823529;4,78;4;6,28;16,47;11,77;;;1,33;21,1;59,61;;59,21;6,09;6,16;;73,12;3,216543143;25,26203686;4,637951227;31,3;0,29585;32,95993147;20,71;3,91;14,45;19,91;1,32;2,7;47,97526049;5,68;4,3;4,62;9,03;20,06152927;19,66186771;12,5;
06/01/2026;4,89;24,25;13,7;;3,28;;7,3;19,84;4,25;;;;8,044149842;28,22660685;10,55;12,47;4,74;32,43;11,94;10,24;1,02;0,36;5,04;13,77;3,53;;;4,303133919;1,15;7,78565539;2,06;3,89;95,94344402;11,9;0,95;51,96;;54,49;49,89;0,29;0,25;0,42;;25,16;14,44141706;;18,99;;93,3;78;21,88109652;16,16318145;19,0275852;;33,62149165;;;5,2;7,969353526;8,030111831;;;33,16019052;3,08;4,1;7,8;10,42108072;51,9866685;56,81278955;5,17406331;;17,40123288;389,99;22,45;110,7942626;;1,27;54,31;40,72;11,23;;18,72;21,15;15,7;20,15;8,14;7,99;;;17,39593771;;15,9794318;3,36;6,98;7,15;;9,657621009;5,490871146;4,1;;;;;7,73;;;10,69;27,55;26,26;28,7;;;44,38301646;;;8,95;;;121,11;129,88;27,35;27,15;;123,8556044;14,19705877;10,91273901;5,55;;34,75;;3,33;;53,3;12,44;;19,6;18,48;;;5,21;6,28;42,7021253;9,32;17,7;0,94;;;39;;2,02;32,10865755;2,32;16,31;25,14;24,02;3,94;17,16;7,89;7,91;14,07;6,6;;3,71;4,39;;;5,29;13,86;14,19;11,12;;31,42;;39,13827466;;45,27;93,08;20,37;47,87;12,9;8,81;1,03;;;4,05;30,99;;;6,21;17;;;38,99;1;;;3,886160348;21,03;18,2;;7,59;14,09;11,83;6,88;4,29;1,98;14,39;;;4,94;15,59;23,86;;1,61;32,5;34,12;5;17,86009174;20,93832891;16,72;4,49;8,737678571;9,176149358;;0,00615;;4,67;;1,64;1,16;16,49;2,46;3,61;3,92;;30,26;;;;;;6,08;23,52637769;1,129148813;;25,61071938;2,95858464;11,43465273;1,5;1,15;;11,83;52,76;33,53322798;26,39399206;12,24215638;11,83647743;37,06786907;39,58479174;;;2,78;72,91;1,03;7,687640828;;;6,17;10,12;;18,52;3,74;3,72;8,46;15,25920093;33,75;4,9;2,19;;;25,63;33,55;1,75;13,25897397;;;0,89;;4,54;4,048760029;;;5,34;19,17;23,98057402;26,65;1,29;3,72;;6,01;9,15;14,36;1,4;;;15,51;4,56;15,48;10,11216186;;;;8,41;;;3,625172908;;48,6;27,4519909;;;9,85;7,42;;;;31,85;;27,8;;2,65;9,44;;;12,13;23,55;0,18;1,98;2,68;8,54;;;;71,17;1,85;;;29,4;;4,01;1,42;1,39;38,8;;31,15;29,64;8,3;6,61;12,76820181;12,62401024;5;13,93;0,7;12,08337014;5,62;6;4,110416157;;0,75;40,82;16,15;;48,58405831;3,33;;;4,69;2,4;;;24,65;14,84;0,81;8,783034735;6,01;5,98;;0,635;2,0175;;42,32376792;10,04952176;6,139710145;43,80747094;42,42847971;8,69;;;1,08;0,94;8,2;5,3;;;;1,7;;68;2,05;;;;33,38539723;16,45359931;17,02060155;40,93;9;7,91;13,01;129,5598652;13,75;9,6;2,18;6,48;;4,985889091;10,67226076;14,66;23,25020268;14,31;;2,7;;8,99;;;;;50,23;4,7;42,08;13,89;14,04;5,32;5,13;1,22;7,36;;;11,6;7,94;25,84;16,25244425;36,5;21,55844927;;;0,79;42,06373402;5,1;4;6,28;16,44;11,76;;;1,37;21,08;60,84;61,23;60,91;6,37;6,41;;75,87;3,306168184;25,31151206;4,727333585;30,3;0,29585;32,95993147;20,77;3,85;14,97;19,9;1,31;2,76;48,06506443;5,37;4,27;4,61;9,18;;20,33037121;12,9;
07/01/2026;4,62;24,02;13,7;;3,28;;;19,63;4,29;;;;8,044149842;27,9353106;10,3;12,29;4,56;31,58;11,8;9,9;1,01;0,31;4,95;13,8;4,02;;;4,248433064;1,15;7,31;2,01;3,79;91,77630374;11,53;0,95;49,51;;51,87;47,62;0,29;0,23;0,43;;25;14,22230591;;18,99;;;77,7;21,46563266;15,98370133;18,7882445;;32,96955137;;6,2;5,16;8,008611425;8,09882917;;38,61496801;33,06404615;3,01;4,39;7,25;10,46078008;50,46764244;58,5416572;5,00588152;;;376,01;22,21;112,0011717;;1,27;53,25;38,54;10,76;;18,69;21,37;16,13;19,74;8;7,76;;;17,49477826;;16,00904162;3,42;6,66;7,12;;9,588638002;5,431510377;4,07;;;;;7,97;10,98;;10,46;27,59;26,18;28,3;;10,03;44,27418606;;;;;;;130,03;27;26,98;;124,5258934;14,09846809;10,79497564;5,58;34,98;34,79;;3,58;;52,38;12,12;;18,98;18,74;;;5,1;6,29;42,33528559;9,85;17,77;;;;39,4;;;31,53599391;2,29;16,15;24,22;22,85;4,05;16,97;7,94;7,8;13,65;6,6;;3,64;4,35;;;5,27;14,15;14;10,9;;30,9;;39,08848042;;43,49;93,91;20,02;46,72;12,3;8,61;1,02;48,46816829;;4,01;30,99;;;6,12;;;;38,25;1;;;3,895755806;20,42;18,28;;7,49;13,99;12,33;6,79;3,81;1,98;;;;4,93;15,35;23,74;;1,59;;33;4,9;17,88990826;21,1571618;16,53;4,47;8,787380952;9,215915986;;0,00615;;4,64;4,2;;1,13;16,14;2,42;3,66;3,83;;31,6;;;;;;6,08;23,15449651;1,069719928;;25,2329215;2,899015821;11,33522096;1,45;1,17;;11,72;51,26;32,88552735;26,20825656;11,99474012;11,64843974;36,34493173;38,95080108;;;2,71;72,93;1,02;7,668227594;;;6,09;10,05;;18,35;3,69;3,68;8,59;15,50425296;33,58;4,7;2,19;;;26,04;33,25;1,69;12,94351883;;;0,87;;4,5;4,011009353;;;5,38;18,62;24,07023965;27,02;1,27;3,7;;5,66;9,29;14,35;1,38;;;15,5;4,59;15,35;9,639998658;;;;8,01;;;3,634997224;;47,5;27,04580843;;;9,76;7,28;;;;31,95;;28,15;4,05;2,65;9,23;;;11,4;23,3;0,16;1,8;2,92;8,62;;;;70,5;1,85;;;29,1;;4,01;1,37;1,37;;38,2;31,18;29,83;8,24;6,44;12,86718012;12,72302209;;14,25;0,69;11,91636421;5,58;5,93;4,09;;0,75;41,07;15,8;;48,24396991;3,25;;8,6;4,63;2,3;;;24,18;14,66;0,83;8,693411931;6,2;6,14;;0,6475;2,2;;40,82002935;9,976962035;6,139710145;43,45163408;41,79625091;8,55;33,61;;1,1;0,92;8,18;;6,4;;2,08;1,6;;64,99;2,3;;;;32,62753297;15,94157827;16,57786914;41,03;9,01;7,94;12,96;128,7952952;13,7;9,95;2,15;6,67;;5,064717377;10,43684324;14,36;23,05088675;14,21;;2,84;;8,57;;;;;49,94;4,68;41,35;13,68;13,97;5,46;5,42;1,28;7,04;;;11,64;7,87;24,57;16,04356951;36,1;21,56838862;;209,5;0,76;42,35225064;5,05;3,9;6,1;16,16;11,7;;;1,38;20,83;59,39;;60,04;6,47;6,48;;76,32;3,246418156;25,21256166;4,667745346;29,93;0,29585;32,63122862;20,66;3,89;15,35;19,69;1,34;2,72;47,5960883;5,78;4,27;4,63;9,24;19,2944708;20,84157977;12,6;
08/01/2026;4,6;24,1;13,64;;3,24;;7,08;20,03;4,29;;;;8,015658167;28,07124885;10,59;12,75;4,59;31,69;11,71;10;1,02;0,31;5;13,67;4,15;;;4,175498591;;7,35;2,07;3,76;92,86769762;11,52;0,94;51,2;;53,98;49,43;0,32;0,23;0,42;;24,71;14,32190189;;18,87;;;77,75;21,58433662;15,7942501;18,46912358;;32,27104393;;;5,17;8,067498274;8,089012407;;39,95919054;33,26594931;2,98;4,26;7,12;10,18288459;50,45764884;57,49234446;4,867378869;;;377;22,22;112,2425536;;1,27;54,4;38,63;10,84;;18,42;21,16;17,05;19,37;7,96;8,07;;;17,62327099;;16,10774101;3,46;6,9;7,36;;9,411253127;5,401829992;4,02;;;;;8,32;;;10,68;27,77;26,29;29,03;;9,91;44,47205952;;;;;63;126,9;129,84;26,71;26,01;;124,8906095;13,91114578;10,74590757;5,5;;34,99;;3,54;;54,03;12,38;;19,27;18,48;;;5,11;6,5;43,38623179;9,86;17,8;;;;40,15;;2,13;32,09878404;2,35;15,99;24,49;23,37;4,23;17,5;7,84;7,85;13,78;6,61;;3,67;4,33;;;5,22;14,5;13,66;11;;30,86;;39,08848042;;42,65;94,84;20,53;47,46;12,71;8,71;1,02;51,11761703;52,22315993;4,03;;;;6,18;;;;38,8;0,98;;;3,914946721;;18,19;;7,5;14,75;12,36;6,75;4,19;2,05;;;;4,9;15,15;23,7;;1,62;;32,1;4,88;18,08868502;21,08753316;17,17;4,48;8,618392857;9,166207701;;0,00619;;4,6;;1,63;1,12;15,37;2,39;3,84;3,96;;;;;;;;6,18;22,65539282;1,049910299;;25,47153069;2,908943958;11,33522096;1,39;1,1;;11,6;51,24;33,66080537;26,19848101;12,37081283;11,94534135;36,76086828;39,55507342;;;2,74;73,93;1,02;7,813826852;;;5,97;10,08;;18,52;3,69;3,68;8,43;15,67390436;33,5;4,69;2,32;;;26,7;33,2;1,61;13,22940005;;;0,88;;4,4;4,067635367;3;;5,15;18,64;24,29938514;27,3;1,24;3,65;;5,9;9,22;14,18;1,36;;;15;4,59;15,23;9,836733324;;;;8,09;;;3,634997224;;47,5;27,26376;;9,31;9,75;7,34;;;;31,97;2,99;28,19;;2,7;9,02;;;11,23;23,64;0,18;1,78;2,86;8,8;;;;71,29;1,84;;;;32,99;3,98;1,38;1,43;39;;31,96;30,2;8,1;6,48;12,5405517;12,9705517;;14,59;0,67;11,98513135;5,55;5,94;4,08;;0,78;41,83;15,77;;46,04797047;3,24;;8,6;;2,26;;;24,3;14,84;0,82;8,723286199;6,19;6,17;;0,9;2,325;;40,50135627;9,986032;6,149565217;43,06614415;41,63819371;8,53;;;1,07;0,89;8,12;;;;2,1;1,6;;64,98;2,11;;;;33,19839176;16,05973697;16,80415459;42,67;9,46;8,25;13,12;130,5329543;13,7;10,22;2,28;6,35;;5,015449698;10,61340638;14,45;23,24023688;14,09;;2,9;;8,48;;;;;49,57;4,8;40,54;13,44;13,66;5,35;5,39;1,29;7,05;;;11,35;7,7;25,39;16,20271217;35,45;21,81687236;;;0,75;43,13820972;5,1;3,85;6,06;16,44;11,63;;;1,36;21,03;59;62,2;59,76;6,59;6,59;;75,58;3,296209846;25,33130214;4,667745346;30,32;0,29585;33,03961701;20,77;3,94;15,69;19,65;1,35;2,75;45,6104234;5,59;4,31;4,64;9,21;;20,8219179;12,84;
09/01/2026;4,46;23,91;13,9;;3,28;;7,45;20,15;4,27;;;;8,006160941;28,39167473;10,56;12,87;4,6;31,58;11,71;10,09;1,02;0,3;4,96;13,6;4,17;;;4,2;1,11;7,04;2,07;3,8;93,25464636;11,62;0,94;51,35;;54,63;49,3;0,34;0,22;0,43;;23,69;14,40157867;;18,84;;93,3;77,56;21,62390461;15,83413457;18,48906864;;32,58770064;;;5,3;8,047869324;8,09882917;;;33,26594931;2,93;4,45;7,06;10,33175717;48,96860355;58,96138229;4,83769973;;;375;22,21;112,1942772;;1,27;54,72;38,56;11,05;;18,26;21,02;16,66;19,23;8,26;8,02;8;;17,76164776;;16,4827987;3,51;6,73;7,12;;9,292996543;5,688740376;3,96;;;;;8,65;10,02;;10,79;27,99;26,3;29,1;;;44,02684424;;;;;;;132,4;26,8;26,6;;127,6506229;14,01959554;10,75572118;5,5;;34,99;;3,68;;53,54;12,82;;19,28;18,48;;;5,18;6,45;43,93153407;9,84;17,94;0,94;;;41,2;;2,19;33,32309939;2,52;16,18;24,77;23,41;3,98;17,9;7,89;8,3;13,92;6,88;;;4,31;;;5,29;14,5;14;10,98;;30,95;;39,82543521;;42,57;95,85;20,76;47,61;12,9;8,72;1,05;50,1228426;49,76965675;4,03;;;;6,16;;;;38,89;0,98;;;3,886160348;20,05;18,11;;7,52;14,49;11,89;6,8;4,04;1,9;;;;4,93;15,5;23,7;;1,63;;32;4,81;17,88990826;20,93832891;17,5;4,45;8,787380952;9,136382731;;0,00625;;4,59;;1,81;1,1;15,25;2,4;3,85;3,93;;;;;5,3;;;6,22;23,05663304;1,000386229;;26,39614129;2,948656503;11,63351625;1,45;1,21;;11,57;51,15;33,66080537;26,12027659;12,07391332;11,98492823;36,69154552;39,47582459;;;2,81;74,38;0,98;7,940012876;;;6,12;10,09;;18,72;3,76;3,75;8,46;15,73045482;33,1;4,77;2,38;;;26,95;33,1;1,68;13,11110438;;;0,9;;4,4;4,114823713;;;5,27;19;24,40897647;26,6;1,25;3,7;;5,99;8,88;14,17;1,44;;;15,05;4,46;15,54;9,738365991;;;;8,17;;;3,693943125;;47,5;28,42286608;;;9,95;7,35;;;;32,03;2,93;27,9;;2,67;9,11;;;11,19;23,6;0,19;1,84;2,74;8,77;;;;71,88;1,9;;;;31;3,85;1,3;1,41;39;;31,9;30,3;8,21;6,35;12,55;13,17;5;14,67;0,68;11,97530748;5,59;5,94;4,07;;0,78;42,68;15,76;;46,10627134;3,31;;8,79;4,57;2,21;;;23,96;14,83;0,85;8,822867092;6,37;6,34;;0,9825;2,395;;41,01920002;10,22;6,139710145;42,7103073;40,99608633;8,35;;;1,03;0,89;8,11;;;;2,08;1,6;;64,21;2;;;;33,58224509;16,31574749;17,10914803;43,6;9,83;8,38;13,49;130,5726722;13,7;10,37;2,25;6,24;;5,035156769;10,554552;14,58;23,12064733;14,91;11;2,65;;8,61;;;;;50,99;4,73;40,07;13,2;13,46;5,42;5,38;1,28;7,1;;;;7,76;25,19;16,05351592;35,5;22,15481025;;;0,73;43,81473146;5,34;3,78;6,07;16,48;11,65;;;1,4;21,32;58,15;57,63;58,69;6,49;6,55;;74,72;3,286251508;25,26203686;4,61;30,95;0,29585;33,26871294;20,81;3,95;15,65;19,7;1,37;2,79;45,99957381;5,62;4,28;4,68;9,11;;21;12,75;
