,ACAO_ABCB4,ACAO_ABEV3,ACAO_AGRO3,ACAO_ALPA4,ACAO_AMAR3,ACAO_AMER3,ACAO_AXIA3,ACAO_AXIA6,ACAO_B3SA3,ACAO_BBAS3,ACAO_BBDC3,ACAO_BBDC4,ACAO_BEEF3,ACAO_BRAP4,ACAO_BRKM5,ACAO_BRSR6,ACAO_CGAS5,ACAO_CLSC4,ACAO_CMIG3,ACAO_CMIG4,ACAO_COCE5,ACAO_CPFE3,ACAO_CPLE3,ACAO_CSAN3,ACAO_CSMG3,ACAO_CSNA3,ACAO_CSUD3,ACAO_CYRE3,ACAO_DXCO3,ACAO_EGIE3,ACAO_EMBJ3,ACAO_ENEV3,ACAO_EQTL3,ACAO_ETER3,ACAO_EUCA4,ACAO_EVEN3,ACAO_EZTC3,ACAO_FESA4,ACAO_FHER3,ACAO_FICT3,ACAO_FLRY3,ACAO_GFSA3,ACAO_GGBR3,ACAO_GGBR4,ACAO_GOAU4,ACAO_GOLL54,ACAO_GRND3,ACAO_HAGA4,ACAO_HBOR3,ACAO_HYPE3,ACAO_INEP4,ACAO_ISAE4,ACAO_ITSA3,ACAO_ITSA4,ACAO_ITUB3,ACAO_ITUB4,ACAO_JHSF3,ACAO_KEPL3,ACAO_KLBN4,ACAO_LAND3,ACAO_LIGT3,ACAO_LOGN3,ACAO_LPSB3,ACAO_LREN3,ACAO_LUPA3,ACAO_MBRF3,ACAO_MDIA3,ACAO_MOTV3,ACAO_MRVE3,ACAO_MULT3,ACAO_MYPK3,ACAO_NATU3,ACAO_NEXP3,ACAO_ODPV3,ACAO_OIBR3,ACAO_OIBR4,ACAO_PDGR3,ACAO_PDTC3,ACAO_PETR3,ACAO_PETR4,ACAO_PFRM3,ACAO_PINE4,ACAO_PMAM3,ACAO_POMO4,ACAO_POSI3,ACAO_PSSA3,ACAO_RADL3,ACAO_RAPT4,ACAO_RDNI3,ACAO_RENT3,ACAO_RIAA3,ACAO_ROMI3,ACAO_RPMG3,ACAO_RSID3,ACAO_SANB11,ACAO_SANB4,ACAO_SBSP3,ACAO_SCAR3,ACAO_SLCE3,ACAO_SMTO3,ACAO_TASA4,ACAO_TCSA3,ACAO_TELB4,ACAO_TGMA3,ACAO_TIMS3,ACAO_TOTS3,ACAO_TPIS3,ACAO_TRIS3,ACAO_UNIP6,ACAO_USIM3,ACAO_USIM5,ACAO_VALE3,ACAO_VIVR3,ACAO_VIVT3,ACAO_VLID3,ACAO_VSTE3,ACAO_WEGE3,ACAO_YDUQ3
ACAO_ABCB4,0.0976004931,0.0194546947,0.0142157756,0.0300534385,0.0420654569,0.0452950026,0.0436930898,0.0386880831,0.0441852517,0.0508275728,0.0442242566,0.0473177472,0.0209251910,0.0307449892,0.0295861736,0.0484465293,0.0130685838,0.0156553843,0.0346673294,0.0378513831,0.0143496544,0.0220126257,0.0304834766,0.0365601987,0.0284504025,0.0457386315,0.0266960220,0.0503093206,0.0424726207,0.0192517524,0.0216583888,0.0207926991,0.0236009860,0.0295132988,0.0263675851,0.0500340758,0.0476613270,0.0269995273,0.0310545189,0.0182256401,0.0234577453,0.0491201041,0.0321169098,0.0357009164,0.0397116614,0.0586922092,0.0285960559,0.0196326570,0.0505540054,0.0282719380,0.0258684284,0.0186982529,0.0315210075,0.0429130735,0.0384310989,0.0438335060,0.0439869566,0.0222446265,0.0160360477,0.0193080299,0.0368994137,0.0315672202,0.0406589897,0.0424533068,0.0352794662,0.0307482090,0.0233743892,0.0344456372,0.0468695058,0.0345083595,0.0397919542,0.0333411151,0.0328580434,0.0193444125,0.0302079194,0.0261949512,0.0494818186,0.0239909345,0.0410340139,0.0420081505,0.0251342584,0.0221991300,0.0363121587,0.0375395631,0.0391743844,0.0216000103,0.0216554232,0.0437433605,0.0204977388,0.0401577649,0.0397181391,0.0262476394,0.0185715155,0.0427798057,0.0435786895,0.0330825467,0.0329775133,0.0159165560,0.0184776340,0.0247995844,0.0205658263,0.0451155269,0.0207190923,0.0378284786,0.0252979979,0.0274344639,0.0314194385,0.0358190409,0.0246702334,0.0343963033,0.0448654155,0.0266170072,0.0295390678,0.0158873976,0.0287625818,0.0292802654,0.0207658422,0.0394291909
ACAO_ABEV3,0.0194546947,0.0560050812,0.0079570088,0.0214070583,0.0275972634,0.0291225568,0.0282052669,0.0246716634,0.0306653618,0.0289766282,0.0301491850,0.0301836817,0.0169402952,0.0204418395,0.0228305881,0.0263426192,0.0074559766,0.0086585389,0.0226410282,0.0250293970,0.0077770570,0.0185656278,0.0199456164,0.0264397657,0.0176903392,0.0296916193,0.0172540876,0.0321300017,0.0279172678,0.0159817498,0.0206266891,0.0176310572,0.0174970787,0.0187234428,0.0145654938,0.0285998164,0.0297073338,0.0141507608,0.0144475949,0.0114951253,0.0174235673,0.0289791350,0.0213045912,0.0245684370,0.0253898817,0.0408270716,0.0200255143,0.0139456546,0.0314962949,0.0222393256,0.0137247056,0.0116973758,0.0200000824,0.0277735923,0.0252120520,0.0287224132,0.0292329262,0.0146036904,0.0138440316,0.0125410776,0.0245508726,0.0209593606,0.0233382971,0.0314066491,0.0178293085,0.0211340932,0.0206660445,0.0259419761,0.0315958192,0.0252868629,0.0237233062,0.0267323076,0.0191450350,0.0132492036,0.0221712360,0.0210421382,0.0263736088,0.0148266449,0.0261777870,0.0263487132,0.0137942261,0.0134095850,0.0198590552,0.0241627037,0.0252076330,0.0175158911,0.0213248889,0.0275887964,0.0113533262,0.0277071341,0.0280204404,0.0183044604,0.0147695481,0.0243863546,0.0288021285,0.0247079308,0.0242240581,0.0110443238,0.0113764965,0.0178219396,0.0160834943,0.0271444336,0.0146974797,0.0226112893,0.0213441192,0.0201553220,0.0183153337,0.0228344846,0.0154181588,0.0228829985,0.0275027096,0.0188978152,0.0229206297,0.0165746333,0.0167666969,0.0196862349,0.0192441327,0.0273107332
ACAO_AGRO3,0.0142157756,0.0079570088,0.0701765778,0.0134096819,0.0206055942,0.0221373441,0.0155405369,0.0156616404,0.0161409733,0.0171607772,0.0126570637,0.0129972193,0.0148348451,0.0137890237,0.0149341925,0.0145351208,0.0055038135,0.0073078633,0.0124472615,0.0129173567,0.0074086829,0.0086962466,0.0106704467,0.0168577102,0.0114455860,0.0213181873,0.0146400437,0.0190724364,0.0174280710,0.0067069925,0.0093893698,0.0103007306,0.0105394937,0.0151540943,0.0115599900,0.0205792502,0.0200975935,0.0177287633,0.0182672164,0.0101415855,0.0127505170,0.0231586483,0.0146945099,0.0159377901,0.0171139335,0.0254403457,0.0128383013,0.0136520003,0.0223394735,0.0131269575,0.0144893778,0.0071150491,0.0100566771,0.0125600869,0.0119419010,0.0122525382,0.0205436789,0.0146174903,0.0075981678,0.0159287206,0.0173809123,0.0180141284,0.0190202044,0.0185073546,0.0153121282,0.0186001187,0.0092877470,0.0140223561,0.0186798688,0.0146816779,0.0149569840,0.0130334978,0.0157367122,0.0089120277,0.0175997161,0.0147906189,0.0207025157,0.0163934854,0.0155211024,0.0151424426,0.0133612339,0.0129400373,0.0172259710,0.0143759580,0.0213747971,0.0090026371,0.0097249606,0.0175464912,0.0120422365,0.0158243232,0.0201498740,0.0157431238,0.0115821842,0.0196598487,0.0130333713,0.0132753676,0.0140277983,0.0076080265,0.0221783027,0.0158234368,0.0182282491,0.0211661125,0.0098182017,0.0179641308,0.0081608122,0.0128987099,0.0163547064,0.0207994295,0.0153020582,0.0193982929,0.0201766726,0.0126127143,0.0133428291,0.0082443833,0.0129596949,0.0153938086,0.0105974384,0.0185334738
ACAO_ALPA4,0.0300534385,0.0214070583,0.0134096819,0.1267485888,0.0556778525,0.0590674496,0.0404805608,0.0355587691,0.0460300772,0.0351519147,0.0351280699,0.0367246803,0.0229862067,0.0235074649,0.0309716449,0.0341607856,0.0117472920,0.0145746268,0.0298492392,0.0325576866,0.0126137068,0.0220385871,0.0279251848,0.0400824795,0.0252997907,0.0389864903,0.0306891114,0.0585300409,0.0483490560,0.0175284328,0.0224863474,0.0335789634,0.0255399036,0.0326153427,0.0245187069,0.0530701357,0.0574082423,0.0240542322,0.0267758601,0.0136476820,0.0322908781,0.0535904095,0.0255514134,0.0290914135,0.0313542767,0.0667723977,0.0382636192,0.0226609584,0.0577301693,0.0326893770,0.0288135856,0.0185649782,0.0271270752,0.0342722962,0.0290504696,0.0324426695,0.0462139190,0.0224065969,0.0164224001,0.0194329686,0.0394629217,0.0323417167,0.0431998365,0.0563977755,0.0382598093,0.0294779091,0.0269496734,0.0359166305,0.0583407314,0.0391027176,0.0343951278,0.0463989523,0.0350505652,0.0233756297,0.0325613491,0.0247445228,0.0414679121,0.0254619241,0.0321078720,0.0334040807,0.0246995230,0.0231646398,0.0343192208,0.0360048320,0.0438921814,0.0241018684,0.0272659232,0.0420058905,0.0215047346,0.0482249434,0.0575529278,0.0351774863,0.0232246711,0.0435414182,0.0334327566,0.0287994113,0.0324165554,0.0197648567,0.0175777967,0.0284700574,0.0275912282,0.0512764992,0.0225954539,0.0384603744,0.0240802515,0.0360755643,0.0307479135,0.0452229107,0.0236280723,0.0352048789,0.0388296547,0.0188143233,0.0320023586,0.0193951390,0.0306799319,0.0323647990,0.0243441963,0.0519520548
ACAO_AMAR3,0.0420654569,0.0275972634,0.0206055942,0.0556778525,0.2370265895,0.0825862434,0.0525485582,0.0453713725,0.0564647616,0.0518475568,0.0429837182,0.0445829465,0.0251883643,0.0292020147,0.0354286379,0.0521992389,0.0152946714,0.0193448389,0.0414522310,0.0437726228,0.0189918077,0.0288183986,0.0341886304,0.0457221300,0.0352331703,0.0506843213,0.0485457072,0.0773901638,0.0589332505,0.0224469448,0.0327725394,0.0390863189,0.0323011510,0.0509391916,0.0370178214,0.0775508116,0.0759243386,0.0336547371,0.0371274265,0.0165827686,0.0329972895,0.0888499678,0.0363844412,0.0376041582,0.0393627453,0.0986141176,0.0449413702,0.0327032727,0.0844639253,0.0426543333,0.0432187192,0.0216521231,0.0334385061,0.0414513377,0.0368513965,0.0403681556,0.0686205466,0.0306010265,0.0163136741,0.0280097270,0.0541858834,0.0484157196,0.0696003201,0.0750005539,0.0537643797,0.0335997137,0.0309019945,0.0463925864,0.0782808071,0.0519486815,0.0487791425,0.0555305066,0.0608875970,0.0267071600,0.0539771517,0.0446561655,0.0826529390,0.0463826695,0.0397067218,0.0410278962,0.0365333229,0.0329262619,0.0515864225,0.0510642957,0.0666432264,0.0321106678,0.0321756001,0.0593267007,0.0281743436,0.0597096444,0.0771908958,0.0500576152,0.0285662521,0.0623893031,0.0406537572,0.0372005518,0.0406764418,0.0238453097,0.0216995192,0.0261404558,0.0303170970,0.0810341264,0.0331734385,0.0546092082,0.0305123519,0.0411185779,0.0514398720,0.0672023002,0.0304141133,0.0471870538,0.0540483478,0.0262529470,0.0654532900,0.0212224808,0.0468587380,0.0591407683,0.0253959239,0.0734994989
ACAO_AMER3,0.0452950026,0.0291225568,0.0221373441,0.0590674496,0.0825862434,0.3693188012,0.0635030435,0.0572179048,0.0660298227,0.0561443655,0.0466766465,0.0454961206,0.0339617054,0.0389209728,0.0499433450,0.0492430797,0.0115614775,0.0212457778,0.0423400496,0.0477858709,0.0221727867,0.0316736008,0.0448369390,0.0556622974,0.0408512039,0.0731521985,0.0452632052,0.0824385178,0.0680436574,0.0238795051,0.0308190119,0.0433131670,0.0353240025,0.0496644549,0.0365073629,0.0761403879,0.0743629828,0.0393696633,0.0370193459,0.0337142942,0.0389758585,0.0989170987,0.0468607450,0.0510108277,0.0542987990,0.0962091033,0.0453674546,0.0289708315,0.0745554177,0.0518470361,0.0433710445,0.0251137535,0.0329815837,0.0454566291,0.0384750888,0.0430156160,0.0636153140,0.0349821203,0.0273918703,0.0356515643,0.0519036669,0.0479905094,0.0600158278,0.0788599121,0.0529048718,0.0465679008,0.0396406251,0.0489721591,0.0865959255,0.0520348974,0.0502565924,0.0695359012,0.0580591849,0.0302770710,0.0689694506,0.0559988156,0.0846687014,0.0359708047,0.0514095650,0.0536539649,0.0353594003,0.0281928638,0.0532247640,0.0548409274,0.0590759694,0.0308375210,0.0361620763,0.0615021255,0.0237797299,0.0693328634,0.0718007556,0.0471865871,0.0342981866,0.0783394981,0.0467944102,0.0377513211,0.0480016900,0.0248370579,0.0272630063,0.0355436287,0.0424178345,0.0782373295,0.0457020955,0.0509756436,0.0381847729,0.0500277932,0.0445464598,0.0673260168,0.0392178570,0.0598726804,0.0732796025,0.0344231459,0.0438353579,0.0248400697,0.0421241385,0.0422961583,0.0358806768,0.0686729085
ACAO_AXIA3,0.0436930898,0.0282052669,0.0155405369,0.0404805608,0.0525485582,0.0635030435,0.1690311807,0.1370375386,0.0631131137,0.0654123647,0.0565031162,0.0565708573,0.0250582526,0.0410751676,0.0406660655,0.0527584220,0.0168433590,0.0229356022,0.0647960450,0.0696193971,0.0230399501,0.0434660250,0.0551460714,0.0498640307,0.0449751983,0.0680145387,0.0346198775,0.0685378024,0.0563272067,0.0369361863,0.0300656644,0.0372449270,0.0424110824,0.0347318967,0.0319275159,0.0630103502,0.0613803981,0.0327997495,0.0363732190,0.0236826827,0.0324617376,0.0640187207,0.0441965323,0.0484189801,0.0540886072,0.0859499232,0.0363438588,0.0241987677,0.0653405568,0.0382836180,0.0300450926,0.0352035878,0.0395981460,0.0543700142,0.0453363539,0.0526779732,0.0568149080,0.0275566591,0.0215610867,0.0284066912,0.0679669584,0.0442001353,0.0500614263,0.0600616528,0.0468989759,0.0422474899,0.0318764957,0.0509480326,0.0655127418,0.0469008498,0.0443854515,0.0500435703,0.0425523405,0.0265411450,0.0504679300,0.0435152088,0.0610652242,0.0274173922,0.0627728382,0.0644726195,0.0303447302,0.0268501320,0.0436801947,0.0447816063,0.0503002023,0.0316713462,0.0294873184,0.0570661145,0.0269751993,0.0546302254,0.0521860609,0.0398602200,0.0236648540,0.0632818800,0.0515304630,0.0450023547,0.0577335413,0.0224412888,0.0185153788,0.0283031184,0.0274957130,0.0601043879,0.0265395341,0.0492417458,0.0353886995,0.0369980096,0.0389220784,0.0474993355,0.0286543359,0.0515465490,0.0675991426,0.0361180896,0.0479707815,0.0265550722,0.0337601399,0.0384384775,0.0279739442,0.0514162046
ACAO_AXIA6,0.0386880831,0.0246716634,0.0156616404,0.0355587691,0.0453713725,0.0572179048,0.1370375386,0.1395969390,0.0550173972,0.0575826760,0.0489268138,0.0491683614,0.0230907497,0.0338783942,0.0361084986,0.0472436036,0.0139817822,0.0188740102,0.0563321024,0.0615692531,0.0198731016,0.0382993814,0.0493275660,0.0448282439,0.0399523051,0.0577526153,0.0310932872,0.0603059498,0.0491292681,0.0325618926,0.0273492787,0.0298276466,0.0372450297,0.0310607043,0.0275095110,0.0541611320,0.0540977349,0.0291703258,0.0337093032,0.0147541942,0.0281529339,0.0556081139,0.0368278597,0.0405389841,0.0449962428,0.0751427222,0.0318964581,0.0204548094,0.0566257097,0.0333748928,0.0256439691,0.0308149538,0.0343951222,0.0474827630,0.0393028845,0.0461642221,0.0487851475,0.0239817584,0.0187566007,0.0247614274,0.0588901513,0.0400333891,0.0426095904,0.0530409697,0.0410564187,0.0366533324,0.0285135016,0.0445718276,0.0569042415,0.0407859522,0.0397129561,0.0446325926,0.0360639651,0.0222339215,0.0450244435,0.0396396077,0.0531127361,0.0250419496,0.0522328637,0.0536588606,0.0273229990,0.0235045273,0.0385900071,0.0388759646,0.0438478598,0.0265764089,0.0268835277,0.0503748889,0.0238338021,0.0478179559,0.0463502749,0.0360774033,0.0231989379,0.0535543043,0.0454308756,0.0396984933,0.0499906866,0.0201798087,0.0166383684,0.0238097512,0.0238120032,0.0509148963,0.0239382934,0.0430406913,0.0311931765,0.0328486686,0.0338283260,0.0397892806,0.0251291877,0.0413868199,0.0558595828,0.0289559411,0.0373748133,0.0227225782,0.0303782428,0.0317151281,0.0240158401,0.0462516459
ACAO_B3SA3,0.0441852517,0.0306653618,0.0161409733,0.0460300772,0.0564647616,0.0660298227,0.0631131137,0.0550173972,0.1230732488,0.0614335660,0.0586547031,0.0596914965,0.0277342913,0.0423848009,0.0426829630,0.0528639680,0.0151155362,0.0196605046,0.0433244657,0.0500611012,0.0205243342,0.0344818060,0.0414661290,0.0549162664,0.0378915784,0.0641697761,0.0371442709,0.0770701988,0.0625831468,0.0299313251,0.0280044448,0.0369439055,0.0360561882,0.0369067830,0.0329735417,0.0699897249,0.0682767338,0.0334654168,0.0337204854,0.0243866123,0.0361991821,0.0697364165,0.0433215795,0.0486115453,0.0535354764,0.0844117701,0.0366058025,0.0252835396,0.0704749424,0.0448752322,0.0326078542,0.0272408858,0.0437337828,0.0569295293,0.0483643865,0.0560604604,0.0605265597,0.0320449177,0.0238617682,0.0264633632,0.0508606287,0.0424265783,0.0534403540,0.0656115139,0.0445821801,0.0424468359,0.0343574279,0.0539030581,0.0753051671,0.0534249879,0.0463990523,0.0508580671,0.0442700559,0.0275705607,0.0458094242,0.0377376884,0.0668712829,0.0332577572,0.0581006835,0.0591914564,0.0287171942,0.0270783355,0.0445645506,0.0476277089,0.0536257367,0.0329123958,0.0346902601,0.0572201866,0.0246041448,0.0614745401,0.0574878015,0.0381951265,0.0249871462,0.0632605287,0.0531128107,0.0444235577,0.0471756641,0.0207009091,0.0231194995,0.0328658840,0.0313221558,0.0641884041,0.0296348764,0.0470671537,0.0356003147,0.0421076857,0.0384224881,0.0503566268,0.0325170909,0.0491118947,0.0619555384,0.0373143938,0.0407550582,0.0238051924,0.0365708293,0.0340977254,0.0335388413,0.0577496641
ACAO_BBAS3,0.0508275728,0.0289766282,0.0171607772,0.0351519147,0.0518475568,0.0561443655,0.0654123647,0.0575826760,0.0614335660,0.1176635338,0.0698497443,0.0728120562,0.0232808197,0.0447526883,0.0386211911,0.0680390600,0.0141829979,0.0193880625,0.0504730403,0.0563086096,0.0178171064,0.0322510983,0.0408548558,0.0497318335,0.0355918192,0.0670805821,0.0319771249,0.0648995784,0.0524767539,0.0296143409,0.0272962882,0.0281953119,0.0310442274,0.0303626183,0.0315165224,0.0597967879,0.0567660987,0.0329471292,0.0330597023,0.0240943161,0.0303398468,0.0617542216,0.0466153907,0.0512942152,0.0556183588,0.0826053851,0.0328675577,0.0226454231,0.0589895782,0.0383114774,0.0305392953,0.0256145382,0.0502404084,0.0673480373,0.0598022057,0.0694304095,0.0549670717,0.0262256132,0.0203102331,0.0268821469,0.0505344443,0.0402570917,0.0469012589,0.0566869368,0.0412480322,0.0387500098,0.0299173291,0.0508865483,0.0609850515,0.0470590286,0.0467800697,0.0438787549,0.0418536821,0.0230592144,0.0413674405,0.0376541648,0.0631844815,0.0317523312,0.0708525514,0.0732719429,0.0258813830,0.0254278498,0.0437428036,0.0459396908,0.0483819075,0.0332603035,0.0276259724,0.0572945177,0.0216917091,0.0527770601,0.0461609452,0.0306100185,0.0231867337,0.0600326395,0.0644605416,0.0540401576,0.0459889398,0.0217716741,0.0193024299,0.0268902133,0.0273752307,0.0555915144,0.0256443249,0.0458719367,0.0357227457,0.0294697844,0.0353076108,0.0394967087,0.0268649979,0.0483743688,0.0654643600,0.0403181592,0.0376351475,0.0256572569,0.0345233725,0.0325376151,0.0263173668,0.0521405021
ACAO_BBDC3,0.0442242566,0.0301491850,0.0126570637,0.0351280699,0.0429837182,0.0466766465,0.0565031162,0.0489268138,0.0586547031,0.0698497443,0.0867460419,0.0811973431,0.0199282315,0.0399496881,0.0399991207,0.0562829573,0.0129068425,0.0169003604,0.0419212485,0.0469944670,0.0133257753,0.0299833266,0.0363649380,0.0467078498,0.0305407000,0.0606588139,0.0287024220,0.0581515877,0.0487783524,0.0275567828,0.0298805310,0.0262166497,0.0292581647,0.0276731888,0.0269764213,0.0532684558,0.0505342161,0.0285690818,0.0273367586,0.0185771835,0.0276892498,0.0534744572,0.0418980347,0.0469180984,0.0492539103,0.0744670103,0.0305215915,0.0197093690,0.0543012637,0.0359206117,0.0255352958,0.0232020162,0.0468375445,0.0647232834,0.0583393282,0.0678144740,0.0467632890,0.0223120774,0.0190306827,0.0211245755,0.0448986190,0.0347936182,0.0433557474,0.0540298781,0.0364316194,0.0316424793,0.0275811140,0.0453804162,0.0558179390,0.0449651440,0.0401316320,0.0392543664,0.0346389055,0.0214205170,0.0357806994,0.0333771942,0.0526154148,0.0239349863,0.0590029606,0.0587566735,0.0248986355,0.0224959621,0.0380306868,0.0428984490,0.0402113965,0.0305898541,0.0277158021,0.0497532034,0.0210681049,0.0503937966,0.0444561871,0.0275515790,0.0207918557,0.0510987100,0.0628226984,0.0519774544,0.0406171047,0.0185716022,0.0150289824,0.0243118951,0.0232904058,0.0493342273,0.0239856824,0.0401502399,0.0323094643,0.0279426259,0.0318874046,0.0365611058,0.0259562727,0.0445244947,0.0565389770,0.0360136213,0.0356130253,0.0227371428,0.0313290695,0.0293518448,0.0269044900,0.0490392143
ACAO_BBDC4,0.0473177472,0.0301836817,0.0129972193,0.0367246803,0.0445829465,0.0454961206,0.0565708573,0.0491683614,0.0596914965,0.0728120562,0.0811973431,0.0895849043,0.0209161717,0.0421004188,0.0400426886,0.0591903751,0.0132292347,0.0177187209,0.0418722201,0.0470618393,0.0141961230,0.0301414556,0.0367168381,0.0478074769,0.0305680342,0.0622767409,0.0298497812,0.0602860314,0.0494494385,0.0270854194,0.0313989057,0.0269648241,0.0290266808,0.0284319473,0.0281625942,0.0555211526,0.0522415328,0.0292509725,0.0300006247,0.0196912341,0.0277800456,0.0560974292,0.0438220599,0.0489335061,0.0514993453,0.0776875248,0.0307422940,0.0192979666,0.0552848229,0.0356821419,0.0248434072,0.0230981812,0.0486432365,0.0675130569,0.0613701128,0.0721565481,0.0497474194,0.0235115645,0.0192229466,0.0219568573,0.0446717551,0.0350375772,0.0451838669,0.0548892129,0.0392129123,0.0330790142,0.0273508313,0.0453552355,0.0576432609,0.0450420048,0.0417567306,0.0392703313,0.0357851197,0.0216001208,0.0375021429,0.0348566037,0.0563439890,0.0239609285,0.0618768651,0.0614845160,0.0249319615,0.0238120824,0.0404221457,0.0429548561,0.0442275997,0.0313970965,0.0274986799,0.0513194487,0.0209615972,0.0506450206,0.0456704948,0.0289967133,0.0208519077,0.0523048495,0.0656061802,0.0548971293,0.0416614251,0.0179895185,0.0158605448,0.0256005953,0.0239118860,0.0512305202,0.0256136484,0.0417398257,0.0337557906,0.0275256646,0.0315482446,0.0378317296,0.0269255548,0.0454634636,0.0576424948,0.0382735544,0.0369332273,0.0233515972,0.0315806459,0.0294084713,0.0258586029,0.0505178004
ACAO_BEEF3,0.0209251910,0.0169402952,0.0148348451,0.0229862067,0.0251883643,0.0339617054,0.0250582526,0.0230907497,0.0277342913,0.0232808197,0.0199282315,0.0209161717,0.1356110568,0.0281360137,0.0294598445,0.0256383739,0.0049508327,0.0095607246,0.0190365859,0.0223132387,0.0095299015,0.0150105525,0.0183417297,0.0280916691,0.0170756342,0.0386864175,0.0197599625,0.0289864618,0.0295408482,0.0119277909,0.0215042202,0.0209964964,0.0151362175,0.0199163116,0.0175979825,0.0282227582,0.0295890571,0.0225355409,0.0199818848,0.0135018457,0.0182764255,0.0313160695,0.0270812419,0.0303531455,0.0319858525,0.0365184678,0.0171468086,0.0139668706,0.0308251852,0.0242092099,0.0216702710,0.0133846419,0.0156181032,0.0201478294,0.0176139691,0.0192323708,0.0338993766,0.0223417661,0.0221295258,0.0183895464,0.0236000697,0.0194227904,0.0207800545,0.0283056918,0.0279650228,0.0663559855,0.0199591659,0.0246662340,0.0332601052,0.0200359217,0.0251470437,0.0264384912,0.0238129140,0.0161147721,0.0263759569,0.0222032884,0.0310607562,0.0214044450,0.0263747494,0.0264800244,0.0130619147,0.0187019691,0.0207304970,0.0200921634,0.0311812526,0.0124070871,0.0170386357,0.0266386347,0.0133726298,0.0282964622,0.0291278588,0.0170018769,0.0181770539,0.0296555271,0.0213345847,0.0160086532,0.0209892262,0.0084020875,0.0192594900,0.0265263110,0.0223515907,0.0313569859,0.0166768756,0.0190827092,0.0172342403,0.0219833614,0.0200594788,0.0244943604,0.0197265286,0.0301726569,0.0369343008,0.0253943206,0.0206743133,0.0126159007,0.0182201983,0.0151291247,0.0190868582,0.0271332133
ACAO_BRAP4,0.0307449892,0.0204418395,0.0137890237,0.0235074649,0.0292020147,0.0389209728,0.0410751676,0.0338783942,0.0423848009,0.0447526883,0.0399496881,0.0421004188,0.0281360137,0.1328063792,0.0447121918,0.0383888390,0.0118179602,0.0173374788,0.0342421368,0.0358798432,0.0122095641,0.0210307875,0.0289071206,0.0404769731,0.0237555179,0.1160875165,0.0265693073,0.0394514606,0.0418784007,0.0176337443,0.0284304274,0.0250531408,0.0178628877,0.0256380635,0.0273180470,0.0355341473,0.0322033349,0.0465878816,0.0292644812,0.0243073913,0.0182096026,0.0495536424,0.0770412083,0.0877471342,0.0912884160,0.0600889917,0.0199464284,0.0186928246,0.0373202317,0.0257932315,0.0312295998,0.0174304848,0.0286762760,0.0379404937,0.0329040571,0.0391374441,0.0393902346,0.0254251213,0.0283686059,0.0242316263,0.0306627023,0.0307205437,0.0293381639,0.0356206447,0.0382726697,0.0362114119,0.0188579037,0.0304143581,0.0397927712,0.0273942446,0.0319401278,0.0341863251,0.0318268133,0.0164943203,0.0357832630,0.0341487073,0.0504100282,0.0222818620,0.0636295423,0.0609097307,0.0228177203,0.0199213337,0.0370122227,0.0274383944,0.0310064747,0.0183267359,0.0171145379,0.0369600002,0.0190072883,0.0330821968,0.0290283254,0.0254967396,0.0267369620,0.0531832248,0.0402945185,0.0333923265,0.0299330892,0.0211889600,0.0249509258,0.0234667663,0.0259305412,0.0359920913,0.0256126775,0.0295210980,0.0289605288,0.0223768337,0.0250967221,0.0239881799,0.0291059650,0.0682365104,0.0949550786,0.1162044146,0.0371840519,0.0182749873,0.0235621678,0.0201773888,0.0232267288,0.0329051047
ACAO_BRKM5,0.0295861736,0.0228305881,0.0149341925,0.0309716449,0.0354286379,0.0499433450,0.0406660655,0.0361084986,0.0426829630,0.0386211911,0.0399991207,0.0400426886,0.0294598445,0.0447121918,0.1655169519,0.0352989180,0.0101070569,0.0143606996,0.0288948448,0.0321376251,0.0123201714,0.0235667825,0.0265974704,0.0469852716,0.0227136125,0.0687161977,0.0247787291,0.0459486218,0.0455089065,0.0194414395,0.0311198339,0.0256672114,0.0227673433,0.0334416320,0.0303246743,0.0419056676,0.0395857232,0.0361396636,0.0259688904,0.0214385969,0.0232924807,0.0567424842,0.0502953220,0.0558071170,0.0555352245,0.0559255705,0.0243754278,0.0223403937,0.0469185729,0.0327071512,0.0315147792,0.0184145875,0.0263515813,0.0365965702,0.0320594553,0.0360819386,0.0416598628,0.0257023879,0.0323098809,0.0272608122,0.0359759103,0.0274125406,0.0357602662,0.0448320216,0.0341032174,0.0368573931,0.0206508589,0.0324071147,0.0503735063,0.0305989693,0.0394106356,0.0306884696,0.0348489858,0.0202753385,0.0310974571,0.0285668603,0.0523387448,0.0260067111,0.0506279970,0.0479413924,0.0253195442,0.0235433287,0.0386628684,0.0354790013,0.0423844923,0.0205501164,0.0196069406,0.0391023071,0.0205060487,0.0416093745,0.0368878152,0.0246116788,0.0275096726,0.0495218188,0.0393613245,0.0359120896,0.0311339606,0.0163288683,0.0234565802,0.0303099668,0.0327587555,0.0402359672,0.0243408738,0.0254294697,0.0279900158,0.0261078093,0.0282124635,0.0306807658,0.0358840890,0.0546976008,0.0635532764,0.0435686401,0.0383736611,0.0190938903,0.0274727229,0.0256148494,0.0247236839,0.0413418876
