,ACAO_ABCB4,ACAO_ABEV3,ACAO_AGRO3,ACAO_ALPA4,ACAO_AMAR3,ACAO_AMER3,ACAO_AXIA3,ACAO_AXIA6,ACAO_B3SA3,ACAO_BBAS3,ACAO_BBDC3,ACAO_BBDC4,ACAO_BEEF3,ACAO_BRAP4,ACAO_BRKM5,ACAO_BRSR6,ACAO_CGAS5,ACAO_CLSC4,ACAO_CMIG3,ACAO_CMIG4,ACAO_COCE5,ACAO_CPFE3,ACAO_CPLE3,ACAO_CSAN3,ACAO_CSMG3,ACAO_CSNA3,ACAO_CSUD3,ACAO_CYRE3,ACAO_DXCO3,ACAO_EGIE3,ACAO_EMBJ3,ACAO_ENEV3,ACAO_EQTL3,ACAO_ETER3,ACAO_EUCA4,ACAO_EVEN3,ACAO_EZTC3,ACAO_FESA4,ACAO_FHER3,ACAO_FICT3,ACAO_FLRY3,ACAO_GFSA3,ACAO_GGBR3,ACAO_GGBR4,ACAO_GOAU4,ACAO_GOLL54,ACAO_GRND3,ACAO_HAGA4,ACAO_HBOR3,ACAO_HYPE3,ACAO_INEP4,ACAO_ISAE4,ACAO_ITSA3,ACAO_ITSA4,ACAO_ITUB3,ACAO_ITUB4,ACAO_JHSF3,ACAO_KEPL3,ACAO_KLBN4,ACAO_LAND3,ACAO_LIGT3,ACAO_LOGN3,ACAO_LPSB3,ACAO_LREN3,ACAO_LUPA3,ACAO_MBRF3,ACAO_MDIA3,ACAO_MOTV3,ACAO_MRVE3,ACAO_MULT3,ACAO_MYPK3,ACAO_NATU3,ACAO_NEXP3,ACAO_ODPV3,ACAO_OIBR3,ACAO_OIBR4,ACAO_PDGR3,ACAO_PDTC3,ACAO_PETR3,ACAO_PETR4,ACAO_PFRM3,ACAO_PINE4,ACAO_PMAM3,ACAO_POMO4,ACAO_POSI3,ACAO_PSSA3,ACAO_RADL3,ACAO_RAPT4,ACAO_RDNI3,ACAO_RENT3,ACAO_RIAA3,ACAO_ROMI3,ACAO_RPMG3,ACAO_RSID3,ACAO_SANB11,ACAO_SANB4,ACAO_SBSP3,ACAO_SCAR3,ACAO_SLCE3,ACAO_SMTO3,ACAO_TASA4,ACAO_TCSA3,ACAO_TELB4,ACAO_TGMA3,ACAO_TIMS3,ACAO_TOTS3,ACAO_TPIS3,ACAO_TRIS3,ACAO_UNIP6,ACAO_USIM3,ACAO_USIM5,ACAO_VALE3,ACAO_VIVR3,ACAO_VIVT3,ACAO_VLID3,ACAO_VSTE3,ACAO_WEGE3,ACAO_YDUQ3
ACAO_LAND3,0.0193080299,0.0125410776,0.0159287206,0.0194329686,0.0280097270,0.0356515643,0.0284066912,0.0247614274,0.0264633632,0.0268821469,0.0211245755,0.0219568573,0.0183895464,0.0242316263,0.0272608122,0.0236114760,0.0065416988,0.0153257635,0.0200444413,0.0216542536,0.0091208215,0.0142019852,0.0167456806,0.0261775106,0.0192403986,0.0311240327,0.0193156557,0.0382661994,0.0302329573,0.0112887490,0.0127820235,0.0198432741,0.0134217344,0.0205142625,0.0177767106,0.0350047139,0.0313154175,0.0230772674,0.0266408437,0.0196621510,0.0161047226,0.0502311153,0.0257502896,0.0282474195,0.0318761590,0.0442378519,0.0176837409,0.0174218123,0.0299747512,0.0248694753,0.0215968320,0.0144787293,0.0170110616,0.0230069125,0.0186330481,0.0216042101,0.0321969882,0.0213758404,0.0176115067,0.1709350991,0.0277066764,0.0217372995,0.0238613383,0.0285659076,0.0361618221,0.0287363243,0.0181737557,0.0237393087,0.0358018118,0.0187720910,0.0268460075,0.0197521938,0.0284985620,0.0138992765,0.0282530049,0.0175243124,0.0405984314,0.0257706548,0.0280765348,0.0288402405,0.0165977000,0.0176791794,0.0293758140,0.0241169490,0.0293573364,0.0143039506,0.0166533718,0.0319012083,0.0225015919,0.0245381668,0.0221435219,0.0205342236,0.0281199447,0.0417533030,0.0220469737,0.0194859282,0.0205532686,0.0105324266,0.0266662509,0.0196646742,0.0206064696,0.0333166920,0.0161879540,0.0215224333,0.0172478687,0.0218453986,0.0176953364,0.0247312126,0.0206239407,0.0267516111,0.0310570119,0.0217148014,0.0246526876,0.0100164815,0.0161580475,0.0222023587,0.0147874506,0.0206028282
ACAO_LIGT3,0.0368994137,0.0245508726,0.0173809123,0.0394629217,0.0541858834,0.0519036669,0.0679669584,0.0588901513,0.0508606287,0.0505344443,0.0448986190,0.0446717551,0.0236000697,0.0306627023,0.0359759103,0.0458824910,0.0146726429,0.0204861000,0.0600674766,0.0659560612,0.0204700777,0.0401814892,0.0472569449,0.0400044169,0.0438119268,0.0499001751,0.0304464160,0.0613134744,0.0506330345,0.0300505056,0.0273256004,0.0314822143,0.0366202506,0.0339763765,0.0284787362,0.0611188801,0.0585481222,0.0299591144,0.0289001655,0.0136698226,0.0297217328,0.0610457193,0.0380983592,0.0409316529,0.0460301739,0.0849291172,0.0360200503,0.0210486649,0.0685822373,0.0362252094,0.0264717791,0.0268865494,0.0304921152,0.0430795855,0.0372991105,0.0418992174,0.0559008910,0.0282531669,0.0151197314,0.0277066764,0.1838441241,0.0388494880,0.0517623368,0.0547367845,0.0419313522,0.0301521477,0.0279413334,0.0471526989,0.0585452357,0.0434113557,0.0370727699,0.0424390792,0.0439739785,0.0240904190,0.0448690633,0.0412713004,0.0591127369,0.0281868032,0.0457350968,0.0472203671,0.0312902142,0.0257464307,0.0421943703,0.0388288788,0.0530262231,0.0268196688,0.0257325125,0.0544000819,0.0236474222,0.0490421601,0.0545617729,0.0417786643,0.0273833847,0.0573052821,0.0416735252,0.0370925042,0.0462021781,0.0197616479,0.0185429952,0.0272274599,0.0238805586,0.0592969363,0.0274537157,0.0440029073,0.0300464833,0.0311016747,0.0386568235,0.0501173592,0.0278873486,0.0441982231,0.0521970826,0.0255653485,0.0495596093,0.0211031159,0.0362627978,0.0328484040,0.0236658834,0.0545653217
ACAO_LOGN3,0.0315672202,0.0209593606,0.0180141284,0.0323417167,0.0484157196,0.0479905094,0.0442001353,0.0400333891,0.0424265783,0.0402570917,0.0347936182,0.0350375772,0.0194227904,0.0307205437,0.0274125406,0.0399976801,0.0128844206,0.0168235752,0.0343341702,0.0375039530,0.0129602888,0.0213745578,0.0300460686,0.0365005036,0.0356699624,0.0477304315,0.0298903501,0.0497166855,0.0440576117,0.0196395831,0.0235509894,0.0295862619,0.0285357124,0.0347225006,0.0307845269,0.0520834538,0.0492662529,0.0297579703,0.0386294194,0.0286099971,0.0260976494,0.0498202366,0.0341973903,0.0395809438,0.0446064751,0.0723667945,0.0322048075,0.0224341241,0.0625152928,0.0279868717,0.0282050715,0.0181570296,0.0232331632,0.0333080214,0.0291985046,0.0337066010,0.0528030901,0.0283112766,0.0144122866,0.0217372995,0.0388494880,0.2170620672,0.0390969816,0.0399556611,0.0430353635,0.0276989585,0.0262665355,0.0402377702,0.0451076721,0.0361704891,0.0357339544,0.0377618296,0.0357574538,0.0213287274,0.0352325796,0.0304132419,0.0534251724,0.0327702545,0.0362382637,0.0383972601,0.0294173923,0.0266550286,0.0395090105,0.0400711254,0.0459572386,0.0187603404,0.0209697267,0.0394795045,0.0245285346,0.0452856701,0.0488973209,0.0407266629,0.0242888752,0.0495023789,0.0336802448,0.0292199223,0.0353128562,0.0266515234,0.0216238014,0.0247458696,0.0227628887,0.0507273953,0.0258448288,0.0500200065,0.0260294236,0.0277980192,0.0389638218,0.0436428604,0.0271531542,0.0289505059,0.0474958066,0.0263202998,0.0343352707,0.0153202231,0.0362546720,0.0322033891,0.0222054703,0.0435865244
ACAO_LPSB3,0.0406589897,0.0233382971,0.0190202044,0.0431998365,0.0696003201,0.0600158278,0.0500614263,0.0426095904,0.0534403540,0.0469012589,0.0433557474,0.0451838669,0.0207800545,0.0293381639,0.0357602662,0.0458259876,0.0156317204,0.0182968739,0.0408578313,0.0426434723,0.0167037975,0.0288757663,0.0356358845,0.0457907415,0.0384890112,0.0481437652,0.0377972820,0.0701645655,0.0526512592,0.0231592445,0.0260907844,0.0313881673,0.0303004280,0.0429426694,0.0393799410,0.0725341460,0.0690196126,0.0318271568,0.0355037702,0.0256202617,0.0356185611,0.0730133217,0.0348934382,0.0375051039,0.0399292142,0.0760757151,0.0400575978,0.0356247720,0.0841517813,0.0366097757,0.0340528777,0.0204318852,0.0310756052,0.0406240433,0.0392184175,0.0411616691,0.0659866225,0.0300331756,0.0168533202,0.0238613383,0.0517623368,0.0390969816,0.2412851198,0.0619714571,0.0422527002,0.0326775514,0.0330395415,0.0446412680,0.0685176329,0.0502054760,0.0423271724,0.0448074488,0.0687447426,0.0282332849,0.0485079372,0.0444420954,0.0699915585,0.0374388968,0.0448004269,0.0461089553,0.0351136117,0.0263674704,0.0511246587,0.0484296158,0.0591644281,0.0311263745,0.0289903557,0.0592509423,0.0272892196,0.0538866683,0.0628498066,0.0406750398,0.0324665601,0.0663279991,0.0408806126,0.0398567925,0.0374028993,0.0235642469,0.0200395277,0.0256402119,0.0362614943,0.0678668231,0.0292287145,0.0533605992,0.0304284904,0.0402770193,0.0499669294,0.0567871614,0.0323633327,0.0373958789,0.0489717778,0.0261522309,0.0594104188,0.0231515457,0.0416845790,0.0380332081,0.0282967232,0.0593700506
ACAO_LREN3,0.0424533068,0.0314066491,0.0185073546,0.0563977755,0.0750005539,0.0788599121,0.0600616528,0.0530409697,0.0656115139,0.0566869368,0.0540298781,0.0548892129,0.0283056918,0.0356206447,0.0448320216,0.0526531278,0.0152516663,0.0187988153,0.0434468762,0.0486318245,0.0166291952,0.0349295121,0.0410131764,0.0550755791,0.0367536078,0.0551137697,0.0365444480,0.0820865316,0.0652641536,0.0285233326,0.0322275325,0.0370851694,0.0374060161,0.0391794053,0.0330259278,0.0757623067,0.0755769755,0.0333979388,0.0328231542,0.0250862917,0.0387848209,0.0795769650,0.0393430743,0.0433304393,0.0445236243,0.0888020738,0.0428604659,0.0303035334,0.0765786454,0.0487119908,0.0307737002,0.0252959635,0.0374850334,0.0505860453,0.0441153496,0.0505850667,0.0651841072,0.0310700147,0.0211691077,0.0285659076,0.0547367845,0.0399556611,0.0619714571,0.1366959037,0.0437749918,0.0402905400,0.0356256272,0.0541701431,0.0833725412,0.0603609396,0.0459442828,0.0594302688,0.0435251349,0.0290831724,0.0482890429,0.0411457780,0.0655513414,0.0336205281,0.0482083131,0.0494007823,0.0315699698,0.0283703749,0.0450170046,0.0532729489,0.0599789183,0.0336806951,0.0381210984,0.0614468950,0.0272384374,0.0704109928,0.0773143110,0.0395156538,0.0271687538,0.0609705096,0.0506281387,0.0466232035,0.0446891296,0.0218295396,0.0210947117,0.0320621475,0.0300276452,0.0701628278,0.0303188871,0.0516975876,0.0377887780,0.0424011418,0.0429721474,0.0623781296,0.0295376476,0.0466176799,0.0550674344,0.0304904521,0.0456489461,0.0273744815,0.0415588442,0.0413519988,0.0303541166,0.0708225403
ACAO_LUPA3,0.0352794662,0.0178293085,0.0153121282,0.0382598093,0.0537643797,0.0529048718,0.0468989759,0.0410564187,0.0445821801,0.0412480322,0.0364316194,0.0392129123,0.0279650228,0.0382726697,0.0341032174,0.0383942720,0.0115794330,0.0167570849,0.0305992440,0.0352684432,0.0134530573,0.0210450547,0.0259509873,0.0333972099,0.0305338097,0.0551946700,0.0337033145,0.0525716787,0.0479570355,0.0168838302,0.0269614816,0.0283576341,0.0241819371,0.0445102399,0.0416171047,0.0535546931,0.0473738757,0.0349588244,0.0395659830,0.0236087076,0.0230905875,0.0666004542,0.0413116154,0.0455285978,0.0479653027,0.0787847549,0.0307260366,0.0345233151,0.0575272105,0.0287966197,0.0460087598,0.0183489313,0.0245112609,0.0374825094,0.0321216871,0.0355629322,0.0556488772,0.0275553448,0.0212877601,0.0361618221,0.0419313522,0.0430353635,0.0422527002,0.0437749918,0.4208312983,0.0315799925,0.0206532713,0.0328875666,0.0539074202,0.0349638741,0.0355275386,0.0356147738,0.0546048519,0.0230802040,0.0486240792,0.0430852516,0.0587602931,0.0424274002,0.0461898978,0.0475424922,0.0308321260,0.0337076144,0.0497962044,0.0414311780,0.0635436183,0.0205605731,0.0169594896,0.0499924203,0.0221226953,0.0376992495,0.0525266987,0.0341633266,0.0352693033,0.0506882407,0.0320706362,0.0213744265,0.0290312487,0.0199681711,0.0261510197,0.0279649021,0.0332582003,0.0566638883,0.0379647781,0.0396145302,0.0238999675,0.0297314000,0.0402441453,0.0435898984,0.0326593401,0.0491268588,0.0616775058,0.0352370521,0.0616251506,0.0150347297,0.0342369334,0.0356515213,0.0190934681,0.0417079939
ACAO_MBRF3,0.0307482090,0.0211340932,0.0186001187,0.0294779091,0.0335997137,0.0465679008,0.0422474899,0.0366533324,0.0424468359,0.0387500098,0.0316424793,0.0330790142,0.0663559855,0.0362114119,0.0368573931,0.0343220461,0.0070101176,0.0132182905,0.0280741467,0.0325924541,0.0130980842,0.0233433570,0.0266169921,0.0399171270,0.0247718964,0.0520931756,0.0249406792,0.0419108653,0.0425815109,0.0180963295,0.0195626323,0.0263491879,0.0223476290,0.0243472468,0.0222638463,0.0455680475,0.0393182652,0.0259624690,0.0233426079,0.0187111339,0.0243421820,0.0538187917,0.0346294969,0.0381139158,0.0405785568,0.0524344736,0.0223166367,0.0126074786,0.0425214297,0.0316218390,0.0283794710,0.0192354738,0.0214984986,0.0316990512,0.0254132581,0.0299858870,0.0397638110,0.0245682780,0.0261809405,0.0287363243,0.0301521477,0.0276989585,0.0326775514,0.0402905400,0.0315799925,0.1888065597,0.0219138639,0.0336199574,0.0465460685,0.0307032088,0.0312014811,0.0391522691,0.0323902716,0.0168656195,0.0369632672,0.0307103242,0.0584809452,0.0309774685,0.0444079126,0.0445657167,0.0186242823,0.0212862844,0.0361491245,0.0311453623,0.0396880598,0.0168219498,0.0188417568,0.0356655560,0.0221423634,0.0359750748,0.0324674390,0.0211628156,0.0183215347,0.0520741469,0.0293789477,0.0265618958,0.0270327369,0.0154982046,0.0257826022,0.0344327670,0.0274103900,0.0413688143,0.0233783040,0.0268450015,0.0246691426,0.0243248463,0.0237668423,0.0320639380,0.0269924150,0.0373574617,0.0489850549,0.0318709103,0.0298080106,0.0181464853,0.0208033628,0.0242786445,0.0218089809,0.0318765019
ACAO_MDIA3,0.0233743892,0.0206660445,0.0092877470,0.0269496734,0.0309019945,0.0396406251,0.0318764957,0.0285135016,0.0343574279,0.0299173291,0.0275811140,0.0273508313,0.0199591659,0.0188579037,0.0206508589,0.0287341247,0.0083237729,0.0106098478,0.0245887849,0.0255305540,0.0105341030,0.0183675238,0.0235709301,0.0301579962,0.0224478517,0.0279641470,0.0199993886,0.0378432615,0.0330951552,0.0145683968,0.0162985945,0.0229772877,0.0185461006,0.0215273655,0.0163745530,0.0378283866,0.0375704781,0.0177191634,0.0202621040,0.0085125097,0.0217074042,0.0350431292,0.0206015294,0.0228129485,0.0240049006,0.0451198753,0.0256813025,0.0154472992,0.0400219617,0.0257565868,0.0166870474,0.0139444812,0.0209011394,0.0259600776,0.0236409933,0.0258328659,0.0347352074,0.0173832102,0.0106839333,0.0181737557,0.0279413334,0.0262665355,0.0330395415,0.0356256272,0.0206532713,0.0219138639,0.0877826689,0.0271827575,0.0361700216,0.0270354835,0.0263322219,0.0297125801,0.0205577305,0.0169063018,0.0260126965,0.0219457353,0.0344651948,0.0133388209,0.0257167066,0.0261966087,0.0175957432,0.0153851075,0.0220392773,0.0295101055,0.0290487158,0.0181965457,0.0208322617,0.0311339178,0.0114379018,0.0331943451,0.0342813107,0.0238124102,0.0180514527,0.0284777642,0.0245268361,0.0221067572,0.0260173682,0.0124127453,0.0124944208,0.0207687260,0.0190485411,0.0313541398,0.0145339800,0.0279141082,0.0225907463,0.0256775360,0.0221914183,0.0286151404,0.0191786677,0.0219741455,0.0287534441,0.0149112234,0.0217084775,0.0140282780,0.0223535628,0.0193209342,0.0204662773,0.0348594372
ACAO_MOTV3,0.0344456372,0.0259419761,0.0140223561,0.0359166305,0.0463925864,0.0489721591,0.0509480326,0.0445718276,0.0539030581,0.0508865483,0.0453804162,0.0453552355,0.0246662340,0.0304143581,0.0324071147,0.0432880665,0.0133552746,0.0167510866,0.0402369835,0.0454681901,0.0161071815,0.0311846240,0.0374248955,0.0469509552,0.0334907084,0.0477781453,0.0306607008,0.0599962415,0.0480516736,0.0291422133,0.0253774960,0.0262399895,0.0313931704,0.0312458192,0.0264764920,0.0551563973,0.0550151727,0.0257362079,0.0279622851,0.0213244767,0.0298419652,0.0529568638,0.0329553265,0.0364211116,0.0393258242,0.0698391071,0.0285825431,0.0175493672,0.0574989506,0.0346363282,0.0282440372,0.0234351576,0.0335761001,0.0424318142,0.0368065033,0.0416388470,0.0510602623,0.0275619256,0.0154110923,0.0237393087,0.0471526989,0.0402377702,0.0446412680,0.0541701431,0.0328875666,0.0336199574,0.0271827575,0.1026957875,0.0569986546,0.0482623858,0.0401020047,0.0451203119,0.0372495837,0.0250628996,0.0342364291,0.0301952981,0.0492309783,0.0273614379,0.0452250210,0.0471972458,0.0236754736,0.0218271438,0.0346175720,0.0415678473,0.0425416645,0.0264132824,0.0278287927,0.0494564199,0.0222138834,0.0541739959,0.0481022420,0.0317749311,0.0249642886,0.0469544753,0.0415007299,0.0343663787,0.0407865127,0.0180794374,0.0180761967,0.0271580205,0.0247968584,0.0506293485,0.0240999199,0.0413462226,0.0308442439,0.0336176640,0.0366146776,0.0433485521,0.0242728199,0.0345085155,0.0461029045,0.0254898754,0.0338663936,0.0243608342,0.0356408530,0.0313905405,0.0276775940,0.0546112373
ACAO_MRVE3,0.0468695058,0.0315958192,0.0186798688,0.0583407314,0.0782808071,0.0865959255,0.0655127418,0.0569042415,0.0753051671,0.0609850515,0.0558179390,0.0576432609,0.0332601052,0.0397927712,0.0503735063,0.0567507257,0.0132024735,0.0191998199,0.0437220186,0.0491213534,0.0206576235,0.0365146517,0.0436540186,0.0617118586,0.0421059884,0.0646656051,0.0419343325,0.1123607765,0.0736071483,0.0290308186,0.0358912362,0.0446883600,0.0393200827,0.0463769950,0.0403016873,0.1020640731,0.1001410932,0.0372082893,0.0381948035,0.0252706617,0.0405605346,0.1147910537,0.0449297936,0.0486498871,0.0533595318,0.1041133514,0.0467704992,0.0320092717,0.0979454091,0.0522063207,0.0384174052,0.0296715057,0.0389321033,0.0549124046,0.0465490260,0.0532044939,0.0778733265,0.0371343733,0.0237913762,0.0358018118,0.0585452357,0.0451076721,0.0685176329,0.0833725412,0.0539074202,0.0465460685,0.0361700216,0.0569986546,0.1957888738,0.0595939791,0.0535941317,0.0607926404,0.0547174318,0.0323149240,0.0590660596,0.0512098089,0.0971643409,0.0364711436,0.0533328275,0.0560338230,0.0383383504,0.0344271752,0.0463334745,0.0608613154,0.0702034381,0.0371403101,0.0352509813,0.0667091473,0.0315579619,0.0756468505,0.0756693472,0.0449294638,0.0374925903,0.0943688452,0.0542922638,0.0438076389,0.0485208779,0.0255675145,0.0231636453,0.0333771544,0.0352835322,0.0901328077,0.0378476353,0.0555350897,0.0418106735,0.0441620079,0.0485400751,0.0734488933,0.0369538565,0.0582438253,0.0656460226,0.0352884596,0.0554181879,0.0270873751,0.0443260685,0.0442752349,0.0309349293,0.0788575987
ACAO_MULT3,0.0345083595,0.0252868629,0.0146816779,0.0391027176,0.0519486815,0.0520348974,0.0469008498,0.0407859522,0.0534249879,0.0470590286,0.0449651440,0.0450420048,0.0200359217,0.0273942446,0.0305989693,0.0423152714,0.0126769951,0.0148347768,0.0360198958,0.0411935575,0.0134486845,0.0308867082,0.0352160748,0.0441184854,0.0318595677,0.0426060111,0.0295098436,0.0639603733,0.0480545192,0.0259970424,0.0240172788,0.0284266932,0.0315649988,0.0316054152,0.0260641128,0.0601803071,0.0603453639,0.0265017010,0.0284343744,0.0142832640,0.0317107204,0.0554863053,0.0308344969,0.0325769249,0.0351142955,0.0680741239,0.0324371105,0.0218435913,0.0634492237,0.0363880865,0.0220540592,0.0215084107,0.0335109691,0.0427185870,0.0369333921,0.0421866564,0.0564378551,0.0241744821,0.0137245674,0.0187720910,0.0434113557,0.0361704891,0.0502054760,0.0603609396,0.0349638741,0.0307032088,0.0270354835,0.0482623858,0.0595939791,0.0905856764,0.0375869085,0.0434852205,0.0404182364,0.0235174441,0.0357650701,0.0309312389,0.0512653122,0.0267165890,0.0413274878,0.0427270837,0.0256056981,0.0211507650,0.0381614306,0.0425593430,0.0454536045,0.0274969078,0.0293680077,0.0487754662,0.0190625243,0.0540654670,0.0510787900,0.0315261512,0.0200995339,0.0479460077,0.0396314957,0.0339829039,0.0375122003,0.0179515355,0.0180248267,0.0266107398,0.0237948406,0.0550143731,0.0222484266,0.0431145768,0.0300238638,0.0347513324,0.0329435441,0.0459078161,0.0231155533,0.0340792736,0.0411421858,0.0228114732,0.0403468686,0.0223657204,0.0342907824,0.0322347359,0.0232733856,0.0522905937
ACAO_MYPK3,0.0397919542,0.0237233062,0.0149569840,0.0343951278,0.0487791425,0.0502565924,0.0443854515,0.0397129561,0.0463990523,0.0467800697,0.0401316320,0.0417567306,0.0251470437,0.0319401278,0.0394106356,0.0451282171,0.0131371324,0.0155022010,0.0337596476,0.0364437882,0.0148901173,0.0239220043,0.0311165113,0.0416099939,0.0299317542,0.0530952180,0.0334400463,0.0543686251,0.0493314862,0.0203925723,0.0296026108,0.0270258577,0.0239866973,0.0333544763,0.0308638125,0.0546896738,0.0486121484,0.0318200784,0.0365120114,0.0176087393,0.0269675143,0.0586424282,0.0408458461,0.0451403906,0.0445607456,0.0725951181,0.0318012901,0.0243293734,0.0550790887,0.0310287764,0.0303425646,0.0180270929,0.0306848603,0.0387264017,0.0349053447,0.0391493811,0.0514082182,0.0285743223,0.0171706836,0.0268460075,0.0370727699,0.0357339544,0.0423271724,0.0459442828,0.0355275386,0.0312014811,0.0263322219,0.0401020047,0.0535941317,0.0375869085,0.1393413876,0.0375465291,0.0382462343,0.0242580360,0.0416790182,0.0341854829,0.0531630676,0.0286945714,0.0428228722,0.0433870639,0.0265149137,0.0244821685,0.0376657674,0.0537342626,0.0435494667,0.0254304204,0.0240036444,0.0662496148,0.0255532581,0.0457719032,0.0470060838,0.0366303727,0.0242238968,0.0550474935,0.0396152436,0.0338264412,0.0309999696,0.0197754784,0.0224828223,0.0270194787,0.0321063889,0.0528301060,0.0215220867,0.0432156742,0.0274111639,0.0279720963,0.0309383075,0.0423224981,0.0269655976,0.0450349185,0.0520551681,0.0276017285,0.0342749549,0.0194157251,0.0368939833,0.0304550216,0.0284811486,0.0475737106
ACAO_NATU3,0.0333411151,0.0267323076,0.0130334978,0.0463989523,0.0555305066,0.0695359012,0.0500435703,0.0446325926,0.0508580671,0.0438787549,0.0392543664,0.0392703313,0.0264384912,0.0341863251,0.0306884696,0.0415684162,0.0139031962,0.0136946834,0.0370629196,0.0405334738,0.0159971881,0.0265752328,0.0339470661,0.0444724840,0.0297406699,0.0539663221,0.0326572222,0.0603840501,0.0518103100,0.0233127201,0.0281727591,0.0312623650,0.0276509816,0.0317579796,0.0275184398,0.0577911828,0.0543131235,0.0269960642,0.0313983975,0.0179749250,0.0289283813,0.0641160389,0.0353206348,0.0390653960,0.0412433797,0.0731053182,0.0336434385,0.0222079347,0.0609534454,0.0416538804,0.0271291584,0.0193466466,0.0299171404,0.0376652429,0.0321368205,0.0368187645,0.0516513398,0.0233400475,0.0185232255,0.0197521938,0.0424390792,0.0377618296,0.0448074488,0.0594302688,0.0356147738,0.0391522691,0.0297125801,0.0451203119,0.0607926404,0.0434852205,0.0375465291,0.1477452922,0.0372853183,0.0234949707,0.0400096334,0.0354627687,0.0561333359,0.0282018977,0.0392799923,0.0411629218,0.0255544465,0.0244199333,0.0336476200,0.0397882274,0.0423560680,0.0244181824,0.0323198472,0.0483740368,0.0209092508,0.0543051328,0.0561564570,0.0380861720,0.0213773264,0.0509104404,0.0369920941,0.0338036134,0.0379302444,0.0200493421,0.0166311790,0.0249014142,0.0254839781,0.0587511448,0.0272223210,0.0441585130,0.0271364218,0.0398646444,0.0319928912,0.0452923050,0.0243654400,0.0359059754,0.0484551691,0.0301463858,0.0394077911,0.0212832366,0.0311812738,0.0336823869,0.0291760414,0.0574498631
ACAO_NEXP3,0.0328580434,0.0191450350,0.0157367122,0.0350505652,0.0608875970,0.0580591849,0.0425523405,0.0360639651,0.0442700559,0.0418536821,0.0346389055,0.0357851197,0.0238129140,0.0318268133,0.0348489858,0.0401940206,0.0140796002,0.0161737466,0.0307343982,0.0338900132,0.0151869147,0.0205905578,0.0235636497,0.0352331576,0.0273431393,0.0460432154,0.0339882073,0.0584757652,0.0420860940,0.0152694009,0.0275911998,0.0235458064,0.0216675690,0.0417090619,0.0305684418,0.0582425419,0.0509210204,0.0317805552,0.0318819480,0.0301219391,0.0273817122,0.0658509902,0.0367975282,0.0405360853,0.0442931357,0.0603370768,0.0284474765,0.0297043474,0.0639644052,0.0292985786,0.0410117974,0.0150641790,0.0233351615,0.0341898144,0.0304766290,0.0333585211,0.0559293292,0.0258154854,0.0181162358,0.0284985620,0.0439739785,0.0357574538,0.0687447426,0.0435251349,0.0546048519,0.0323902716,0.0205577305,0.0372495837,0.0547174318,0.0404182364,0.0382462343,0.0372853183,0.2528940704,0.0220658380,0.0475019038,0.0420538371,0.0788258150,0.0385666428,0.0371475596,0.0372389558,0.0261994205,0.0286960258,0.0449723202,0.0413763381,0.0542950581,0.0179332140,0.0191684948,0.0466245166,0.0262669820,0.0449534445,0.0441415490,0.0372609339,0.0291540736,0.0666827357,0.0318402552,0.0322056372,0.0297600346,0.0179445911,0.0215744957,0.0278796923,0.0349563491,0.0656069787,0.0273740330,0.0429490793,0.0261851384,0.0284595857,0.0441441649,0.0489032572,0.0299590703,0.0381401829,0.0452838412,0.0289087960,0.0605066438,0.0187799049,0.0361428519,0.0392513056,0.0214357218,0.0435927018
ACAO_ODPV3,0.0193444125,0.0132492036,0.0089120277,0.0233756297,0.0267071600,0.0302770710,0.0265411450,0.0222339215,0.0275705607,0.0230592144,0.0214205170,0.0216001208,0.0161147721,0.0164943203,0.0202753385,0.0240123441,0.0077984450,0.0089348910,0.0211821071,0.0232825920,0.0090225766,0.0158662116,0.0176553731,0.0233985415,0.0172015221,0.0250967867,0.0168864332,0.0324637792,0.0297398232,0.0164121899,0.0136266398,0.0177790717,0.0172680333,0.0189073209,0.0153390992,0.0326044408,0.0316107663,0.0181963260,0.0180902699,0.0089607416,0.0221958994,0.0299875312,0.0185647675,0.0204714068,0.0224003648,0.0298303470,0.0192342984,0.0077725328,0.0325141618,0.0220019692,0.0139187286,0.0129853171,0.0165330767,0.0207716740,0.0186673637,0.0197030528,0.0280082475,0.0132143037,0.0117334148,0.0138992765,0.0240904190,0.0213287274,0.0282332849,0.0290831724,0.0230802040,0.0168656195,0.0169063018,0.0250628996,0.0323149240,0.0235174441,0.0242580360,0.0234949707,0.0220658380,0.0937957499,0.0196361960,0.0189370067,0.0301628741,0.0153705447,0.0194643633,0.0212255398,0.0177014802,0.0112273837,0.0185133385,0.0258037220,0.0217355352,0.0168082057,0.0193425165,0.0271788106,0.0102578584,0.0299060774,0.0282195597,0.0182147666,0.0127998842,0.0267480454,0.0183901492,0.0159222811,0.0212418407,0.0100679076,0.0125364866,0.0142327534,0.0154429918,0.0291212994,0.0145695381,0.0212845655,0.0164633741,0.0248834810,0.0149166267,0.0267810911,0.0139762736,0.0209526961,0.0241830929,0.0127019210,0.0198859956,0.0120333687,0.0199247430,0.0183567281,0.0171535947,0.0336609391
