,ACAO_ABCB4,ACAO_ABEV3,ACAO_AGRO3,ACAO_ALPA4,ACAO_AMAR3,ACAO_AXIA3,ACAO_AXIA6,ACAO_B3SA3,ACAO_BBAS3,ACAO_BBDC3,ACAO_BBDC4,ACAO_BEEF3,ACAO_BRAP4,ACAO_BRKM5,ACAO_BRSR6,ACAO_CGAS5,ACAO_CLSC4,ACAO_CMIG3,ACAO_CMIG4,ACAO_COCE5,ACAO_CPFE3,ACAO_CPLE3,ACAO_CSAN3,ACAO_CSMG3,ACAO_CSNA3,ACAO_CSUD3,ACAO_CYRE3,ACAO_DXCO3,ACAO_EGIE3,ACAO_EMBJ3,ACAO_ENEV3,ACAO_EQTL3,ACAO_EUCA4,ACAO_EVEN3,ACAO_EZTC3,ACAO_FESA4,ACAO_FHER3,ACAO_FLRY3,ACAO_GFSA3,ACAO_GGBR3,ACAO_GGBR4,ACAO_GOAU4,ACAO_GRND3,ACAO_HAGA4,ACAO_HBOR3,ACAO_HYPE3,ACAO_INEP4,ACAO_ISAE4,ACAO_ITSA3,ACAO_ITSA4,ACAO_ITUB3,ACAO_ITUB4,ACAO_JHSF3,ACAO_KEPL3,ACAO_KLBN4,ACAO_LAND3,ACAO_LOGN3,ACAO_LPSB3,ACAO_LREN3,ACAO_MBRF3,ACAO_MDIA3,ACAO_MOTV3,ACAO_MRVE3,ACAO_MULT3,ACAO_MYPK3,ACAO_NATU3,ACAO_ODPV3,ACAO_PETR3,ACAO_PETR4,ACAO_PFRM3,ACAO_PINE4,ACAO_POMO4,ACAO_POSI3,ACAO_PSSA3,ACAO_RADL3,ACAO_RAPT4,ACAO_RDNI3,ACAO_RENT3,ACAO_RIAA3,ACAO_ROMI3,ACAO_SANB11,ACAO_SANB4,ACAO_SBSP3,ACAO_SCAR3,ACAO_SLCE3,ACAO_SMTO3,ACAO_TASA4,ACAO_TCSA3,ACAO_TELB4,ACAO_TGMA3,ACAO_TIMS3,ACAO_TOTS3,ACAO_TPIS3,ACAO_TRIS3,ACAO_UNIP6,ACAO_USIM3,ACAO_USIM5,ACAO_VALE3,ACAO_VIVT3,ACAO_VLID3,ACAO_WEGE3,ACAO_YDUQ3
ACAO_EZTC3,0.0479838969,0.0299083918,0.0202336131,0.0577967789,0.0764381914,0.0617958181,0.0544638661,0.0687388279,0.0571502893,0.0508762295,0.0525951014,0.0297893146,0.0324212857,0.0398536377,0.0548872869,0.0147610933,0.0215732667,0.0478853040,0.0508269488,0.0196557114,0.0360453939,0.0423644328,0.0549890905,0.0420228807,0.0525134879,0.0409976845,0.1040457064,0.0691952054,0.0288368406,0.0285977127,0.0413936108,0.0392153146,0.0406351997,0.0962549945,0.1454342587,0.0324040835,0.0372311223,0.0390417267,0.0924715603,0.0402960432,0.0430858567,0.0472759768,0.0457012891,0.0280379632,0.0991392353,0.0443985029,0.0328612735,0.0278563402,0.0400630914,0.0507140393,0.0439587273,0.0499562641,0.0782167590,0.0342444881,0.0195644341,0.0315273590,0.0495996849,0.0694867344,0.0760884774,0.0395843696,0.0378247536,0.0553875132,0.1008188440,0.0607537788,0.0489411534,0.0546807125,0.0318247067,0.0482049683,0.0495137106,0.0361101331,0.0310146941,0.0550790317,0.0671874023,0.0343287509,0.0363305824,0.0657997036,0.0320861695,0.0690204512,0.0757567483,0.0489422146,0.0475969163,0.0414710294,0.0477863751,0.0234409595,0.0233176728,0.0340742279,0.0335509588,0.0838294199,0.0331651996,0.0564412343,0.0370488163,0.0443285688,0.0454472887,0.0746920754,0.0331421778,0.0451061642,0.0567002229,0.0261945661,0.0275452688,0.0458694355,0.0305605477,0.0726927306
ACAO_FESA4,0.0271822590,0.0142465326,0.0178487508,0.0242170302,0.0338825109,0.0330217369,0.0293677493,0.0336919093,0.0331701140,0.0287624362,0.0294489418,0.0226880605,0.0469031865,0.0363842553,0.0303146954,0.0111299445,0.0136650355,0.0253924749,0.0266088598,0.0130988939,0.0162600770,0.0233881661,0.0345200388,0.0194931975,0.0619162083,0.0246681882,0.0366653745,0.0410385779,0.0126764203,0.0198561950,0.0226858987,0.0157900506,0.0298254723,0.0350955107,0.0324040835,0.1311911917,0.0344126676,0.0188590681,0.0423341645,0.0456681588,0.0500440584,0.0512663289,0.0227223719,0.0209646644,0.0371475808,0.0236197529,0.0237405127,0.0144313832,0.0206413933,0.0285019286,0.0250404460,0.0282627205,0.0414251234,0.0274235284,0.0217976375,0.0232334534,0.0299593710,0.0320425616,0.0336239747,0.0261381819,0.0178390860,0.0259103895,0.0374601135,0.0266810634,0.0320354354,0.0271787725,0.0183194780,0.0374684773,0.0372316564,0.0241437533,0.0195095915,0.0310847605,0.0394809765,0.0166100100,0.0186435765,0.0370996860,0.0182619881,0.0326445076,0.0302346898,0.0323798828,0.0276177063,0.0224846916,0.0231168134,0.0145101238,0.0258361587,0.0256456528,0.0300468159,0.0362188423,0.0222469266,0.0307502678,0.0187000075,0.0250728858,0.0288179929,0.0289953749,0.0325046575,0.0502695356,0.0611286211,0.0439766340,0.0127862037,0.0264717051,0.0206355893,0.0334190914
ACAO_FHER3,0.0312646946,0.0145453756,0.0183908482,0.0269570780,0.0373787034,0.0366193914,0.0339374463,0.0339487042,0.0332834490,0.0275217726,0.0302036677,0.0201171214,0.0294625420,0.0261446468,0.0339439626,0.0089304769,0.0171842821,0.0321320061,0.0319710890,0.0137015460,0.0162824693,0.0226391477,0.0328293177,0.0234914448,0.0470767370,0.0293034606,0.0399551795,0.0369851699,0.0125676176,0.0196251396,0.0230271946,0.0201687679,0.0245078216,0.0444416464,0.0372311223,0.0344126676,0.2659231958,0.0230523260,0.0452640891,0.0351594643,0.0360097850,0.0385045741,0.0227236598,0.0251840574,0.0499218888,0.0226816613,0.0360424591,0.0135403609,0.0226317440,0.0280415203,0.0251895207,0.0285141827,0.0378207202,0.0266392021,0.0154172491,0.0268211478,0.0388908617,0.0357440582,0.0330452999,0.0235005897,0.0203992370,0.0281515327,0.0384533044,0.0286268171,0.0367591232,0.0316109005,0.0182127041,0.0337185254,0.0342822063,0.0274626376,0.0211618137,0.0353147989,0.0377552518,0.0207531796,0.0168056175,0.0396580565,0.0222346577,0.0349301875,0.0318506137,0.0370349595,0.0245831833,0.0231857807,0.0275511169,0.0162268295,0.0256701286,0.0252183828,0.0237770586,0.0477341528,0.0227012545,0.0363374065,0.0197715394,0.0251421442,0.0356073393,0.0325588544,0.0253297545,0.0374688826,0.0483182180,0.0261095481,0.0112655248,0.0245049746,0.0188342184,0.0412206001
ACAO_FLRY3,0.0236165064,0.0175414893,0.0128368119,0.0325094215,0.0332206138,0.0326814373,0.0283434718,0.0364441767,0.0305451856,0.0278766495,0.0279680598,0.0184001196,0.0183328444,0.0234501232,0.0284547679,0.0095406312,0.0119995149,0.0252814811,0.0295696561,0.0118335932,0.0186837334,0.0231287762,0.0312109064,0.0245022722,0.0285923467,0.0244694163,0.0411520661,0.0329192486,0.0162766258,0.0177751151,0.0259438606,0.0239045018,0.0213520568,0.0395205836,0.0390417267,0.0188590681,0.0230523260,0.0863566079,0.0339703156,0.0201944807,0.0233236381,0.0266519291,0.0239946211,0.0173543773,0.0442934613,0.0251070817,0.0182650393,0.0154810514,0.0183177078,0.0253851607,0.0234984304,0.0253503674,0.0374947013,0.0180935366,0.0108732156,0.0162137187,0.0262742772,0.0358596260,0.0390473150,0.0245069289,0.0218543190,0.0300439344,0.0408350467,0.0319253372,0.0271500293,0.0291241674,0.0223461203,0.0247072351,0.0264476474,0.0227899603,0.0161691041,0.0297434118,0.0334259518,0.0173650203,0.0227673648,0.0344178373,0.0159573746,0.0373881973,0.0367558314,0.0250883316,0.0254558508,0.0234932152,0.0271292932,0.0119953921,0.0174216016,0.0188507139,0.0204475755,0.0359177004,0.0206030617,0.0324192227,0.0229994001,0.0269775919,0.0252265111,0.0312040189,0.0184072229,0.0232565660,0.0289293127,0.0150351312,0.0152457365,0.0244174242,0.0198638603,0.0423122871
ACAO_GFSA3,0.0494525469,0.0291752646,0.0233153851,0.0539531071,0.0894513007,0.0644519967,0.0559844674,0.0702083897,0.0621721716,0.0538363702,0.0564770943,0.0315280153,0.0498890194,0.0571265150,0.0590344439,0.0166684387,0.0188602935,0.0463672956,0.0500118734,0.0221602483,0.0346020507,0.0426798985,0.0596746766,0.0402918622,0.0785997259,0.0488373914,0.1054917890,0.0742437055,0.0270468665,0.0379932752,0.0404072824,0.0370844297,0.0420195445,0.1034435922,0.0924715603,0.0423341645,0.0452640891,0.0339703156,0.3473194971,0.0522136033,0.0559757773,0.0604775846,0.0483898314,0.0385701935,0.1063508230,0.0538217481,0.0535824303,0.0258870988,0.0371458056,0.0542087147,0.0468519094,0.0528961982,0.0897637477,0.0375316634,0.0301621711,0.0505710775,0.0501574179,0.0735074729,0.0801155386,0.0541830350,0.0352802997,0.0533152736,0.1155679548,0.0558618344,0.0590393177,0.0645499736,0.0301904856,0.0617359184,0.0626654351,0.0449664895,0.0357668637,0.0595140184,0.0758952742,0.0322495382,0.0346864657,0.0694460891,0.0385648977,0.0679082031,0.0797697599,0.0548516500,0.0510953605,0.0412468818,0.0501322302,0.0303435681,0.0278448191,0.0362695529,0.0440118378,0.1052382649,0.0356457997,0.0584851204,0.0395223985,0.0440709115,0.0587786897,0.0760475633,0.0384422424,0.0672952701,0.0782749860,0.0448436885,0.0285364850,0.0482723081,0.0289829903,0.0744700157
ACAO_GGBR3,0.0323342757,0.0214487798,0.0147939617,0.0257243443,0.0366306896,0.0444956526,0.0370771091,0.0436147782,0.0469308818,0.0421815988,0.0441186457,0.0272645266,0.0775626200,0.0506357187,0.0414715491,0.0112501638,0.0183007262,0.0354548209,0.0384860575,0.0110108586,0.0215117910,0.0318303579,0.0426178881,0.0255143113,0.1119096809,0.0287579356,0.0469616734,0.0462418221,0.0174166668,0.0335792094,0.0227130115,0.0205991496,0.0293760695,0.0439054538,0.0402960432,0.0456681588,0.0351594643,0.0201944807,0.0522136033,0.1378038919,0.1275032303,0.1246262798,0.0271686244,0.0238367907,0.0469886984,0.0302360731,0.0313883508,0.0175504716,0.0312656508,0.0407706033,0.0363207085,0.0420770186,0.0455536239,0.0247045349,0.0319557983,0.0259245665,0.0344288368,0.0351295956,0.0396093466,0.0348638679,0.0207409597,0.0331783668,0.0452338766,0.0310431835,0.0411222891,0.0355596834,0.0186904130,0.0590896285,0.0587424686,0.0253834928,0.0243175942,0.0342938686,0.0418573656,0.0223663516,0.0204956258,0.0444472184,0.0217390030,0.0405426701,0.0382173306,0.0342103811,0.0441506407,0.0385909768,0.0336351930,0.0209765446,0.0232173830,0.0247697760,0.0304142287,0.0420664585,0.0259711783,0.0319864985,0.0277946900,0.0234128198,0.0273234173,0.0311100035,0.0307151474,0.0804345430,0.1093339734,0.0735874276,0.0184160536,0.0264165743,0.0275580285,0.0398698186
ACAO_GGBR4,0.0359425387,0.0247347152,0.0160456564,0.0292883030,0.0378586616,0.0487466777,0.0408133503,0.0489405462,0.0516413723,0.0472356382,0.0492646860,0.0305585743,0.0883410032,0.0561848173,0.0444437697,0.0123364566,0.0196098111,0.0405996505,0.0435120654,0.0124885653,0.0238751707,0.0341831515,0.0476652369,0.0273694935,0.1287315225,0.0328028322,0.0521574335,0.0535044462,0.0199197844,0.0382262139,0.0269032014,0.0224528553,0.0341390055,0.0483195846,0.0430858567,0.0500440584,0.0360097850,0.0233236381,0.0559757773,0.1275032303,0.1515636433,0.1438760420,0.0287027279,0.0247936441,0.0512201333,0.0327037785,0.0337766019,0.0191007051,0.0331345065,0.0453731972,0.0395584759,0.0468576791,0.0497974978,0.0259868642,0.0346101356,0.0284385969,0.0398488260,0.0377589369,0.0436236979,0.0383718692,0.0229673455,0.0366676082,0.0489791475,0.0327974042,0.0454458989,0.0393297889,0.0206099564,0.0678347998,0.0665765123,0.0266953231,0.0256768094,0.0390217927,0.0421224794,0.0242358975,0.0210654994,0.0503990908,0.0221940291,0.0446983626,0.0400622674,0.0356851184,0.0503717317,0.0421968976,0.0352231360,0.0216235238,0.0273848174,0.0273972528,0.0353942799,0.0453638522,0.0310769383,0.0345362602,0.0324980544,0.0253524284,0.0304360370,0.0318844794,0.0341094940,0.0878199932,0.1231272437,0.0849781479,0.0186921264,0.0284045886,0.0306837029,0.0417356139
ACAO_GOAU4,0.0399804282,0.0255617194,0.0172297599,0.0315664812,0.0396291507,0.0544546767,0.0453007755,0.0538978023,0.0559947816,0.0495872587,0.0518478908,0.0322023315,0.0919062522,0.0559110846,0.0484987651,0.0133981324,0.0235404335,0.0446871390,0.0492356288,0.0152901857,0.0267101695,0.0383545157,0.0503796437,0.0313020013,0.1311469684,0.0342844254,0.0580366295,0.0574259299,0.0225494546,0.0376746114,0.0297749692,0.0244330904,0.0354386521,0.0524492989,0.0472759768,0.0512663289,0.0385045741,0.0266519291,0.0604775846,0.1246262798,0.1438760420,0.1643155320,0.0310002766,0.0234089463,0.0547416395,0.0339528447,0.0365575400,0.0213662025,0.0359575519,0.0484084769,0.0420309350,0.0495640156,0.0540540584,0.0275231376,0.0357657635,0.0320918955,0.0449083699,0.0401994535,0.0448249583,0.0408531908,0.0241673648,0.0395919797,0.0537206669,0.0353519476,0.0448623309,0.0415225132,0.0225519696,0.0712272269,0.0708864659,0.0290036427,0.0271700310,0.0406198665,0.0472220319,0.0247789038,0.0219545104,0.0544213481,0.0253468101,0.0465729157,0.0428298184,0.0378121807,0.0528651430,0.0436054954,0.0395910018,0.0223332799,0.0294746710,0.0290349709,0.0393859927,0.0496518815,0.0301390123,0.0380716523,0.0342383153,0.0279156477,0.0326334236,0.0353863044,0.0367866034,0.0911380069,0.1310474803,0.0863166902,0.0206024113,0.0298985994,0.0312738727,0.0443718843
ACAO_GRND3,0.0287895929,0.0201610461,0.0129251904,0.0385225857,0.0452455315,0.0365898325,0.0321123320,0.0368535491,0.0330900040,0.0307281604,0.0309503566,0.0172628575,0.0200814250,0.0245403996,0.0344999491,0.0115357689,0.0123436197,0.0264580351,0.0299770634,0.0123487149,0.0208200345,0.0256708588,0.0332002862,0.0255207954,0.0335099931,0.0266524777,0.0458828278,0.0395938958,0.0188145272,0.0212599479,0.0242315627,0.0231215197,0.0222348710,0.0472887292,0.0457012891,0.0227223719,0.0227236598,0.0239946211,0.0483898314,0.0271686244,0.0287027279,0.0310002766,0.0899366735,0.0170445599,0.0488684218,0.0289561369,0.0148313242,0.0162705391,0.0208928149,0.0290336881,0.0258543127,0.0283404412,0.0425255885,0.0193929737,0.0133316005,0.0178034237,0.0324227683,0.0403287059,0.0431505438,0.0224676747,0.0258551125,0.0287759886,0.0470870400,0.0326566435,0.0320165199,0.0338711359,0.0193644753,0.0258654547,0.0273030758,0.0231865961,0.0211822834,0.0332071291,0.0374963694,0.0202701827,0.0219739195,0.0384778031,0.0181423862,0.0387009105,0.0448339194,0.0292376904,0.0272875130,0.0240556160,0.0278027481,0.0149581030,0.0160172700,0.0240533642,0.0226463975,0.0428072667,0.0139326757,0.0326343859,0.0245480094,0.0288014014,0.0265899099,0.0370644208,0.0214913889,0.0273991646,0.0351959273,0.0170286158,0.0174764899,0.0279409706,0.0203321342,0.0388522657
ACAO_HAGA4,0.0197655300,0.0140400383,0.0137443964,0.0228143268,0.0329246071,0.0243625440,0.0205932467,0.0254546575,0.0227986863,0.0198427612,0.0194285744,0.0140613978,0.0188193368,0.0224915925,0.0188270110,0.0084037038,0.0135212725,0.0166061574,0.0191813340,0.0087817084,0.0093195470,0.0140889802,0.0287553640,0.0129346833,0.0332823269,0.0161641150,0.0305638076,0.0246866458,0.0087577058,0.0193809210,0.0186462230,0.0154247792,0.0262707612,0.0269648349,0.0280379632,0.0209646644,0.0251840574,0.0173543773,0.0385701935,0.0238367907,0.0247936441,0.0234089463,0.0170445599,0.2347828845,0.0349819780,0.0168710608,0.0271184278,0.0118302124,0.0124327131,0.0195703255,0.0174586013,0.0189503902,0.0287852330,0.0182742596,0.0109565431,0.0175397224,0.0225859573,0.0358658789,0.0305086265,0.0126928055,0.0155518459,0.0176681405,0.0322259092,0.0219914278,0.0244940336,0.0223582371,0.0078251370,0.0256156596,0.0246817767,0.0205008001,0.0206166171,0.0242481688,0.0356927104,0.0091516020,0.0165325258,0.0273877101,0.0213722812,0.0226165550,0.0316757199,0.0252551549,0.0176598098,0.0174561908,0.0140792934,0.0149622456,0.0191562615,0.0183918986,0.0193936832,0.0362496289,0.0279275056,0.0282919103,0.0182175539,0.0135592452,0.0247832829,0.0310477480,0.0246562182,0.0262962640,0.0293683888,0.0181315029,0.0141917373,0.0171122604,0.0140173509,0.0312908495
ACAO_HBOR3,0.0508961528,0.0317094605,0.0224906661,0.0581208847,0.0850355736,0.0657827790,0.0570089502,0.0709519139,0.0593888172,0.0546687724,0.0556589883,0.0310338087,0.0375728135,0.0472361159,0.0591599679,0.0187675487,0.0248116318,0.0511502331,0.0561571289,0.0204112144,0.0340851957,0.0479587284,0.0617171638,0.0429942434,0.0655459187,0.0517397475,0.1006520070,0.0737261047,0.0303787082,0.0347674625,0.0422918138,0.0408720774,0.0458364338,0.1010613156,0.0991392353,0.0371475808,0.0499218888,0.0442934613,0.1063508230,0.0469886984,0.0512201333,0.0547416395,0.0488684218,0.0349819780,0.2405638666,0.0475710548,0.0460916869,0.0245240723,0.0400323496,0.0528285622,0.0467843816,0.0517812677,0.0988686281,0.0370940250,0.0222151239,0.0301776190,0.0629383937,0.0847213171,0.0770969265,0.0428092130,0.0402928287,0.0578881011,0.0986082996,0.0638786454,0.0554518617,0.0613659758,0.0327342163,0.0526426463,0.0550819246,0.0473267179,0.0422004845,0.0586436464,0.0772988905,0.0325149668,0.0350166972,0.0720660384,0.0375675411,0.0679970785,0.0831133559,0.0600514602,0.0524053714,0.0450426700,0.0483913339,0.0271831908,0.0243215945,0.0345077060,0.0433439323,0.1002052633,0.0378021985,0.0667138722,0.0392847467,0.0446518646,0.0601780055,0.0825594926,0.0372386021,0.0539967958,0.0663463003,0.0323239953,0.0266065870,0.0527752090,0.0325709427,0.0798331302
ACAO_HYPE3,0.0284632813,0.0223898404,0.0132158002,0.0329106173,0.0429430160,0.0385427200,0.0336007727,0.0451789460,0.0385707679,0.0361637209,0.0359236372,0.0243730569,0.0259677990,0.0329285118,0.0342783443,0.0104819997,0.0109634254,0.0299408453,0.0340893668,0.0122685247,0.0232440732,0.0290202991,0.0360611070,0.0245460775,0.0392733126,0.0257290675,0.0537038289,0.0430910937,0.0209012804,0.0214744889,0.0266430955,0.0254487956,0.0224341780,0.0478108701,0.0443985029,0.0236197529,0.0226816613,0.0251070817,0.0538217481,0.0302360731,0.0327037785,0.0339528447,0.0289561369,0.0168710608,0.0475710548,0.0980189114,0.0214091865,0.0180395706,0.0262747742,0.0355103269,0.0308725787,0.0350433033,0.0423431437,0.0241843339,0.0194881218,0.0250377909,0.0281762857,0.0368575491,0.0490416715,0.0318358543,0.0259309063,0.0348707455,0.0525596509,0.0366343596,0.0312387779,0.0419357922,0.0221508777,0.0336033368,0.0350009244,0.0204610056,0.0166964359,0.0318743420,0.0348478576,0.0247676443,0.0283537167,0.0386537890,0.0187397155,0.0451173793,0.0391575351,0.0251626843,0.0359418627,0.0323751307,0.0328626422,0.0135378787,0.0188272319,0.0235940972,0.0221940172,0.0448226136,0.0164714587,0.0315452271,0.0254573668,0.0295105903,0.0238740127,0.0334383713,0.0205104081,0.0323152523,0.0368038356,0.0217918245,0.0186737574,0.0279674065,0.0245206834,0.0427539712
ACAO_INEP4,0.0260435048,0.0138175939,0.0145874414,0.0290085947,0.0435112217,0.0302484366,0.0258175264,0.0328285428,0.0307459840,0.0257081176,0.0250115463,0.0218169345,0.0314409604,0.0317280700,0.0276502772,0.0107458979,0.0113558228,0.0184722060,0.0211762844,0.0148428180,0.0132586022,0.0222777386,0.0335159117,0.0239127460,0.0426507640,0.0346562615,0.0372953349,0.0340080014,0.0113062968,0.0175528681,0.0283958519,0.0154836480,0.0329816233,0.0345885583,0.0328612735,0.0237405127,0.0360424591,0.0182650393,0.0535824303,0.0313883508,0.0337766019,0.0365575400,0.0148313242,0.0271184278,0.0460916869,0.0214091865,0.4543879332,0.0126058185,0.0154858520,0.0244517395,0.0242260051,0.0227015245,0.0427719196,0.0213058246,0.0155415179,0.0217429984,0.0283959622,0.0342833461,0.0309819753,0.0285715421,0.0167999847,0.0284351916,0.0386774126,0.0222033201,0.0305479218,0.0273127674,0.0140129300,0.0279305898,0.0286995073,0.0230782893,0.0199855381,0.0253186818,0.0420510244,0.0149310695,0.0202999702,0.0340091141,0.0154374835,0.0312249455,0.0324296002,0.0269911754,0.0272340490,0.0219732770,0.0226922342,0.0166468302,0.0196620909,0.0178454680,0.0309872556,0.0413424701,0.0211764552,0.0263186977,0.0212276238,0.0261451305,0.0343190987,0.0256684540,0.0263429381,0.0320471023,0.0394356059,0.0310552221,0.0132806014,0.0239731820,0.0194491366,0.0350512851
ACAO_ISAE4,0.0188248019,0.0117765432,0.0071632034,0.0186906252,0.0217986638,0.0354418442,0.0310235082,0.0274252510,0.0257878964,0.0233590465,0.0232545088,0.0134752286,0.0175484536,0.0185392166,0.0241549810,0.0063777724,0.0092002507,0.0281121943,0.0305018321,0.0091320149,0.0210894493,0.0252792771,0.0230695579,0.0233310557,0.0235959583,0.0139708355,0.0286708012,0.0251549684,0.0198236570,0.0112586925,0.0171260485,0.0191728906,0.0123448724,0.0265433969,0.0278563402,0.0144313832,0.0135403609,0.0154810514,0.0258870988,0.0175504716,0.0191007051,0.0213662025,0.0162705391,0.0118302124,0.0245240723,0.0180395706,0.0126058185,0.0524342173,0.0191814489,0.0230496005,0.0196632011,0.0227584017,0.0224784386,0.0126623959,0.0113179196,0.0145767207,0.0182799156,0.0205701674,0.0254671656,0.0193656587,0.0140388569,0.0235937658,0.0298723212,0.0216539787,0.0181490995,0.0194775839,0.0130732012,0.0208171865,0.0217060003,0.0130662092,0.0104448742,0.0201749983,0.0218487499,0.0135896557,0.0156165772,0.0244803301,0.0090631087,0.0244922006,0.0234097903,0.0147584481,0.0214399541,0.0170764366,0.0263611505,0.0102459883,0.0112533323,0.0139428398,0.0121450235,0.0250129454,0.0121753113,0.0193236672,0.0178729197,0.0164681065,0.0168309338,0.0210341621,0.0149503722,0.0184476451,0.0239484771,0.0141780659,0.0126934355,0.0164545471,0.0123359270,0.0225069589
ACAO_ITSA3,0.0317343403,0.0201354421,0.0101247403,0.0273106701,0.0336648165,0.0398661446,0.0346279069,0.0440297712,0.0505804334,0.0471545390,0.0489724519,0.0157238058,0.0288703558,0.0265299278,0.0414953218,0.0081185485,0.0118786907,0.0290476071,0.0323511285,0.0108089546,0.0221746975,0.0291046615,0.0361198824,0.0233722549,0.0402184756,0.0248556908,0.0436692796,0.0373080546,0.0205274199,0.0186610492,0.0186505846,0.0226240147,0.0204481169,0.0397947286,0.0400630914,0.0206413933,0.0226317440,0.0183177078,0.0371458056,0.0312656508,0.0331345065,0.0359575519,0.0208928149,0.0124327131,0.0400323496,0.0262747742,0.0154858520,0.0191814489,0.0798480406,0.0513248612,0.0439794259,0.0505134750,0.0349771653,0.0182949014,0.0138832159,0.0171261918,0.0233904043,0.0312859236,0.0377387305,0.0216439995,0.0210425975,0.0338033417,0.0391955941,0.0337377700,0.0308925341,0.0301196184,0.0166449719,0.0416073421,0.0421463840,0.0195959385,0.0186405268,0.0314914795,0.0324051036,0.0217708220,0.0204704818,0.0376264836,0.0137273615,0.0364132329,0.0331383877,0.0241364078,0.0419456311,0.0360376494,0.0302991908,0.0126641209,0.0119418808,0.0175641674,0.0163155749,0.0386795506,0.0165767480,0.0306664525,0.0236081877,0.0241338068,0.0234738802,0.0247952902,0.0185215900,0.0322344166,0.0402832432,0.0257321552,0.0175414495,0.0229134009,0.0182748468,0.0367154526
ACAO_ITSA4,0.0432035074,0.0279615628,0.0126450930,0.0345042497,0.0417318787,0.0547379882,0.0478041244,0.0573148260,0.0678038461,0.0651613279,0.0679699825,0.0202841891,0.0381972734,0.0368442543,0.0536395939,0.0133628666,0.0167353680,0.0393615254,0.0449617651,0.0146405017,0.0291052916,0.0344297915,0.0462418744,0.0297925334,0.0563655802,0.0293759507,0.0585148083,0.0482516748,0.0263940884,0.0283612342,0.0282733020,0.0290142425,0.0275968693,0.0531580648,0.0507140393,0.0285019286,0.0280415203,0.0253851607,0.0542087147,0.0407706033,0.0453731972,0.0484084769,0.0290336881,0.0195703255,0.0528285622,0.0355103269,0.0244517395,0.0230496005,0.0513248612,0.0753157635,0.0611868659,0.0725564193,0.0474147982,0.0221611655,0.0197927562,0.0231626224,0.0335334487,0.0408989852,0.0509284096,0.0319135891,0.0261357744,0.0427189910,0.0552840494,0.0430077046,0.0389885003,0.0379201597,0.0209122558,0.0551230080,0.0556428817,0.0234402951,0.0212838289,0.0405635601,0.0413378482,0.0297886003,0.0268295238,0.0486752836,0.0194871457,0.0469550562,0.0429413457,0.0264801875,0.0596062371,0.0504358359,0.0397806694,0.0163586735,0.0156314950,0.0234336000,0.0228374064,0.0489771112,0.0226498995,0.0389080570,0.0321351871,0.0281878451,0.0285030596,0.0363768573,0.0241992101,0.0410871687,0.0530920068,0.0342041121,0.0220118085,0.0286278711,0.0266842873,0.0464506682
ACAO_ITUB3,0.0386911990,0.0253826861,0.0120227233,0.0292470819,0.0371008052,0.0456431884,0.0395688848,0.0486917147,0.0602069445,0.0587341663,0.0617854632,0.0177331798,0.0331267504,0.0322764323,0.0479754335,0.0109550312,0.0137128887,0.0342472273,0.0389867474,0.0130228489,0.0247517380,0.0298324279,0.0400711085,0.0260404849,0.0483345307,0.0263595515,0.0506878826,0.0412158679,0.0217865585,0.0258810350,0.0245627628,0.0244178974,0.0229632242,0.0460414602,0.0439587273,0.0250404460,0.0251895207,0.0234984304,0.0468519094,0.0363207085,0.0395584759,0.0420309350,0.0258543127,0.0174586013,0.0467843816,0.0308725787,0.0242260051,0.0196632011,0.0439794259,0.0611868659,0.0673797327,0.0662461435,0.0418056222,0.0187057769,0.0171445356,0.0187591558,0.0293961189,0.0394838461,0.0444139205,0.0255852540,0.0238009946,0.0370556082,0.0468640679,0.0371833558,0.0351415826,0.0323543212,0.0187937036,0.0488105675,0.0490755862,0.0216787681,0.0198316402,0.0362291595,0.0380960107,0.0269091371,0.0240321554,0.0431488208,0.0173816934,0.0416505052,0.0394484976,0.0237494314,0.0535188531,0.0458137381,0.0336091919,0.0153302665,0.0130792898,0.0213455833,0.0217337292,0.0431711317,0.0201632901,0.0354312914,0.0280719843,0.0236430498,0.0244904513,0.0315663119,0.0215131629,0.0349482125,0.0460000159,0.0294606071,0.0193098150,0.0265150687,0.0227715248,0.0422255820
