Estratégia,Sharpe (rf CTE),Sharpe (rf VAR),Δ Sharpe,Sortino (rf CTE),Sortino (rf VAR),Δ Sortino
Estratégia,0.10576431866589527,0.09406350437259747,-0.011700814293297793,0.10420046779556436,0.09274963193505614,-0.011450835860508213
IBOVESPA,-0.04149670889678362,-0.05067113601999411,-0.00917442712321049,-0.04044706677468432,-0.049392384721938465,-0.008945317947254144
