data,ibov_ret_simples,ibov_ret_log
2012-10-19,-0.01359128,-0.01368448
2012-10-22,-0.00376328,-0.00377038
2012-10-23,-0.01720707,-0.01735683
2012-10-24,-0.00917833,-0.00922071
2012-10-25,0.01182700,0.01175761
2012-10-26,-0.00968190,-0.00972908
2012-10-29,-0.00174992,-0.00175146
2012-10-30,0.00887042,0.00883130
2012-10-31,-0.01067163,-0.01072898
2012-11-01,0.02303385,0.02277258
2012-11-05,-0.00296184,-0.00296623
2012-11-06,0.02145396,0.02122707
2012-11-07,-0.01583018,-0.01595681
2012-11-08,-0.01696762,-0.01711322
2012-11-09,-0.00289859,-0.00290280
2012-11-12,-0.00511527,-0.00512839
2012-11-13,0.00739096,0.00736378
2012-11-14,-0.02099135,-0.02121480
2012-11-16,-0.01558351,-0.01570621
2012-11-19,0.01892574,0.01874887
2012-11-21,-0.00369773,-0.00370458
2012-11-22,0.00346449,0.00345850
2012-11-23,0.02014743,0.01994716
2012-11-26,-0.01453659,-0.01464328
2012-11-27,-0.00861888,-0.00865623
2012-11-28,0.00517902,0.00516566
2012-11-29,0.02322504,0.02295945
2012-11-30,-0.00653316,-0.00655460
2012-12-03,0.01266264,0.01258314
2012-12-04,-0.01098100,-0.01104174
2012-12-05,0.00200458,0.00200257
2012-12-06,-0.00038489,-0.00038497
2012-12-07,0.01441123,0.01430838
2012-12-10,0.01300983,0.01292593
2012-12-11,0.00633116,0.00631120
2012-12-12,-0.00250170,-0.00250484
2012-12-13,-0.00264703,-0.00265054
2012-12-14,0.00485816,0.00484639
2012-12-17,-0.00064424,-0.00064445
2012-12-18,0.01501196,0.01490039
2012-12-19,0.00889189,0.00885259
2012-12-20,0.00455389,0.00454356
2012-12-21,-0.00439143,-0.00440110
2012-12-26,-0.00077434,-0.00077464
2012-12-27,-0.00892129,-0.00896132
2012-12-28,0.00887398,0.00883484
2013-01-02,0.02621765,0.02587985
2013-01-03,0.01218799,0.01211431
2013-01-04,-0.01246832,-0.01254670
2013-01-07,-0.00944484,-0.00948972
2013-01-08,-0.01299317,-0.01307832
2013-01-09,0.00737373,0.00734667
2013-01-10,0.00161956,0.00161825
2013-01-11,-0.00293264,-0.00293694
2013-01-14,0.00948592,0.00944122
2013-01-15,-0.00568904,-0.00570528
2013-01-16,0.00096780,0.00096733
2013-01-17,0.00658242,0.00656085
2013-01-18,-0.00382545,-0.00383278
2013-01-21,-0.00091081,-0.00091122
2013-01-22,-0.00335090,-0.00335653
2013-01-23,0.00444091,0.00443108
2013-01-24,-0.01285264,-0.01293595
2013-01-28,-0.01868176,-0.01885847
2013-01-29,0.00631815,0.00629827
2013-01-30,-0.01770725,-0.01786590
2013-01-31,0.00715898,0.00713347
2013-02-01,0.00986706,0.00981869
2013-02-04,-0.01284979,-0.01293307
2013-02-05,-0.00219368,-0.00219609
2013-02-06,-0.00830852,-0.00834323
2013-02-07,-0.00981509,-0.00986357
2013-02-08,0.00214776,0.00214546
2013-02-13,-0.00157425,-0.00157549
2013-02-14,-0.00562325,-0.00563912
2013-02-15,-0.00299618,-0.00300068
2013-02-18,-0.00499799,-0.00501052
2013-02-19,-0.00519840,-0.00521196
2013-02-20,-0.01983446,-0.02003380
2013-02-21,-0.00040799,-0.00040808
2013-02-22,0.00965868,0.00961233
2013-02-25,-0.00140219,-0.00140317
2013-02-26,0.00585172,0.00583466
2013-02-27,0.00570705,0.00569083
2013-02-28,0.00262615,0.00262271
2013-03-01,-0.00940891,-0.00945345
2013-03-04,-0.00676500,-0.00678798
2013-03-05,-0.00970705,-0.00975447
2013-03-06,0.03555646,0.03493893
2013-03-07,0.01564839,0.01552722
2013-03-08,-0.00703624,-0.00706111
2013-03-11,0.00191742,0.00191558
2013-03-12,-0.00574227,-0.00575882
2013-03-13,-0.01413382,-0.01423465
2013-03-14,-0.00182763,-0.00182930
2013-03-15,-0.00718807,-0.00721403
2013-03-18,0.00182313,0.00182147
2013-03-19,-0.01073702,-0.01079508
2013-03-20,-0.00587656,-0.00589389
2013-03-21,-0.00809138,-0.00812429
2013-03-22,-0.00599658,-0.00601463
2013-03-25,-0.00670270,-0.00672527
2013-03-26,0.01454756,0.01444276
2013-03-27,0.00651861,0.00649745
2013-03-28,0.00567153,0.00565550
2013-04-01,-0.00798391,-0.00801595
2013-04-02,-0.01812237,-0.01828859
2013-04-03,0.01227275,0.01219805
2013-04-04,-0.01646049,-0.01659747
2013-04-05,0.00736438,0.00733740
2013-04-08,0.00075767,0.00075738
2013-04-09,0.01487921,0.01476960
2013-04-10,0.00490985,0.00489784
2013-04-11,-0.01398288,-0.01408156
2013-04-12,-0.00791070,-0.00794216
2013-04-15,-0.03661978,-0.03730711
2013-04-16,0.01965819,0.01946747
2013-04-17,-0.02053812,-0.02075196
2013-04-18,0.00536951,0.00535514
2013-04-19,0.01435149,0.01424948
2013-04-22,0.00683882,0.00681554
2013-04-23,0.01081113,0.01075311
2013-04-24,0.00181253,0.00181088
2013-04-25,-0.00038029,-0.00038036
2013-04-26,-0.01294099,-0.01302546
2013-04-29,0.01170850,0.01164049
2013-04-30,0.01864039,0.01846879
2013-05-02,-0.01052470,-0.01058048
2013-05-03,0.00300333,0.00299883
2013-05-06,-0.00104887,-0.00104942
2013-05-07,0.01524052,0.01512555
2013-05-08,-0.00834941,-0.00838446
2013-05-09,-0.00640160,-0.00642218
2013-05-10,-0.00612759,-0.00614644
2013-05-13,-0.01197707,-0.01204937
2013-05-14,0.00402312,0.00401505
2013-05-15,0.00493151,0.00491939
2013-05-16,-0.00298145,-0.00298590
2013-05-17,0.00715047,0.00712503
2013-05-20,0.00972550,0.00967851
2013-05-21,0.01013541,0.01008439
2013-05-22,0.00291387,0.00290964
2013-05-23,-0.00140636,-0.00140735
2013-05-24,0.00099911,0.00099862
2013-05-27,-0.00018207,-0.00018209
2013-05-28,-0.00637776,-0.00639819
2013-05-29,-0.02501184,-0.02532995
2013-05-31,-0.02065739,-0.02087374
2013-06-03,0.00819122,0.00815785
2013-06-04,0.00136326,0.00136233
2013-06-05,-0.02257159,-0.02283023
2013-06-06,0.00163262,0.00163129
2013-06-07,-0.02394259,-0.02423388
2013-06-10,-0.00585021,-0.00586739
2013-06-11,-0.03014070,-0.03060427
2013-06-12,-0.01184149,-0.01191216
2013-06-13,0.02509751,0.02478774
2013-06-14,-0.02147282,-0.02170672
2013-06-17,-0.00493976,-0.00495200
2013-06-18,0.00766552,0.00763629
2013-06-19,-0.03177766,-0.03229353
2013-06-20,0.00671016,0.00668775
2013-06-21,-0.02402579,-0.02431912
2013-06-24,-0.02318491,-0.02345791
2013-06-25,0.02018903,0.01998794
2013-06-26,0.00594843,0.00593081
2013-06-27,0.00927415,0.00923141
2013-06-28,-0.00319957,-0.00320470
2013-07-01,-0.00479464,-0.00480617
2013-07-02,-0.04235988,-0.04328323
2013-07-03,-0.00408853,-0.00409691
2013-07-04,0.01596505,0.01583894
2013-07-05,-0.01207674,-0.01215026
2013-07-08,-0.00298581,-0.00299028
2013-07-10,0.00904993,0.00900922
2013-07-11,0.02512629,0.02481582
2013-07-12,-0.02344215,-0.02372129
2013-07-15,0.02647868,0.02613419
2013-07-16,0.00278975,0.00278587
2013-07-17,0.01147916,0.01141377
2013-07-18,0.00526522,0.00525141
2013-07-19,-0.00538621,-0.00540076
2013-07-22,0.02476486,0.02446318
2013-07-23,0.00505269,0.00503997
2013-07-24,-0.00912115,-0.00916300
2013-07-25,0.01431589,0.01421438
2013-07-26,0.00724116,0.00721506
2013-07-29,-0.00424345,-0.00425248
2013-07-30,-0.01321925,-0.01330740
2013-07-31,-0.00673966,-0.00676248
2013-08-01,0.01878925,0.01861491
2013-08-02,-0.01356796,-0.01366084
2013-08-05,-0.00077567,-0.00077597
2013-08-06,-0.02094683,-0.02116933
2013-08-07,0.00052423,0.00052409
2013-08-08,0.03123736,0.03075940
2013-08-09,0.01933584,0.01915128
2013-08-12,0.00851310,0.00847707
2013-08-13,0.00598535,0.00596751
2013-08-14,0.00583729,0.00582032
2013-08-15,0.00024403,0.00024400
2013-08-16,0.01238383,0.01230777
2013-08-19,0.00068512,0.00068488
2013-08-20,-0.02069004,-0.02090708
2013-08-21,-0.00201596,-0.00201799
2013-08-22,0.01968964,0.01949830
2013-08-23,0.01555324,0.01543353
2013-08-26,-0.01470543,-0.01481462
2013-08-27,-0.02601485,-0.02635922
2013-08-28,-0.00448439,-0.00449447
2013-08-29,0.00110213,0.00110153
2013-08-30,0.00180021,0.00179859
2013-09-02,0.03645943,0.03581051
2013-09-03,-0.00404455,-0.00405275
2013-09-04,0.00175611,0.00175457
2013-09-05,0.01229210,0.01221716
2013-09-06,0.02669552,0.02634541
2013-09-09,0.00934764,0.00930422
2013-09-10,-0.00502877,-0.00504146
2013-09-11,-0.00756905,-0.00759784
2013-09-12,-0.00491633,-0.00492845
2013-09-13,0.00919990,0.00915784
2013-09-16,0.00044835,0.00044825
2013-09-17,0.00835389,0.00831919
2013-09-18,0.02637953,0.02603759
2013-09-19,-0.01090087,-0.01096072
2013-09-20,-0.01788997,-0.01805193
2013-09-23,0.00909905,0.00905791
2013-09-24,-0.00313778,-0.00314271
2013-09-25,-0.00312212,-0.00312700
2013-09-26,-0.00881184,-0.00885089
2013-09-27,-0.00081903,-0.00081937
2013-09-30,-0.02606547,-0.02641119
2013-10-01,0.01607373,0.01594592
2013-10-02,-0.00149080,-0.00149191
2013-10-03,-0.01149375,-0.01156031
2013-10-04,0.00684151,0.00681821
2013-10-07,-0.00817178,-0.00820535
2013-10-08,-0.00199668,-0.00199867
2013-10-09,0.00449740,0.00448732
2013-10-10,0.00854328,0.00850700
2013-10-11,0.00288660,0.00288244
2013-10-14,0.01920954,0.01902737
2013-10-15,0.01495350,0.01484280
2013-10-16,0.01804981,0.01788884
2013-10-17,-0.01098565,-0.01104644
2013-10-18,0.00036725,0.00036718
2013-10-21,0.01262169,0.01254270
2013-10-22,0.00682895,0.00680574
2013-10-23,-0.01807196,-0.01823726
2013-10-24,-0.01015295,-0.01020485
2013-10-25,-0.01317488,-0.01326244
2013-10-28,0.01697414,0.01683169
2013-10-29,-0.00970651,-0.00975392
2013-10-30,-0.00671045,-0.00673307
2013-10-31,0.00153915,0.00153796
2013-11-01,-0.00447801,-0.00448807
2013-11-04,0.00784400,0.00781340
2013-11-05,-0.01111507,-0.01117730
2013-11-06,-0.00830828,-0.00834298
2013-11-07,-0.01205984,-0.01213315
2013-11-08,-0.00932732,-0.00937109
2013-11-11,0.00717738,0.00715175
2013-11-12,-0.01557354,-0.01569608
2013-11-13,0.00822248,0.00818886
2013-11-14,0.02338317,0.02311398
2013-11-18,0.01600401,0.01587730
2013-11-19,-0.02346160,-0.02374120
2013-11-21,-0.00650332,-0.00652456
2013-11-22,0.00213939,0.00213710
2013-11-25,-0.01017467,-0.01022678
2013-11-26,-0.01562467,-0.01574802
2013-11-27,0.00805296,0.00802071
2013-11-28,-0.00027728,-0.00027732
2013-11-29,0.01226034,0.01218580
2013-12-02,-0.02358158,-0.02386407
2013-12-03,-0.01748429,-0.01763894
2013-12-04,-0.00264355,-0.00264705
2013-12-05,0.01138765,0.01132330
2013-12-06,0.00308422,0.00307947
2013-12-09,0.00434023,0.00433084
2013-12-10,-0.00336868,-0.00337437
2013-12-11,-0.01814033,-0.01830688
2013-12-12,0.00107094,0.00107037
2013-12-13,-0.00140518,-0.00140617
2013-12-16,0.00456393,0.00455355
2013-12-17,-0.00376415,-0.00377125
2013-12-18,0.00944453,0.00940021
2013-12-19,0.02116154,0.02094074
2013-12-20,-0.00867055,-0.00870835
2013-12-23,0.00332827,0.00332274
2013-12-26,-0.00263046,-0.00263392
2013-12-27,0.00088928,0.00088889
2013-12-30,0.00469312,0.00468214
2014-01-02,-0.02263588,-0.02289601
2014-01-03,0.01271005,0.01262996
2014-01-06,-0.00014652,-0.00014654
2014-01-07,-0.01066434,-0.01072161
2014-01-08,0.00290740,0.00290318
2014-01-09,-0.02481304,-0.02512607
2014-01-10,0.00759848,0.00756976
2014-01-13,-0.00542393,-0.00543869
2014-01-14,0.00558805,0.00557250
2014-01-15,0.00809346,0.00806088
2014-01-16,-0.00816459,-0.00819811
2014-01-17,-0.01035128,-0.01040522
2014-01-20,-0.00962652,-0.00967315
2014-01-21,-0.00341502,-0.00342086
2014-01-22,0.01560687,0.01548634
2014-01-23,-0.01985855,-0.02005839
2014-01-24,-0.01103586,-0.01109721
2014-01-27,-0.00180654,-0.00180818
2014-01-28,0.00293243,0.00292814
2014-01-29,-0.00593947,-0.00595718
2014-01-30,-0.00657151,-0.00659320
2014-01-31,0.00835509,0.00832038
2014-02-03,-0.03130776,-0.03180832
2014-02-04,0.01769759,0.01754281
2014-02-05,-0.00723593,-0.00726224
2014-02-06,0.02388664,0.02360582
2014-02-07,0.00702814,0.00700356
2014-02-10,-0.00754635,-0.00757496
2014-02-11,0.01576100,0.01563808
2014-02-12,-0.00507400,-0.00508691
2014-02-13,-0.00838005,-0.00841536
2014-02-14,0.00812083,0.00808804
2014-02-17,-0.01296194,-0.01304668
2014-02-18,-0.02052638,-0.02073998
2014-02-19,0.01182560,0.01175622
2014-02-20,0.00292211,0.00291785
2014-02-21,0.00193768,0.00193580
2014-02-24,0.00027986,0.00027982
2014-02-25,-0.01429711,-0.01440030
2014-02-26,-0.00249808,-0.00250120
2014-02-27,0.02162140,0.02139097
2014-02-28,-0.01076213,-0.01082046
2014-03-05,-0.01073164,-0.01078964
2014-03-06,0.01082079,0.01076267
2014-03-07,-0.01802938,-0.01819389
2014-03-10,-0.01537213,-0.01549151
2014-03-11,0.00361099,0.00360449
2014-03-12,0.00359297,0.00358653
2014-03-13,-0.00911390,-0.00915569
2014-03-14,-0.01052222,-0.01057797
2014-03-17,0.00338347,0.00337776
2014-03-18,0.02289917,0.02264092
2014-03-19,0.00901975,0.00897931
2014-03-20,0.01527362,0.01515815
2014-03-21,0.00216716,0.00216481
2014-03-24,0.01292672,0.01284388
2014-03-25,0.00389053,0.00388298
2014-03-26,-0.00445266,-0.00446261
2014-03-27,0.03504969,0.03444944
2014-03-28,0.00244266,0.00243968
2014-03-31,0.01299749,0.01291375
2014-04-01,-0.00286721,-0.00287133
2014-04-02,0.02845971,0.02806225
2014-04-03,-0.00566410,-0.00568020
2014-04-04,-0.00634976,-0.00637001
2014-04-07,0.02101532,0.02079754
2014-04-08,-0.01008929,-0.01014054
2014-04-09,-0.00859341,-0.00863055
2014-04-10,-0.00113157,-0.00113221
2014-04-11,0.01446991,0.01436622
2014-04-14,-0.00521986,-0.00523353
2014-04-15,-0.02213714,-0.02238584
2014-04-16,0.01478981,0.01468150
2014-04-17,0.01779844,0.01764190
2014-04-22,-0.00259039,-0.00259375
2014-04-23,-0.00783368,-0.00786452
2014-04-24,0.00480437,0.00479287
2014-04-25,-0.00806871,-0.00810144
2014-04-28,-0.00030487,-0.00030491
2014-04-29,0.00885359,0.00881463
2014-04-30,-0.00408807,-0.00409645
2014-05-02,0.02621938,0.02588155
2014-05-05,0.00879308,0.00875464
2014-05-06,0.00624123,0.00622184
2014-05-07,0.00507626,0.00506342
2014-05-08,-0.01166213,-0.01173066
2014-05-09,-0.00602800,-0.00604624
2014-05-12,0.01793887,0.01777987
2014-05-13,-0.00269070,-0.00269432
2014-05-14,0.00936939,0.00932577
2014-05-15,-0.01023661,-0.01028937
2014-05-16,0.00223227,0.00222978
2014-05-19,-0.01153592,-0.01160297
2014-05-20,-0.01849771,-0.01867093
2014-05-21,-0.00310926,-0.00311410
2014-05-22,0.01154811,0.01148193
2014-05-23,-0.00340509,-0.00341090
2014-05-26,0.00582407,0.00580718
2014-05-27,-0.01433758,-0.01444136
2014-05-28,0.00892725,0.00888763
2014-05-29,-0.00760661,-0.00763569
2014-05-30,-0.01914266,-0.01932825
2014-06-02,0.00715251,0.00712705
2014-06-03,0.00826554,0.00823157
2014-06-04,-0.00383223,-0.00383959
2014-06-05,-0.00528988,-0.00530392
2014-06-06,0.03044815,0.02999381
2014-06-09,0.02154205,0.02131329
2014-06-10,0.00610210,0.00608355
2014-06-11,0.00912199,0.00908063
2014-06-13,-0.00536818,-0.00538264
2014-06-16,-0.00323118,-0.00323641
2014-06-17,-0.00603336,-0.00605164
2014-06-18,0.01662230,0.01648566
2014-06-20,-0.01022326,-0.01027588
2014-06-23,-0.00783591,-0.00786677
2014-06-24,0.00130474,0.00130389
2014-06-25,-0.01575217,-0.01587755
2014-06-26,0.00151631,0.00151516
2014-06-27,-0.00653095,-0.00655237
2014-06-30,0.00020543,0.00020541
2014-07-01,0.00006150,0.00006150
2014-07-02,-0.00268396,-0.00268757
2014-07-03,0.01594983,0.01582397
2014-07-04,0.00336559,0.00335994
2014-07-07,-0.00470013,-0.00471121
2014-07-08,-0.00310659,-0.00311142
2014-07-10,0.01786269,0.01770503
2014-07-11,0.00353857,0.00353232
2014-07-14,0.01748715,0.01733601
2014-07-15,0.00411937,0.00411091
2014-07-16,-0.00457805,-0.00458856
2014-07-17,-0.00143313,-0.00143415
2014-07-18,0.02472055,0.02441994
2014-07-21,0.01089262,0.01083373
2014-07-22,0.00606240,0.00604410
2014-07-23,-0.00971590,-0.00976340
2014-07-24,0.00971091,0.00966406
2014-07-25,-0.00269898,-0.00270262
2014-07-28,-0.00216807,-0.00217042
2014-07-29,-0.00999918,-0.01004951
2014-07-30,-0.00421647,-0.00422539
2014-07-31,-0.01843526,-0.01860730
2014-08-01,0.00131579,0.00131493
2014-08-04,0.01276249,0.01268174
2014-08-05,-0.00731644,-0.00734334
2014-08-06,0.00507241,0.00505959
2014-08-07,-0.00529554,-0.00530961
2014-08-08,-0.01094752,-0.01100789
2014-08-11,0.01872117,0.01854808
2014-08-12,-0.00302014,-0.00302471
2014-08-13,-0.01525716,-0.01537475
2014-08-14,0.00358431,0.00357790
2014-08-15,0.02121247,0.02099061
2014-08-18,0.01048160,0.01042705
2014-08-19,0.01543709,0.01531915
2014-08-20,0.00733884,0.00731204
2014-08-21,0.00193399,0.00193212
2014-08-22,-0.00991302,-0.00996248
2014-08-25,0.02273431,0.02247973
2014-08-26,0.00144438,0.00144333
2014-08-27,0.01887484,0.01869892
2014-08-28,-0.01082352,-0.01088253
2014-08-29,0.01654114,0.01640583
2014-09-01,-0.00239655,-0.00239942
2014-09-02,0.01234371,0.01226815
2014-09-03,-0.00095224,-0.00095270
2014-09-04,-0.01677021,-0.01691242
2014-09-05,-0.00194145,-0.00194333
2014-09-08,-0.02454155,-0.02484772
2014-09-09,-0.00872421,-0.00876249
2014-09-10,-0.00814093,-0.00817425
2014-09-11,0.00238201,0.00237918
2014-09-12,-0.02416088,-0.02445754
2014-09-15,0.01793412,0.01777520
2014-09-16,0.02011950,0.01991978
2014-09-17,-0.00010945,-0.00010945
2014-09-18,-0.01241300,-0.01249069
2014-09-19,-0.01003486,-0.01008555
2014-09-22,-0.01679550,-0.01693814
2014-09-23,-0.00488594,-0.00489792
2014-09-24,0.00502153,0.00500897
2014-09-25,-0.01517552,-0.01529184
2014-09-26,0.02234191,0.02209599
2014-09-29,-0.04521801,-0.04627225
2014-09-30,-0.00932479,-0.00936854
2014-10-01,-0.02323805,-0.02351231
2014-10-02,0.01248883,0.01241149
2014-10-03,0.01907712,0.01889743
2014-10-06,0.04723820,0.04615641
2014-10-07,0.00561017,0.00559449
2014-10-08,-0.00657859,-0.00660032
2014-10-09,0.00366378,0.00365709
2014-10-10,-0.03415443,-0.03475133
2014-10-13,0.04781891,0.04671078
2014-10-14,0.00101680,0.00101628
2014-10-15,-0.03240843,-0.03294521
2014-10-16,-0.03272346,-0.03327084
2014-10-17,0.02625237,0.02591369
2014-10-20,-0.02550473,-0.02583561
2014-10-21,-0.03443925,-0.03504626
2014-10-22,-0.00040814,-0.00040823
2014-10-23,-0.03239337,-0.03292965
2014-10-24,0.02420412,0.02391585
2014-10-27,-0.02766750,-0.02805745
2014-10-28,0.03616312,0.03552458
2014-10-29,-0.02447371,-0.02477817
2014-10-30,0.02522090,0.02490811
2014-10-31,0.04378886,0.04285723
2014-11-03,-0.01247314,-0.01255158
2014-11-04,0.00808902,0.00805648
2014-11-05,-0.01259884,-0.01267888
2014-11-06,-0.01976520,-0.01996314
2014-11-07,0.01112885,0.01106738
2014-11-10,-0.00934693,-0.00939088
2014-11-11,-0.00476260,-0.00477398
2014-11-12,0.00961652,0.00957058
2014-11-13,-0.02138323,-0.02161517
2014-11-14,-0.00142017,-0.00142118
2014-11-17,-0.00995530,-0.01000519
2014-11-18,0.01570264,0.01558063
2014-11-19,0.02575686,0.02543074
2014-11-21,0.05020766,0.04898791
2014-11-24,-0.01207349,-0.01214696
2014-11-25,0.00277763,0.00277378
2014-11-26,-0.00832133,-0.00835615
2014-11-27,-0.00684502,-0.00686855
2014-11-28,0.00004898,0.00004897
2014-12-01,-0.04472297,-0.04575390
2014-12-02,-0.01270378,-0.01278516
2014-12-03,0.01371781,0.01362457
2014-12-04,-0.01707955,-0.01722708
2014-12-05,0.01100631,0.01094618
2014-12-08,-0.03305875,-0.03361754
2014-12-09,-0.00160321,-0.00160450
2014-12-10,-0.01285805,-0.01294143
2014-12-11,0.00633183,0.00631187
2014-12-12,-0.03729969,-0.03801312
2014-12-15,-0.02048457,-0.02069729
2014-12-16,-0.00023757,-0.00023759
2014-12-17,0.03629484,0.03565170
2014-12-18,-0.00447390,-0.00448394
2014-12-19,0.02382232,0.02354299
2014-12-22,0.00946366,0.00941916
2014-12-23,0.01534192,0.01522542
2014-12-26,-0.01464301,-0.01475128
2014-12-29,0.00895789,0.00891800
2014-12-30,-0.01159055,-0.01165824
2015-01-02,-0.02989937,-0.03035547
2015-01-05,-0.02051854,-0.02073197
2015-01-06,0.01018797,0.01013642
2015-01-07,0.03045754,0.03000292
2015-01-08,0.00971213,0.00966527
2015-01-09,-0.02208605,-0.02233359
2015-01-12,-0.01434288,-0.01444674
2015-01-13,-0.00203719,-0.00203927
2015-01-14,-0.00823868,-0.00827281
2015-01-15,0.00798474,0.00795303
2015-01-16,0.02061807,0.02040840
2015-01-19,-0.02567522,-0.02601058
2015-01-20,0.00248440,0.00248132
2015-01-21,0.02814357,0.02775481
2015-01-22,0.00443970,0.00442987
2015-01-23,-0.01349686,-0.01358877
2015-01-26,-0.00407481,-0.00408313
2015-01-27,0.00030220,0.00030216
2015-01-28,-0.01845374,-0.01862614
2015-01-29,0.00141945,0.00141844
2015-01-30,-0.01789196,-0.01805395
2015-02-02,0.01584069,0.01571654
2015-02-03,0.02755320,0.02718044
2015-02-04,0.00689062,0.00686699
2015-02-05,-0.00136305,-0.00136398
2015-02-06,-0.00896903,-0.00900950
2015-02-09,0.01209843,0.01202583
2015-02-10,-0.01766412,-0.01782200
2015-02-11,-0.00557841,-0.00559402
2015-02-12,0.02680470,0.02645175
2015-02-13,0.02227215,0.02202774
2015-02-18,0.01272693,0.01264663
2015-02-19,0.00026657,0.00026654
2015-02-20,-0.00109818,-0.00109878
2015-02-23,0.00083805,0.00083770
2015-02-24,0.01157415,0.01150769
2015-02-25,-0.00121737,-0.00121811
2015-02-26,-0.00097431,-0.00097479
2015-02-27,-0.00342829,-0.00343418
2015-03-02,-0.01090047,-0.01096032
2015-03-03,0.00555244,0.00553708
2015-03-04,-0.01629597,-0.01643021
2015-03-05,-0.00203792,-0.00204000
2015-03-06,-0.00762451,-0.00765373
2015-03-09,-0.01600962,-0.01613916
2015-03-10,-0.01804782,-0.01821267
2015-03-11,0.01267627,0.01259660
2015-03-12,-0.00051487,-0.00051500
2015-03-13,-0.00582217,-0.00583918
2015-03-16,0.00519386,0.00518042
2015-03-17,0.02941582,0.02899147
2015-03-18,0.02468066,0.02438101
2015-03-19,-0.01111396,-0.01117618
2015-03-20,0.01988184,0.01968678
2015-03-23,-0.00111841,-0.00111904
2015-03-24,-0.00775192,-0.00778212
2015-03-25,0.00683861,0.00681533
2015-03-26,-0.02465276,-0.02496172
2015-03-27,-0.00959256,-0.00963886
2015-03-30,0.02293238,0.02267339
2015-03-31,-0.00182053,-0.00182218
2015-04-01,0.02290511,0.02264673
2015-04-02,0.01531409,0.01519801
2015-04-06,0.01156260,0.01149626
2015-04-07,-0.00015073,-0.00015074
2015-04-08,-0.00126654,-0.00126734
2015-04-09,0.00263785,0.00263438
2015-04-10,0.00764739,0.00761830
2015-04-13,0.00047331,0.00047320
2015-04-14,-0.00475389,-0.00476523
2015-04-15,0.01735433,0.01720546
2015-04-16,-0.00445258,-0.00446252
2015-04-17,-0.01315831,-0.01324564
2015-04-20,-0.00358671,-0.00359315
2015-04-22,0.01592392,0.01579846
2015-04-23,0.01954488,0.01935634
2015-04-24,0.01633065,0.01619874
2015-04-27,-0.01872488,-0.01890241
2015-04-28,0.00499743,0.00498499
2015-04-29,-0.00872106,-0.00875931
2015-04-30,0.01634135,0.01620927
2015-05-04,0.02000022,0.01980284
2015-05-05,0.01216358,0.01209020
2015-05-06,-0.01633839,-0.01647334
2015-05-07,-0.00318284,-0.00318791
2015-05-08,0.00400447,0.00399647
2015-05-11,0.00083588,0.00083553
2015-05-12,-0.00708165,-0.00710685
2015-05-13,-0.00739558,-0.00742306
2015-05-14,0.00504736,0.00503467
2015-05-15,0.01044998,0.01039576
2015-05-18,-0.01824323,-0.01841169
2015-05-19,-0.01255083,-0.01263026
2015-05-20,-0.01077140,-0.01082983
2015-05-21,0.00384383,0.00383646
2015-05-22,-0.01333211,-0.01342178
2015-05-25,0.00426575,0.00425668
2015-05-26,-0.01793597,-0.01809877
2015-05-27,0.01130846,0.01124499
2015-05-28,-0.00479347,-0.00480500
2015-05-29,-0.02252471,-0.02278227
2015-06-01,0.00513339,0.00512026
2015-06-02,0.02272469,0.02247033
2015-06-03,-0.01315592,-0.01324322
2015-06-05,-0.01026719,-0.01032027
2015-06-08,-0.00309099,-0.00309577
2015-06-09,0.00012043,0.00012043
2015-06-10,0.02007820,0.01987929
2015-06-11,-0.00348817,-0.00349426
2015-06-12,-0.00635108,-0.00637133
2015-06-15,-0.00393645,-0.00394422
2015-06-16,0.01062564,0.01056958
2015-06-17,-0.00844678,-0.00848265
2015-06-18,0.01859300,0.01842226
2015-06-19,-0.00901904,-0.00905996
2015-06-22,0.00212579,0.00212353
2015-06-23,-0.00169391,-0.00169534
2015-06-24,0.00130364,0.00130279
2015-06-25,-0.01238556,-0.01246290
2015-06-26,0.01582134,0.01569748
2015-06-29,-0.01856380,-0.01873827
2015-06-30,0.00125759,0.00125680
2015-07-01,-0.00609165,-0.00611028
2015-07-02,0.00660854,0.00658679
2015-07-03,-0.01104918,-0.01111068
2015-07-06,-0.00704559,-0.00707052
2015-07-07,0.00372660,0.00371968
2015-07-08,-0.01073615,-0.01079420
2015-07-10,0.01562288,0.01550210
2015-07-13,0.01005406,0.01000385
2015-07-14,0.00225341,0.00225088
2015-07-15,-0.00632786,-0.00634797
2015-07-16,0.00316565,0.00316065
2015-07-17,-0.01371685,-0.01381180
2015-07-20,-0.01417089,-0.01427226
2015-07-21,-0.00243779,-0.00244076
2015-07-22,-0.01085008,-0.01090937
2015-07-23,-0.02178421,-0.02202499
2015-07-24,-0.01125915,-0.01132301
2015-07-27,-0.01036230,-0.01041636
2015-07-28,0.01777040,0.01761435
2015-07-29,0.01297438,0.01289094
2015-07-30,-0.00692087,-0.00694493
2015-07-31,0.01938718,0.01920165
2015-08-03,-0.01428749,-0.01439054
2015-08-04,-0.00158682,-0.00158808
2015-08-05,0.00457045,0.00456004
2015-08-06,-0.00548747,-0.00550258
2015-08-07,-0.02867351,-0.02909262
2015-08-10,0.01596795,0.01584180
2015-08-11,-0.00568679,-0.00570302
2015-08-12,-0.01394472,-0.01404286
2015-08-13,-0.00782177,-0.00785252
2015-08-14,-0.01043875,-0.01049362
