,ACAO_ABCB4,ACAO_ABEV3,ACAO_AGRO3,ACAO_ALPA4,ACAO_AMAR3,ACAO_AMER3,ACAO_AXIA3,ACAO_AXIA6,ACAO_B3SA3,ACAO_BBAS3,ACAO_BBDC3,ACAO_BBDC4,ACAO_BEEF3,ACAO_BEES3,ACAO_BRAP3,ACAO_BRAP4,ACAO_BRKM3,ACAO_BRKM5,ACAO_BRSR6,ACAO_CGAS5,ACAO_CLSC4,ACAO_CMIG3,ACAO_CMIG4,ACAO_COCE5,ACAO_CPFE3,ACAO_CPLE3,ACAO_CSAN3,ACAO_CSMG3,ACAO_CSNA3,ACAO_CSUD3,ACAO_CYRE3,ACAO_DIRR3,ACAO_DXCO3,ACAO_EGIE3,ACAO_EMBJ3,ACAO_ENEV3,ACAO_EQTL3,ACAO_ETER3,ACAO_EUCA4,ACAO_EVEN3,ACAO_EZTC3,ACAO_FESA4,ACAO_FHER3,ACAO_FICT3,ACAO_FLRY3,ACAO_GFSA3,ACAO_GGBR3,ACAO_GGBR4,ACAO_GOAU3,ACAO_GOAU4,ACAO_GOLL54,ACAO_GRND3,ACAO_HAGA4,ACAO_HBOR3,ACAO_HYPE3,ACAO_INEP4,ACAO_ISAE4,ACAO_ITSA3,ACAO_ITSA4,ACAO_ITUB3,ACAO_ITUB4,ACAO_JHSF3,ACAO_KEPL3,ACAO_KLBN4,ACAO_LAND3,ACAO_LIGT3,ACAO_LOGN3,ACAO_LPSB3,ACAO_LREN3,ACAO_LUPA3,ACAO_MBRF3,ACAO_MDIA3,ACAO_MOTV3,ACAO_MRVE3,ACAO_MULT3,ACAO_MYPK3,ACAO_NATU3,ACAO_NEXP3,ACAO_ODPV3,ACAO_OIBR3,ACAO_OIBR4,ACAO_PDGR3,ACAO_PDTC3,ACAO_PETR3,ACAO_PETR4,ACAO_PFRM3,ACAO_PINE4,ACAO_PMAM3,ACAO_POMO3,ACAO_POMO4,ACAO_POSI3,ACAO_PSSA3,ACAO_PTBL3,ACAO_RADL3,ACAO_RAPT4,ACAO_RCSL4,ACAO_RDNI3,ACAO_RENT3,ACAO_RIAA3,ACAO_ROMI3,ACAO_RPMG3,ACAO_RSID3,ACAO_SANB11,ACAO_SANB3,ACAO_SANB4,ACAO_SAPR4,ACAO_SBSP3,ACAO_SCAR3,ACAO_SHUL4,ACAO_SLCE3,ACAO_SMTO3,ACAO_TASA4,ACAO_TCSA3,ACAO_TELB4,ACAO_TGMA3,ACAO_TIMS3,ACAO_TOTS3,ACAO_TPIS3,ACAO_TRIS3,ACAO_TUPY3,ACAO_UNIP6,ACAO_USIM3,ACAO_USIM5,ACAO_VALE3,ACAO_VIVR3,ACAO_VIVT3,ACAO_VLID3,ACAO_VSTE3,ACAO_WEGE3,ACAO_WHRL4,ACAO_YDUQ3
ACAO_CSMG3,0.0284390789,0.0176832983,0.0114410305,0.0252897212,0.0352191472,0.0408349447,0.0449572978,0.0399364037,0.0378764972,0.0355776533,0.0305285445,0.0305558678,0.0170688380,0.0098698982,0.0221603819,0.0237460630,0.0198792456,0.0227045723,0.0360596809,0.0108503064,0.0130351743,0.0431538484,0.0461734388,0.0142696834,0.0265352823,0.0339457957,0.0318025860,0.1134433899,0.0372466793,0.0245972809,0.0427282128,0.0356308886,0.0356041147,0.0242756357,0.0176414916,0.0223501594,0.0260005806,0.0243838306,0.0205390134,0.0409616458,0.0417237705,0.0193544489,0.0233242376,0.0189693279,0.0243278701,0.0400050730,0.0253327057,0.0271746831,0.0245806388,0.0310792001,0.0518589953,0.0253391437,0.0128426169,0.0426882192,0.0243713636,0.0237425400,0.0231649900,0.0232058960,0.0295804763,0.0258551341,0.0287145358,0.0373186945,0.0229106644,0.0117514400,0.0192327408,0.0437944893,0.0356557654,0.0384736922,0.0367389795,0.0305216569,0.0247620370,0.0224389172,0.0334773788,0.0420892299,0.0318468873,0.0299198411,0.0297288329,0.0273322565,0.0171946757,0.0245373980,0.0223761012,0.0413164569,0.0205843948,0.0323573980,0.0332992145,0.0231681926,0.0190211331,0.0301858314,0.0269568278,0.0324485537,0.0316208378,0.0196779476,0.0291761144,0.0221039836,0.0381137662,0.0223046708,0.0178284576,0.0353679730,0.0385142905,0.0217718785,0.0165072560,0.0369257934,0.0300163873,0.0315420310,0.0273642542,0.0349109304,0.0529179494,0.0166929768,0.0194551925,0.0160093264,0.0205310014,0.0193494441,0.0405701656,0.0201916105,0.0343596698,0.0242275962,0.0257938519,0.0222419823,0.0312264099,0.0159913289,0.0194407332,0.0249275431,0.0336049520,0.0197390026,0.0291018498,0.0141150068,0.0292547094,0.0216917174,0.0191474531,0.0115139739,0.0326955991
ACAO_CSNA3,0.0457204271,0.0296798018,0.0213097025,0.0389709733,0.0506641485,0.0731230832,0.0679874683,0.0577296293,0.0641442360,0.0670538834,0.0606346711,0.0622519542,0.0386710200,0.0215302264,0.1016173874,0.1160413126,0.0509232357,0.0686888480,0.0547060092,0.0146402813,0.0236833277,0.0512503910,0.0556179903,0.0184144669,0.0319962740,0.0415434943,0.0610187241,0.0372466793,0.2446376516,0.0411622165,0.0657474159,0.0477306834,0.0653603505,0.0261098644,0.0403623548,0.0381391064,0.0282172522,0.0431281908,0.0411247078,0.0608220214,0.0521397076,0.0614755014,0.0467416545,0.0325374035,0.0283888322,0.0780402692,0.1111131308,0.1278152379,0.1105106340,0.1302134912,0.0941590917,0.0332714759,0.0330454302,0.0650793764,0.0389937732,0.0423471846,0.0234280071,0.0399322087,0.0559643816,0.0479904955,0.0573752967,0.0597319283,0.0355841243,0.0388006164,0.0311116450,0.0498803143,0.0477114344,0.0481246036,0.0550918340,0.0551727021,0.0520724421,0.0279530170,0.0477591292,0.0646398676,0.0425890536,0.0530740856,0.0539448430,0.0460248897,0.0250867980,0.0494599364,0.0467782501,0.0753857791,0.0346852789,0.0844191449,0.0831297956,0.0391031088,0.0307533379,0.0587881720,0.0396326907,0.0473445984,0.0542570545,0.0279675311,0.0503392793,0.0274826474,0.0616134394,0.0376761656,0.0270678577,0.0575555922,0.0537696887,0.0463686684,0.0294552370,0.0781478588,0.0622116440,0.0615243758,0.0504234210,0.0267748159,0.0463113757,0.0269463050,0.0316447720,0.0325480586,0.0339287552,0.0396114106,0.0609124342,0.0417695181,0.0485154849,0.0378384392,0.0330212934,0.0463831980,0.0438471546,0.0318807883,0.0441947617,0.1232591034,0.1701411445,0.1122242135,0.0504575033,0.0240084554,0.0347814669,0.0370570516,0.0326871109,0.0202605431,0.0508848039
ACAO_CSUD3,0.0266853967,0.0172472203,0.0146342168,0.0306768968,0.0485263856,0.0452451900,0.0346060984,0.0310809118,0.0371294871,0.0319643977,0.0286909982,0.0298379007,0.0197520978,0.0131220079,0.0250443794,0.0265587325,0.0229303864,0.0247688670,0.0314914715,0.0124849857,0.0116395623,0.0278427382,0.0307472213,0.0128119159,0.0188370757,0.0244078387,0.0330458312,0.0245972809,0.0411622165,0.1573071723,0.0442539642,0.0331977228,0.0360391615,0.0178877499,0.0221585270,0.0210990636,0.0202931148,0.0315115913,0.0261955346,0.0428274600,0.0407058714,0.0244926051,0.0290948846,0.0206899594,0.0242952480,0.0484897769,0.0285532425,0.0325693484,0.0305667995,0.0340403959,0.0556231668,0.0264627708,0.0160490621,0.0513714746,0.0255459333,0.0344095854,0.0138713940,0.0246787731,0.0291668587,0.0261719296,0.0280173895,0.0436114856,0.0252464954,0.0142791679,0.0193079679,0.0304342981,0.0298784534,0.0377822383,0.0365299030,0.0336899003,0.0249307526,0.0199914287,0.0306484975,0.0419176423,0.0294980984,0.0334267369,0.0326442243,0.0339746797,0.0168797123,0.0355401442,0.0293745324,0.0460647860,0.0271538291,0.0323063449,0.0332511120,0.0248420646,0.0239172229,0.0314902344,0.0268066937,0.0324538475,0.0466768771,0.0193152191,0.0382814289,0.0167263332,0.0397818402,0.0406247557,0.0209373979,0.0331867297,0.0383979113,0.0352627661,0.0192296250,0.0452044082,0.0264785301,0.0271032946,0.0252464508,0.0206201290,0.0275403931,0.0183485283,0.0235832009,0.0205631300,0.0193018083,0.0249634803,0.0472691487,0.0169567664,0.0329188248,0.0239414040,0.0266021720,0.0318994738,0.0343009192,0.0224684823,0.0222083679,0.0317041301,0.0395453655,0.0212489937,0.0390170218,0.0158154746,0.0267398810,0.0291809789,0.0199276009,0.0116512450,0.0365264319
ACAO_CYRE3,0.0502892970,0.0321172136,0.0190648454,0.0585067454,0.0773593618,0.0824057066,0.0685105237,0.0602819475,0.0770395242,0.0648737478,0.0581284429,0.0602620370,0.0289749249,0.0194495501,0.0354613688,0.0394357585,0.0356538438,0.0459303338,0.0586098654,0.0149759363,0.0217094274,0.0493868187,0.0548251217,0.0206951031,0.0379220251,0.0464321484,0.0597009180,0.0427282128,0.0657474159,0.0442539642,0.1543693979,0.0808203264,0.0745525387,0.0306635623,0.0359814145,0.0401109653,0.0404787153,0.0478067168,0.0379330573,0.1048808364,0.1033051305,0.0364043979,0.0396707867,0.0221874510,0.0408591541,0.1047409201,0.0466274098,0.0517861876,0.0488786818,0.0576235367,0.0998711094,0.0455562433,0.0303462607,0.0999355867,0.0533215761,0.0370298744,0.0284667284,0.0433584507,0.0580983119,0.0503270966,0.0575087431,0.0823796982,0.0342206623,0.0229311945,0.0382509691,0.0612890711,0.0496968978,0.0701366394,0.0820538604,0.0525507547,0.0418941844,0.0378281995,0.0599723625,0.1123160559,0.0639349165,0.0543469859,0.0603600168,0.0584524914,0.0324508583,0.0543376505,0.0461001124,0.0910551008,0.0417056829,0.0553751617,0.0576790579,0.0388308405,0.0312460952,0.0514033665,0.0454028884,0.0605458617,0.0691555974,0.0340716159,0.0598415459,0.0353018906,0.0721047756,0.0470617377,0.0340019447,0.0724842246,0.0742693159,0.0489651966,0.0323912844,0.0893758613,0.0563153364,0.0553214404,0.0495992594,0.0364573360,0.0527026468,0.0241046945,0.0329927991,0.0244270135,0.0346135743,0.0372965237,0.0889544805,0.0361225705,0.0589101306,0.0411355192,0.0456875593,0.0441350251,0.0736265642,0.0308969236,0.0344505424,0.0551047914,0.0678878371,0.0339045897,0.0562181894,0.0268485947,0.0449977218,0.0442548162,0.0322583311,0.0199645457,0.0728806511
ACAO_DIRR3,0.0419807765,0.0247335716,0.0185257603,0.0465676055,0.0661716926,0.0597447253,0.0516704720,0.0433600117,0.0560248311,0.0480458249,0.0442932431,0.0451967305,0.0243772812,0.0150125541,0.0260058366,0.0261200397,0.0305474731,0.0364569640,0.0461330959,0.0129467083,0.0174640489,0.0385555122,0.0413897344,0.0153670211,0.0289254155,0.0360324833,0.0468196937,0.0356308886,0.0477306834,0.0331977228,0.0808203264,0.1466136636,0.0577099321,0.0246632337,0.0283002481,0.0311937264,0.0331400505,0.0399049617,0.0338326887,0.0793432473,0.0765920337,0.0283051327,0.0362072387,0.0246071095,0.0327809567,0.0780390712,0.0305714482,0.0346377845,0.0331073088,0.0388982515,0.0763189979,0.0382911286,0.0274987696,0.0817620246,0.0365388817,0.0310100788,0.0232198908,0.0345060376,0.0428315056,0.0374256220,0.0428000230,0.0677359272,0.0311891649,0.0138871610,0.0227979714,0.0497123480,0.0430175461,0.0571541366,0.0567961742,0.0395344259,0.0327323474,0.0306240964,0.0492326475,0.0840771723,0.0505337111,0.0448320555,0.0483112780,0.0438026217,0.0262894716,0.0465221754,0.0399898598,0.0695026627,0.0366211477,0.0410893893,0.0433108216,0.0351676356,0.0309587938,0.0442695405,0.0396239677,0.0488095931,0.0555584880,0.0286801787,0.0535135292,0.0274855856,0.0601154698,0.0363472811,0.0258069805,0.0547826245,0.0645751213,0.0432782142,0.0267781972,0.0644379570,0.0397234083,0.0376328749,0.0326206562,0.0328356442,0.0430836836,0.0210727046,0.0310143335,0.0202963796,0.0263095782,0.0306031745,0.0703044187,0.0252010509,0.0503184464,0.0322215284,0.0394577613,0.0408336666,0.0595270771,0.0300994242,0.0267680853,0.0383752766,0.0477367819,0.0218254415,0.0386062090,0.0233780056,0.0396079622,0.0396191416,0.0274436127,0.0137767034,0.0643424866
ACAO_DXCO3,0.0424557162,0.0279061565,0.0174211345,0.0483298126,0.0589097946,0.0680165754,0.0563047879,0.0491097142,0.0625582381,0.0524558677,0.0487589382,0.0494297571,0.0295290907,0.0183972255,0.0382135684,0.0418617327,0.0343783774,0.0454907935,0.0502422659,0.0145618744,0.0168749276,0.0437758367,0.0470743173,0.0198221074,0.0292298996,0.0380642028,0.0514670795,0.0356041147,0.0653603505,0.0360391615,0.0745525387,0.0577099321,0.1467049486,0.0270339397,0.0299219705,0.0359707322,0.0315521556,0.0424138660,0.0373779296,0.0702781882,0.0687026881,0.0407464737,0.0367219171,0.0249010994,0.0326849361,0.0737152540,0.0459126823,0.0531236125,0.0479303907,0.0570171839,0.0801290757,0.0393120746,0.0245109314,0.0732013375,0.0427843801,0.0337659394,0.0249759205,0.0370425035,0.0479082292,0.0409225018,0.0468693339,0.0596602656,0.0299307922,0.0269768897,0.0302209243,0.0506128821,0.0440400764,0.0526303035,0.0652381779,0.0479379482,0.0425645631,0.0330819831,0.0480325486,0.0735778520,0.0480353931,0.0493118518,0.0517896891,0.0420693433,0.0297279865,0.0461311705,0.0421142609,0.0637165013,0.0297640496,0.0501743038,0.0516479817,0.0294037008,0.0293571833,0.0423198258,0.0394602221,0.0500224086,0.0579606814,0.0291786876,0.0578702321,0.0277092866,0.0591885804,0.0289082726,0.0277226176,0.0635091984,0.0618759999,0.0416919044,0.0250125675,0.0640746071,0.0464165234,0.0482627319,0.0430376226,0.0300967649,0.0431199039,0.0230227406,0.0292505561,0.0218307777,0.0350001778,0.0351204110,0.0659514825,0.0255153455,0.0494715368,0.0350045816,0.0389779493,0.0403383133,0.0565660605,0.0282314472,0.0349664313,0.0537252034,0.0669621180,0.0372142041,0.0403087449,0.0238199674,0.0386300161,0.0348653336,0.0320363861,0.0173658859,0.0603086962
ACAO_EGIE3,0.0192440900,0.0159753889,0.0067043230,0.0175214563,0.0224380107,0.0238700008,0.0369214853,0.0325489327,0.0299194122,0.0296025542,0.0275458150,0.0270746392,0.0119230435,0.0085937343,0.0150882777,0.0176267259,0.0141319960,0.0194337016,0.0257285864,0.0083705511,0.0096911644,0.0306296756,0.0348185837,0.0106824492,0.0256506972,0.0273937720,0.0252319959,0.0242756357,0.0261098644,0.0178877499,0.0306635623,0.0246632337,0.0270339397,0.0503740641,0.0114221628,0.0181555562,0.0241130248,0.0163317039,0.0146499850,0.0278719789,0.0286315859,0.0125861922,0.0124781639,0.0120047468,0.0161607721,0.0268543525,0.0172926985,0.0197779995,0.0173976360,0.0223889522,0.0338531395,0.0186806092,0.0086953703,0.0301624788,0.0207525093,0.0112258209,0.0196825563,0.0203813099,0.0262062207,0.0216314862,0.0255590858,0.0253529754,0.0135185139,0.0107667324,0.0112842560,0.0300385452,0.0196317664,0.0231500270,0.0285119801,0.0168771103,0.0180891270,0.0145625984,0.0291306145,0.0290192641,0.0259866953,0.0203844559,0.0233034414,0.0152633235,0.0164056577,0.0200753196,0.0175458563,0.0283369367,0.0190170758,0.0246231766,0.0252119500,0.0146300880,0.0126840869,0.0178921091,0.0173722873,0.0219993517,0.0206814466,0.0159047332,0.0178460389,0.0180656068,0.0267193430,0.0159010227,0.0096682867,0.0270588194,0.0242736181,0.0148547708,0.0105897947,0.0245445804,0.0247737664,0.0251289398,0.0228590477,0.0195280359,0.0280271303,0.0096127152,0.0139396216,0.0113358531,0.0152619407,0.0122213844,0.0254599368,0.0093629972,0.0210368464,0.0205315069,0.0200564065,0.0176016228,0.0202248739,0.0127032230,0.0145337443,0.0171218646,0.0234223199,0.0148198062,0.0194658023,0.0156600295,0.0193556326,0.0168020369,0.0154562298,0.0074072968,0.0269356938
ACAO_EMBJ3,0.0216497685,0.0206184795,0.0093856328,0.0224773977,0.0327594956,0.0308067457,0.0300536980,0.0273383935,0.0279932987,0.0272854241,0.0298686383,0.0313864086,0.0214956613,0.0109377828,0.0249135143,0.0284191119,0.0212169547,0.0311074479,0.0285692934,0.0100998071,0.0120101278,0.0239900099,0.0262729659,0.0073467237,0.0161742165,0.0188100904,0.0270682431,0.0176414916,0.0403623548,0.0221585270,0.0359814145,0.0283002481,0.0299219705,0.0114221628,0.1272062110,0.0193500473,0.0155121561,0.0226320573,0.0252523418,0.0296279190,0.0283941601,0.0197148627,0.0194854519,0.0168209401,0.0176485954,0.0377228469,0.0333401995,0.0379541276,0.0295422218,0.0374064512,0.0564324165,0.0211086240,0.0192429716,0.0345199949,0.0213216379,0.0174279304,0.0111785554,0.0185282237,0.0281593648,0.0256968191,0.0293089541,0.0344335189,0.0144025803,0.0227785346,0.0127769361,0.0273147246,0.0235416159,0.0260804000,0.0322147056,0.0269507507,0.0195548462,0.0162921075,0.0253673955,0.0358769512,0.0240077197,0.0295908287,0.0281615461,0.0275802183,0.0136212163,0.0229529227,0.0219401700,0.0317260734,0.0245543384,0.0310910756,0.0293960538,0.0171550331,0.0196442044,0.0293836819,0.0210183254,0.0261081342,0.0352198154,0.0193473054,0.0257112148,0.0148500422,0.0307078491,0.0198169098,0.0158466419,0.0297035763,0.0342579223,0.0227389137,0.0168562481,0.0311018946,0.0332725637,0.0327126281,0.0267389301,0.0137002606,0.0252544774,0.0130380862,0.0143251413,0.0157883607,0.0204165427,0.0200909305,0.0319105600,0.0221616599,0.0251812637,0.0254225303,0.0230054626,0.0257381745,0.0287819276,0.0182783970,0.0164380944,0.0332666931,0.0393967796,0.0276634898,0.0262911978,0.0149440575,0.0220406828,0.0212588439,0.0243145226,0.0110594372,0.0338163358
ACAO_ENEV3,0.0207844234,0.0176240399,0.0102966308,0.0335655987,0.0390707622,0.0432959280,0.0372301032,0.0298157749,0.0369292015,0.0281840899,0.0262062153,0.0269540919,0.0209881396,0.0114096757,0.0215128573,0.0250431694,0.0217095244,0.0256569956,0.0282981114,0.0112201590,0.0117218019,0.0281576015,0.0303699469,0.0146573010,0.0205293241,0.0249518681,0.0336387296,0.0223501594,0.0381391064,0.0210990636,0.0401109653,0.0311937264,0.0359707322,0.0181555562,0.0193500473,0.1647744068,0.0255026071,0.0286571155,0.0188096219,0.0401707652,0.0410989796,0.0225244252,0.0228632918,0.0219287270,0.0257591975,0.0401196717,0.0225513450,0.0267117099,0.0257376797,0.0295630370,0.0509291049,0.0240590874,0.0185135030,0.0419907894,0.0264534554,0.0281937361,0.0170041488,0.0185178336,0.0280720585,0.0243879301,0.0260564873,0.0416401387,0.0157514008,0.0181923760,0.0198353763,0.0314696841,0.0295744863,0.0313756745,0.0370704092,0.0283463475,0.0263387006,0.0229681425,0.0262295457,0.0446705736,0.0284153792,0.0270151012,0.0312499224,0.0235364349,0.0177719955,0.0331848650,0.0253335353,0.0390546130,0.0265395263,0.0275066280,0.0268491072,0.0235229503,0.0189815791,0.0245376668,0.0248746006,0.0289507008,0.0369068829,0.0221584328,0.0334852924,0.0213932534,0.0316484780,0.0288568539,0.0202458797,0.0384794388,0.0411855225,0.0250274152,0.0131497854,0.0391458400,0.0255601691,0.0280015935,0.0214109972,0.0183932405,0.0262059851,0.0118965614,0.0173530705,0.0164557951,0.0239556270,0.0255579407,0.0374780583,0.0191845775,0.0279318269,0.0216930399,0.0312845788,0.0252126243,0.0382722228,0.0168467485,0.0220331943,0.0282723929,0.0395995180,0.0231833267,0.0240732795,0.0173462607,0.0218215143,0.0201623239,0.0209137245,0.0129455428,0.0319439877
ACAO_EQTL3,0.0235915926,0.0174901147,0.0105352989,0.0255297385,0.0322882949,0.0353099432,0.0423942024,0.0372302059,0.0360418375,0.0310318715,0.0292465197,0.0290151279,0.0151301931,0.0106653233,0.0159906956,0.0178557781,0.0194476294,0.0227582817,0.0273028746,0.0106071727,0.0107316877,0.0330606544,0.0359779014,0.0125403216,0.0277898886,0.0312191956,0.0312191090,0.0260005806,0.0282172522,0.0202931148,0.0404787153,0.0331400505,0.0315521556,0.0241130248,0.0155121561,0.0255026071,0.0641935760,0.0226378614,0.0194906965,0.0389718608,0.0389361881,0.0156776603,0.0200252108,0.0190887631,0.0237343544,0.0368204703,0.0204525291,0.0222930405,0.0207881735,0.0242591807,0.0426137114,0.0229569455,0.0153149888,0.0405811584,0.0252676563,0.0153734386,0.0190364219,0.0224629816,0.0288077251,0.0242440958,0.0274476928,0.0339639426,0.0185644068,0.0117385652,0.0134163925,0.0366056754,0.0285243549,0.0302883681,0.0373911282,0.0241723125,0.0223387345,0.0185387190,0.0313806756,0.0393044330,0.0315524356,0.0239771503,0.0276399763,0.0216589451,0.0172611604,0.0223866248,0.0184605627,0.0333666374,0.0198236229,0.0273424605,0.0278196998,0.0196020176,0.0154199999,0.0259687855,0.0220675057,0.0268067010,0.0289200160,0.0173274669,0.0308794961,0.0204842059,0.0315737710,0.0173166136,0.0141216637,0.0359501514,0.0346027909,0.0227516054,0.0130039541,0.0308108372,0.0270411497,0.0264872131,0.0231620420,0.0227967582,0.0331295967,0.0130868615,0.0172297801,0.0129855471,0.0194899674,0.0173149920,0.0354569020,0.0150736569,0.0279942623,0.0216179680,0.0248876296,0.0231170372,0.0297576140,0.0153484195,0.0182577366,0.0238237776,0.0290218861,0.0150630010,0.0245053972,0.0169802419,0.0224850071,0.0189132822,0.0185524801,0.0091810548,0.0357973191
ACAO_ETER3,0.0295015522,0.0187159908,0.0151480628,0.0326023615,0.0509189173,0.0496446880,0.0347180731,0.0310483419,0.0368920938,0.0303505337,0.0276621747,0.0284206311,0.0199083848,0.0143405993,0.0244917823,0.0256278594,0.0265928206,0.0334283219,0.0323682030,0.0121712335,0.0117498683,0.0283510256,0.0291532781,0.0110097131,0.0202494843,0.0237809235,0.0317334729,0.0243838306,0.0431281908,0.0315115913,0.0478067168,0.0399049617,0.0424138660,0.0163317039,0.0226320573,0.0286571155,0.0226378614,0.1757818305,0.0316918829,0.0468496438,0.0446275335,0.0323459627,0.0400043449,0.0127079704,0.0234031172,0.0591293437,0.0327194136,0.0360027843,0.0310287015,0.0368009323,0.0601808578,0.0252893486,0.0276620956,0.0584485726,0.0270679370,0.0308875395,0.0161811763,0.0208945785,0.0266782269,0.0246654780,0.0263699923,0.0474632228,0.0237308815,0.0158751112,0.0205060976,0.0339628536,0.0347086807,0.0429255778,0.0391638115,0.0444925245,0.0243375564,0.0215187974,0.0312333830,0.0463585366,0.0315928360,0.0333412010,0.0317453396,0.0416924613,0.0188997957,0.0363035525,0.0337004641,0.0603993256,0.0332192608,0.0293828480,0.0306275544,0.0277618460,0.0263656877,0.0417366218,0.0275657961,0.0360959348,0.0495104529,0.0175474541,0.0492135990,0.0195200536,0.0405263691,0.0410825305,0.0182423678,0.0371535050,0.0429171669,0.0383465137,0.0213899463,0.0512231233,0.0268821421,0.0261963180,0.0252399858,0.0248802328,0.0295433883,0.0151919098,0.0227634030,0.0162026437,0.0235520284,0.0345257142,0.0495478447,0.0243767582,0.0359684598,0.0223275354,0.0277701831,0.0460704145,0.0422269354,0.0213636501,0.0293394437,0.0413959084,0.0482453206,0.0229486777,0.0517731127,0.0142815089,0.0327981204,0.0313090334,0.0177692237,0.0128196291,0.0363564021
ACAO_EUCA4,0.0263570906,0.0145596966,0.0115553890,0.0245089482,0.0370030880,0.0364928326,0.0319148085,0.0274985619,0.0329604179,0.0315039785,0.0269656844,0.0281513852,0.0175909783,0.0150648211,0.0287876659,0.0273071741,0.0250697871,0.0303126048,0.0290473729,0.0104378859,0.0172713168,0.0254935071,0.0262362912,0.0138238100,0.0172765571,0.0223129638,0.0286231311,0.0205390134,0.0411247078,0.0261955346,0.0379330573,0.0338326887,0.0373779296,0.0146499850,0.0252523418,0.0188096219,0.0194906965,0.0316918829,0.1904352803,0.0405254411,0.0403459667,0.0296131807,0.0243333800,0.0184697988,0.0212000773,0.0417204581,0.0291669767,0.0338960111,0.0321061265,0.0351864070,0.0509734551,0.0220766077,0.0260837713,0.0455101794,0.0222744962,0.0327468669,0.0122570041,0.0203025714,0.0274004404,0.0227997767,0.0260169144,0.0369404790,0.0182363773,0.0172456991,0.0177696353,0.0284674014,0.0307722744,0.0393642674,0.0330127832,0.0416005407,0.0222549851,0.0163680358,0.0264659541,0.0402856469,0.0260537391,0.0308515284,0.0275074872,0.0305562753,0.0153329941,0.0328294278,0.0283193529,0.0464770745,0.0299131278,0.0278264030,0.0278205912,0.0190186685,0.0174254613,0.0342267130,0.0253108305,0.0290422604,0.0393584002,0.0153925744,0.0339583060,0.0121800039,0.0361285085,0.0204700776,0.0208637958,0.0277585411,0.0343031927,0.0233718211,0.0315265410,0.0369871457,0.0263727304,0.0235452928,0.0240628678,0.0206668022,0.0245461415,0.0137511637,0.0202492937,0.0184093671,0.0177915349,0.0254198993,0.0380048901,0.0244342493,0.0281612481,0.0195180142,0.0189603764,0.0291967836,0.0328510862,0.0239526664,0.0289909115,0.0326956214,0.0419164627,0.0249496984,0.0334580827,0.0141136267,0.0228866881,0.0234068924,0.0187216798,0.0181564317,0.0377177442
ACAO_EVEN3,0.0500141618,0.0285884334,0.0205710595,0.0530490134,0.0775199457,0.0761100833,0.0629852715,0.0541395754,0.0699618684,0.0597729883,0.0532472544,0.0554990547,0.0282115253,0.0200945519,0.0336858240,0.0355200044,0.0346049466,0.0418889888,0.0576211996,0.0161077942,0.0228825807,0.0468029882,0.0502272258,0.0204700809,0.0357268225,0.0427326447,0.0544945291,0.0409616458,0.0608220214,0.0428274600,0.1048808364,0.0793432473,0.0702781882,0.0278719789,0.0296279190,0.0401707652,0.0389718608,0.0468496438,0.0405254411,0.1707369998,0.0955698712,0.0348457081,0.0441253199,0.0253750531,0.0392392842,0.1027073020,0.0435929438,0.0479756557,0.0457128198,0.0520759756,0.0987502058,0.0469521378,0.0267729048,0.1003419819,0.0474705621,0.0343423640,0.0263544664,0.0395114779,0.0527796966,0.0457137465,0.0520207662,0.0790258687,0.0344058981,0.0203329570,0.0349907817,0.0610945543,0.0520627241,0.0725052768,0.0757321526,0.0535333779,0.0455499110,0.0378133305,0.0551344446,0.1020234507,0.0601563548,0.0546679068,0.0577681814,0.0582193608,0.0325914640,0.0581196298,0.0496454427,0.0925531263,0.0460488905,0.0544534224,0.0563234245,0.0404399642,0.0350997262,0.0537712028,0.0464707095,0.0586671803,0.0640418129,0.0337578730,0.0581169466,0.0320152424,0.0702003577,0.0380636438,0.0359594213,0.0653694980,0.0701562428,0.0422844773,0.0301748954,0.0881825032,0.0495687733,0.0502490655,0.0416565084,0.0342746652,0.0491205255,0.0238650759,0.0328430084,0.0231524442,0.0316361618,0.0354829745,0.0912524742,0.0345982557,0.0589696643,0.0367420466,0.0394905181,0.0477287632,0.0756295395,0.0299494898,0.0365102970,0.0514279729,0.0644669190,0.0309741571,0.0534232563,0.0251216902,0.0490380210,0.0406251876,0.0292645180,0.0219824892,0.0725814200
