,ACAO_ABCB4,ACAO_ABEV3,ACAO_AGRO3,ACAO_ALPA4,ACAO_AMAR3,ACAO_AMER3,ACAO_AXIA3,ACAO_AXIA6,ACAO_B3SA3,ACAO_BBAS3,ACAO_BBDC3,ACAO_BBDC4,ACAO_BEEF3,ACAO_BEES3,ACAO_BRAP3,ACAO_BRAP4,ACAO_BRKM3,ACAO_BRKM5,ACAO_BRSR6,ACAO_CGAS5,ACAO_CLSC4,ACAO_CMIG3,ACAO_CMIG4,ACAO_COCE5,ACAO_CPFE3,ACAO_CPLE3,ACAO_CSAN3,ACAO_CSMG3,ACAO_CSNA3,ACAO_CSUD3,ACAO_CYRE3,ACAO_DIRR3,ACAO_DXCO3,ACAO_EGIE3,ACAO_EMBJ3,ACAO_ENEV3,ACAO_EQTL3,ACAO_ETER3,ACAO_EUCA4,ACAO_EVEN3,ACAO_EZTC3,ACAO_FESA4,ACAO_FHER3,ACAO_FICT3,ACAO_FLRY3,ACAO_GFSA3,ACAO_GGBR3,ACAO_GGBR4,ACAO_GOAU3,ACAO_GOAU4,ACAO_GOLL54,ACAO_GRND3,ACAO_HAGA4,ACAO_HBOR3,ACAO_HYPE3,ACAO_INEP4,ACAO_ISAE4,ACAO_ITSA3,ACAO_ITSA4,ACAO_ITUB3,ACAO_ITUB4,ACAO_JHSF3,ACAO_KEPL3,ACAO_KLBN4,ACAO_LAND3,ACAO_LIGT3,ACAO_LOGN3,ACAO_LPSB3,ACAO_LREN3,ACAO_LUPA3,ACAO_MBRF3,ACAO_MDIA3,ACAO_MOTV3,ACAO_MRVE3,ACAO_MULT3,ACAO_MYPK3,ACAO_NATU3,ACAO_NEXP3,ACAO_ODPV3,ACAO_OIBR3,ACAO_OIBR4,ACAO_PDGR3,ACAO_PDTC3,ACAO_PETR3,ACAO_PETR4,ACAO_PFRM3,ACAO_PINE4,ACAO_PMAM3,ACAO_POMO3,ACAO_POMO4,ACAO_POSI3,ACAO_PSSA3,ACAO_PTBL3,ACAO_RADL3,ACAO_RAPT4,ACAO_RCSL4,ACAO_RDNI3,ACAO_RENT3,ACAO_RIAA3,ACAO_ROMI3,ACAO_RPMG3,ACAO_RSID3,ACAO_SANB11,ACAO_SANB3,ACAO_SANB4,ACAO_SAPR4,ACAO_SBSP3,ACAO_SCAR3,ACAO_SHUL4,ACAO_SLCE3,ACAO_SMTO3,ACAO_TASA4,ACAO_TCSA3,ACAO_TELB4,ACAO_TGMA3,ACAO_TIMS3,ACAO_TOTS3,ACAO_TPIS3,ACAO_TRIS3,ACAO_TUPY3,ACAO_UNIP6,ACAO_USIM3,ACAO_USIM5,ACAO_VALE3,ACAO_VIVR3,ACAO_VIVT3,ACAO_VLID3,ACAO_VSTE3,ACAO_WEGE3,ACAO_WHRL4,ACAO_YDUQ3
ACAO_ABCB4,0.0976478537,0.0194469516,0.0142101176,0.0300414770,0.0420487145,0.0452769748,0.0436756995,0.0386726849,0.0441676656,0.0508073430,0.0442066550,0.0472989143,0.0209168626,0.0134843079,0.0287202472,0.0307327525,0.0255933998,0.0295743981,0.0484272472,0.0130633824,0.0156491533,0.0346535315,0.0378363179,0.0143439431,0.0220038645,0.0304713439,0.0365456474,0.0284390789,0.0457204271,0.0266853967,0.0502892970,0.0419807765,0.0424557162,0.0192440900,0.0216497685,0.0207844234,0.0235915926,0.0295015522,0.0263570906,0.0500141618,0.0476423574,0.0269887813,0.0310421589,0.0182183862,0.0234484089,0.0491005538,0.0321041270,0.0356867071,0.0359223235,0.0396958558,0.0586688492,0.0285846745,0.0196248430,0.0505338845,0.0282606855,0.0258581325,0.0186908109,0.0315084618,0.0428959937,0.0384158030,0.0438160599,0.0439694494,0.0222357729,0.0160296652,0.0193003451,0.0368847274,0.0315546562,0.0406428070,0.0424364100,0.0352654247,0.0307359709,0.0233650860,0.0344319275,0.0468508513,0.0344946249,0.0397761167,0.0333278451,0.0328449656,0.0193367132,0.0301958964,0.0261845254,0.0494621244,0.0239813859,0.0410176820,0.0419914308,0.0251242548,0.0221902945,0.0362977061,0.0329991230,0.0375246220,0.0391587927,0.0215914133,0.0338494578,0.0216468042,0.0437259503,0.0254803368,0.0204895806,0.0401417818,0.0397023309,0.0262371926,0.0185641238,0.0427627790,0.0435613448,0.0450002042,0.0330693796,0.0243253661,0.0329643880,0.0159102210,0.0216097003,0.0184702797,0.0247897140,0.0205576409,0.0450975705,0.0207108459,0.0378134225,0.0252879291,0.0274235447,0.0314069333,0.0358047846,0.0208939433,0.0246604144,0.0343826132,0.0448475587,0.0266064134,0.0295273110,0.0158810743,0.0287511340,0.0292686116,0.0207575772,0.0146724475,0.0394134977
ACAO_ABEV3,0.0194469516,0.0560689971,0.0079538418,0.0213985381,0.0275862795,0.0291109657,0.0281940410,0.0246618439,0.0306531568,0.0289650952,0.0301371854,0.0301716683,0.0169335528,0.0083273094,0.0166433837,0.0204337035,0.0165238483,0.0228215013,0.0263321346,0.0074530091,0.0086550927,0.0226320169,0.0250194351,0.0077739617,0.0185582385,0.0199376779,0.0264292424,0.0176832983,0.0296798018,0.0172472203,0.0321172136,0.0247335716,0.0279061565,0.0159753889,0.0206184795,0.0176240399,0.0174901147,0.0187159908,0.0145596966,0.0285884334,0.0296955100,0.0141451287,0.0144418446,0.0114905501,0.0174166325,0.0289676011,0.0212961118,0.0245586585,0.0209447010,0.0253797763,0.0408108220,0.0200175439,0.0139401041,0.0314837591,0.0222304741,0.0137192431,0.0116927201,0.0199921221,0.0277625381,0.0252020173,0.0287109814,0.0292212913,0.0145978780,0.0138385216,0.0125360862,0.0245411012,0.0209510186,0.0233290082,0.0313941490,0.0178222123,0.0211256817,0.0206578192,0.0259316509,0.0315832438,0.0252767985,0.0237138641,0.0267216679,0.0191374151,0.0132439303,0.0221624116,0.0210337633,0.0263631119,0.0148207437,0.0261673680,0.0263382262,0.0137887359,0.0134042478,0.0198511511,0.0196385541,0.0241530867,0.0251976001,0.0175089196,0.0225040798,0.0213164014,0.0275778158,0.0173167087,0.0113488075,0.0276961064,0.0280092880,0.0182971751,0.0147636697,0.0243766486,0.0287906650,0.0289754780,0.0246980968,0.0153045490,0.0242144167,0.0110399280,0.0138734375,0.0113719686,0.0178148463,0.0160770929,0.0271336299,0.0146916300,0.0226022898,0.0213356240,0.0201473000,0.0183080440,0.0228253963,0.0141556081,0.0154120223,0.0228738908,0.0274917633,0.0188902937,0.0229115070,0.0165680365,0.0167600236,0.0196783996,0.0192364734,0.0096594871,0.0272998632
ACAO_AGRO3,0.0142101176,0.0079538418,0.0702348533,0.0134043447,0.0205973929,0.0221285332,0.0155343516,0.0156554069,0.0161345490,0.0171539471,0.0126520260,0.0129920463,0.0148289407,0.0049539860,0.0135841497,0.0137835356,0.0120233203,0.0149282485,0.0145293357,0.0055016229,0.0073049547,0.0124423073,0.0129122155,0.0074057342,0.0086927854,0.0106661997,0.0168510007,0.0114410305,0.0213097025,0.0146342168,0.0190648454,0.0185257603,0.0174211345,0.0067043230,0.0093856328,0.0102966308,0.0105352989,0.0151480628,0.0115553890,0.0205710595,0.0200895944,0.0177217071,0.0182599459,0.0101375491,0.0127454421,0.0231494309,0.0146886613,0.0159314468,0.0166057797,0.0171071220,0.0254302202,0.0128331916,0.0136465666,0.0223305822,0.0131217329,0.0144836109,0.0071122172,0.0100526745,0.0125550878,0.0119371480,0.0122476616,0.0205355024,0.0146116724,0.0075951437,0.0159223808,0.0173739946,0.0180069586,0.0190126342,0.0184999885,0.0153060339,0.0185927157,0.0092840504,0.0140167751,0.0186724341,0.0146758344,0.0149510310,0.0130283103,0.0157304488,0.0089084806,0.0175927113,0.0147847321,0.0206942759,0.0163869606,0.0155149249,0.0151364157,0.0133559160,0.0129348871,0.0172191149,0.0129177896,0.0143702362,0.0213662897,0.0089990540,0.0207312913,0.0097210900,0.0175395076,0.0142378527,0.0120374436,0.0158180250,0.0201418542,0.0157368579,0.0115775744,0.0196520239,0.0130281839,0.0137780114,0.0132700839,0.0087954626,0.0140222151,0.0076049985,0.0136410899,0.0221694756,0.0158171389,0.0182209941,0.0211576882,0.0098142940,0.0179569809,0.0081575641,0.0128935761,0.0163481971,0.0207911512,0.0102586367,0.0152959678,0.0193905722,0.0201686421,0.0126076943,0.0133375185,0.0082411019,0.0129545368,0.0153876817,0.0105932205,0.0069524492,0.0185260973
ACAO_ALPA4,0.0300414770,0.0213985381,0.0134043447,0.1267843482,0.0556556923,0.0590439402,0.0404644492,0.0355446164,0.0460117568,0.0351379239,0.0351140886,0.0367100635,0.0229770580,0.0114885747,0.0206252813,0.0234981087,0.0260423441,0.0309593179,0.0341471893,0.0117426165,0.0145688259,0.0298373589,0.0325447283,0.0126086865,0.0220298156,0.0279140703,0.0400665263,0.0252897212,0.0389709733,0.0306768968,0.0585067454,0.0465676055,0.0483298126,0.0175214563,0.0224773977,0.0335655987,0.0255297385,0.0326023615,0.0245089482,0.0530490134,0.0573853933,0.0240446584,0.0267652031,0.0136422501,0.0322780261,0.0535690800,0.0255412437,0.0290798348,0.0285097752,0.0313417975,0.0667458217,0.0382483899,0.0226519391,0.0577071922,0.0326763663,0.0288021175,0.0185575892,0.0271162783,0.0342586555,0.0290389072,0.0324297571,0.0461955254,0.0223976789,0.0164158638,0.0194252341,0.0394472151,0.0323288444,0.0431826426,0.0563753287,0.0382445816,0.0294661766,0.0269389472,0.0359023354,0.0583175113,0.0390871543,0.0343814382,0.0463804851,0.0350366148,0.0233663260,0.0325483894,0.0247346743,0.0414514075,0.0254517900,0.0320950928,0.0333907856,0.0246896923,0.0231554201,0.0343055614,0.0305378805,0.0359905018,0.0438747119,0.0240922756,0.0450464292,0.0272550711,0.0419891718,0.0213747590,0.0214961755,0.0482057494,0.0575300212,0.0351634853,0.0232154275,0.0435240883,0.0334194501,0.0330021151,0.0287879488,0.0226046735,0.0324036534,0.0197569901,0.0199398688,0.0175708006,0.0284587261,0.0275802467,0.0512560907,0.0225864608,0.0384450668,0.0240706674,0.0360612059,0.0307356756,0.0452049116,0.0226691280,0.0236186681,0.0351908670,0.0388142001,0.0188068351,0.0319896213,0.0193874196,0.0306677210,0.0323519176,0.0243345071,0.0122167386,0.0519313774
ACAO_AMAR3,0.0420487145,0.0275862795,0.0205973929,0.0556556923,0.2370184572,0.0825533733,0.0525276434,0.0453533143,0.0564422882,0.0518269210,0.0429666103,0.0445652020,0.0251783391,0.0180556998,0.0297117230,0.0291903920,0.0312702570,0.0354145370,0.0521784632,0.0152885840,0.0193371395,0.0414357327,0.0437552009,0.0189842488,0.0288069286,0.0341750230,0.0457039322,0.0352191472,0.0506641485,0.0485263856,0.0773593618,0.0661716926,0.0589097946,0.0224380107,0.0327594956,0.0390707622,0.0322882949,0.0509189173,0.0370030880,0.0775199457,0.0758941200,0.0336413422,0.0371126495,0.0165761685,0.0329841563,0.0888146047,0.0363699599,0.0375891915,0.0356482822,0.0393470785,0.0985748683,0.0449234831,0.0326902565,0.0844303079,0.0426373565,0.0432015178,0.0216435054,0.0334251973,0.0414348397,0.0368367293,0.0403520887,0.0685932350,0.0305888470,0.0163071811,0.0279985789,0.0541643170,0.0483964497,0.0695726186,0.0749707030,0.0537429810,0.0335863407,0.0308896952,0.0463741217,0.0782496506,0.0519280055,0.0487597280,0.0555084050,0.0608633632,0.0266965303,0.0539556683,0.0446383920,0.0826200424,0.0463642088,0.0396909182,0.0410115667,0.0365187823,0.0329131569,0.0515658907,0.0439007096,0.0510439716,0.0666167018,0.0320978874,0.0604273076,0.0321627939,0.0593030882,0.0348981069,0.0281631299,0.0596858795,0.0771601731,0.0500376918,0.0285548825,0.0623644716,0.0406375767,0.0470508100,0.0371857456,0.0308633762,0.0406602522,0.0238358190,0.0315170906,0.0216908826,0.0261300516,0.0303050305,0.0810018741,0.0331602352,0.0545874733,0.0305002077,0.0411022124,0.0514193985,0.0671755531,0.0302705231,0.0304020083,0.0471682729,0.0540268361,0.0262424981,0.0654272390,0.0212140340,0.0468400878,0.0591172298,0.0253858161,0.0179198463,0.0734702455
ACAO_AMER3,0.0452769748,0.0291109657,0.0221285332,0.0590439402,0.0825533733,0.3692580155,0.0634777687,0.0571951316,0.0660035422,0.0561220195,0.0466580687,0.0454780128,0.0339481883,0.0211447017,0.0372026846,0.0389054819,0.0425683999,0.0499234671,0.0492234806,0.0115568759,0.0212373218,0.0423231979,0.0477668516,0.0221639617,0.0316609944,0.0448190935,0.0556401433,0.0408349447,0.0731230832,0.0452451900,0.0824057066,0.0597447253,0.0680165754,0.0238700008,0.0308067457,0.0432959280,0.0353099432,0.0496446880,0.0364928326,0.0761100833,0.0743333857,0.0393539938,0.0370046118,0.0337008756,0.0389603458,0.0988777288,0.0468420940,0.0509905249,0.0506424635,0.0542771876,0.0961708112,0.0453493980,0.0289593008,0.0745257440,0.0518264005,0.0433537824,0.0251037580,0.0329684567,0.0454385370,0.0384597754,0.0429984954,0.0635899946,0.0349681971,0.0273809680,0.0356373747,0.0518830087,0.0479714087,0.0599919410,0.0788285251,0.0528838152,0.0465493663,0.0396248477,0.0489526678,0.0865614595,0.0520141870,0.0502365898,0.0695082253,0.0580360768,0.0302650205,0.0689420001,0.0559765276,0.0846350025,0.0359564880,0.0513891036,0.0536326101,0.0353453270,0.0281816428,0.0532035801,0.0452291039,0.0548191002,0.0590524567,0.0308252474,0.0580049143,0.0361476835,0.0614776471,0.0531007627,0.0237702653,0.0693052683,0.0717721783,0.0471678065,0.0342845356,0.0783083182,0.0467757856,0.0495346380,0.0377362958,0.0311484529,0.0479825849,0.0248271725,0.0280340964,0.0272521554,0.0355294820,0.0424009518,0.0782061903,0.0456839057,0.0509553549,0.0381695751,0.0500078817,0.0445287300,0.0672992204,0.0233656357,0.0392022479,0.0598488506,0.0732504366,0.0344094452,0.0438179110,0.0248301831,0.0421073727,0.0422793241,0.0358663959,0.0189080030,0.0686455761
ACAO_AXIA3,0.0436756995,0.0281940410,0.0155343516,0.0404644492,0.0525276434,0.0634777687,0.1690501112,0.1369829965,0.0630879942,0.0653863300,0.0564806274,0.0565483416,0.0250482792,0.0206356572,0.0387410095,0.0410588193,0.0347602774,0.0406498800,0.0527374237,0.0168366552,0.0229264736,0.0647702556,0.0695916880,0.0230307800,0.0434487251,0.0551241228,0.0498441844,0.0449572978,0.0679874683,0.0346060984,0.0685105237,0.0516704720,0.0563047879,0.0369214853,0.0300536980,0.0372301032,0.0423942024,0.0347180731,0.0319148085,0.0629852715,0.0613559681,0.0327866950,0.0363587421,0.0236732568,0.0324488175,0.0639932406,0.0441789417,0.0483997089,0.0444818924,0.0540670795,0.0859157144,0.0363293936,0.0241891364,0.0653145507,0.0382683808,0.0300331344,0.0351895765,0.0395823856,0.0543483744,0.0453183096,0.0526570069,0.0567922951,0.0275456913,0.0215525052,0.0283953851,0.0679399070,0.0441825432,0.0500415014,0.0600377477,0.0468803097,0.0422306750,0.0318638086,0.0509277549,0.0654866672,0.0468821828,0.0443677857,0.0500236525,0.0425354043,0.0265305814,0.0504478433,0.0434978894,0.0610409197,0.0274064798,0.0627478540,0.0644469588,0.0303326528,0.0268394454,0.0436628096,0.0342904178,0.0447637828,0.0502801824,0.0316587407,0.0440876190,0.0294755822,0.0570434017,0.0274006306,0.0269644630,0.0546084821,0.0521652904,0.0398443553,0.0236554352,0.0632566932,0.0515099535,0.0520062174,0.0449844433,0.0353535880,0.0577105628,0.0224323569,0.0282691524,0.0185080095,0.0282918535,0.0274847695,0.0600804658,0.0265289712,0.0492221471,0.0353746145,0.0369832841,0.0389065871,0.0474804304,0.0237697033,0.0286429312,0.0515260330,0.0675722375,0.0361037143,0.0479516887,0.0265445030,0.0337467031,0.0384231786,0.0279628103,0.0154700718,0.0513957405
ACAO_AXIA6,0.0386726849,0.0246618439,0.0156554069,0.0355446164,0.0453533143,0.0571951316,0.1369829965,0.1396275846,0.0549954998,0.0575597576,0.0489073405,0.0491487919,0.0230815593,0.0185961920,0.0319022380,0.0338649103,0.0318369614,0.0360941271,0.0472248003,0.0139762173,0.0188664982,0.0563096817,0.0615447479,0.0198651919,0.0382841379,0.0493079332,0.0448104019,0.0399364037,0.0577296293,0.0310809118,0.0602819475,0.0433600117,0.0491097142,0.0325489327,0.0273383935,0.0298157749,0.0372302059,0.0310483419,0.0274985619,0.0541395754,0.0540762035,0.0291587157,0.0336958866,0.0147483219,0.0281417288,0.0555859814,0.0368132019,0.0405228493,0.0367980415,0.0449783339,0.0751128147,0.0318837630,0.0204466682,0.0566031722,0.0333616093,0.0256337626,0.0308026892,0.0343814326,0.0474638644,0.0392872416,0.0461458484,0.0487657306,0.0239722134,0.0187491354,0.0247515721,0.0588667125,0.0400174555,0.0425926314,0.0530198589,0.0410400779,0.0366387440,0.0285021530,0.0445540876,0.0568815931,0.0407697190,0.0396971500,0.0446148285,0.0360496113,0.0222250722,0.0450065234,0.0396238308,0.0530915968,0.0250319827,0.0522120745,0.0536375039,0.0273121242,0.0234951723,0.0385746479,0.0300351502,0.0388604917,0.0438304079,0.0265658312,0.0370274352,0.0268728278,0.0503548392,0.0336462550,0.0238243161,0.0477989239,0.0463318271,0.0360630442,0.0231897045,0.0535329892,0.0454127937,0.0477870821,0.0396826929,0.0320691112,0.0499707898,0.0201717770,0.0249662365,0.0166317462,0.0238002747,0.0238025258,0.0508946318,0.0239287657,0.0430235607,0.0311807613,0.0328355945,0.0338148620,0.0397734441,0.0224110815,0.0251191861,0.0413703476,0.0558373501,0.0289444164,0.0373599378,0.0227135344,0.0303661520,0.0317025052,0.0240062815,0.0138157668,0.0462332373
ACAO_B3SA3,0.0441676656,0.0306531568,0.0161345490,0.0460117568,0.0564422882,0.0660035422,0.0630879942,0.0549954998,0.1231104710,0.0614091149,0.0586313580,0.0596677387,0.0277232528,0.0186342654,0.0371228210,0.0423679314,0.0317024650,0.0426659748,0.0528429276,0.0151095201,0.0196526796,0.0433072222,0.0500411764,0.0205161654,0.0344680819,0.0414496252,0.0548944093,0.0378764972,0.0641442360,0.0371294871,0.0770395242,0.0560248311,0.0625582381,0.0299194122,0.0279932987,0.0369292015,0.0360418375,0.0368920938,0.0329604179,0.0699618684,0.0682495590,0.0334520973,0.0337070643,0.0243769062,0.0361847745,0.0697086608,0.0433043372,0.0485921974,0.0453310263,0.0535141688,0.0843781734,0.0365912331,0.0252734765,0.0704468927,0.0448573715,0.0325948760,0.0272300437,0.0437163764,0.0569068708,0.0483451370,0.0560381478,0.0605024696,0.0320321635,0.0238522710,0.0264528306,0.0508403857,0.0424096922,0.0534190842,0.0655853999,0.0445644360,0.0424299417,0.0343437534,0.0538816042,0.0752751949,0.0534037243,0.0463805850,0.0508378251,0.0442524360,0.0275595874,0.0457911916,0.0377226685,0.0668446675,0.0332445203,0.0580775589,0.0591678976,0.0287057645,0.0270675581,0.0445468135,0.0370170529,0.0476087526,0.0536043932,0.0328992963,0.0477292005,0.0346764530,0.0571974125,0.0341611041,0.0245943521,0.0614500727,0.0574649208,0.0381799245,0.0249772011,0.0632353504,0.0530916713,0.0535669276,0.0444058768,0.0303511187,0.0471568878,0.0206926700,0.0278627671,0.0231102977,0.0328528031,0.0313096893,0.0641628565,0.0296230815,0.0470484205,0.0355861455,0.0420909265,0.0384071956,0.0503365844,0.0251346723,0.0325041488,0.0490923477,0.0619308795,0.0372995424,0.0407388373,0.0237957177,0.0365562738,0.0340841542,0.0335254926,0.0173879327,0.0577266792
ACAO_BBAS3,0.0508073430,0.0289650952,0.0171539471,0.0351379239,0.0518269210,0.0561220195,0.0653863300,0.0575597576,0.0614091149,0.1177029090,0.0698219435,0.0727830763,0.0232715537,0.0210008244,0.0390513177,0.0447348764,0.0272209672,0.0386058195,0.0680119798,0.0141773529,0.0193803459,0.0504529516,0.0562861982,0.0178100151,0.0322382621,0.0408385952,0.0497120398,0.0355776533,0.0670538834,0.0319643977,0.0648737478,0.0480458249,0.0524558677,0.0296025542,0.0272854241,0.0281840899,0.0310318715,0.0303505337,0.0315039785,0.0597729883,0.0567435053,0.0329340160,0.0330465443,0.0240847264,0.0303277713,0.0617296429,0.0465968374,0.0512737996,0.0482519298,0.0555962222,0.0825725074,0.0328544761,0.0226364100,0.0589660998,0.0382962291,0.0305271404,0.0256043434,0.0502204123,0.0673212322,0.0597784039,0.0694027756,0.0549451943,0.0262151752,0.0203021494,0.0268714476,0.0505143311,0.0402410691,0.0468825917,0.0566643749,0.0412316151,0.0387345870,0.0299054217,0.0508662951,0.0609607789,0.0470402987,0.0467614508,0.0438612908,0.0418370240,0.0230500366,0.0413509759,0.0376391782,0.0631593335,0.0317396935,0.0708243514,0.0732427801,0.0258710820,0.0254177293,0.0437253936,0.0351900495,0.0459214064,0.0483626511,0.0332470656,0.0393837893,0.0276149771,0.0572717140,0.0296667797,0.0216830756,0.0527560544,0.0461425727,0.0305978354,0.0231775052,0.0600087460,0.0644348857,0.0634426263,0.0540186491,0.0299189549,0.0459706358,0.0217630088,0.0258816602,0.0192947473,0.0268795108,0.0273643351,0.0555693885,0.0256341182,0.0458536793,0.0357085278,0.0294580552,0.0352935580,0.0394809887,0.0221384420,0.0268543054,0.0483551154,0.0654383046,0.0403021122,0.0376201684,0.0256470451,0.0345096319,0.0325246648,0.0263068922,0.0163004278,0.0521197497
