,ACAO_ABCB4,ACAO_ABEV3,ACAO_AGRO3,ACAO_ALPA4,ACAO_AMAR3,ACAO_AMER3,ACAO_AXIA3,ACAO_AXIA6,ACAO_B3SA3,ACAO_BBAS3,ACAO_BBDC3,ACAO_BBDC4,ACAO_BEEF3,ACAO_BEES3,ACAO_BRAP3,ACAO_BRAP4,ACAO_BRKM3,ACAO_BRKM5,ACAO_BRSR6,ACAO_CGAS5,ACAO_CLSC4,ACAO_CMIG3,ACAO_CMIG4,ACAO_COCE5,ACAO_CPFE3,ACAO_CPLE3,ACAO_CSAN3,ACAO_CSMG3,ACAO_CSNA3,ACAO_CSUD3,ACAO_CYRE3,ACAO_DIRR3,ACAO_DXCO3,ACAO_EGIE3,ACAO_EMBJ3,ACAO_ENEV3,ACAO_EQTL3,ACAO_ETER3,ACAO_EUCA4,ACAO_EVEN3,ACAO_EZTC3,ACAO_FESA4,ACAO_FHER3,ACAO_FICT3,ACAO_FLRY3,ACAO_GFSA3,ACAO_GGBR3,ACAO_GGBR4,ACAO_GOAU3,ACAO_GOAU4,ACAO_GOLL54,ACAO_GRND3,ACAO_HAGA4,ACAO_HBOR3,ACAO_HYPE3,ACAO_INEP4,ACAO_ISAE4,ACAO_ITSA3,ACAO_ITSA4,ACAO_ITUB3,ACAO_ITUB4,ACAO_JHSF3,ACAO_KEPL3,ACAO_KLBN4,ACAO_LAND3,ACAO_LIGT3,ACAO_LOGN3,ACAO_LPSB3,ACAO_LREN3,ACAO_LUPA3,ACAO_MBRF3,ACAO_MDIA3,ACAO_MOTV3,ACAO_MRVE3,ACAO_MULT3,ACAO_MYPK3,ACAO_NATU3,ACAO_NEXP3,ACAO_ODPV3,ACAO_OIBR3,ACAO_OIBR4,ACAO_PDGR3,ACAO_PDTC3,ACAO_PETR3,ACAO_PETR4,ACAO_PFRM3,ACAO_PINE4,ACAO_PMAM3,ACAO_POMO3,ACAO_POMO4,ACAO_POSI3,ACAO_PSSA3,ACAO_PTBL3,ACAO_RADL3,ACAO_RAPT4,ACAO_RCSL4,ACAO_RDNI3,ACAO_RENT3,ACAO_RIAA3,ACAO_ROMI3,ACAO_RPMG3,ACAO_RSID3,ACAO_SANB11,ACAO_SANB3,ACAO_SANB4,ACAO_SAPR4,ACAO_SBSP3,ACAO_SCAR3,ACAO_SHUL4,ACAO_SLCE3,ACAO_SMTO3,ACAO_TASA4,ACAO_TCSA3,ACAO_TELB4,ACAO_TGMA3,ACAO_TIMS3,ACAO_TOTS3,ACAO_TPIS3,ACAO_TRIS3,ACAO_TUPY3,ACAO_UNIP6,ACAO_USIM3,ACAO_USIM5,ACAO_VALE3,ACAO_VIVR3,ACAO_VIVT3,ACAO_VLID3,ACAO_VSTE3,ACAO_WEGE3,ACAO_WHRL4,ACAO_YDUQ3
ACAO_CYRE3,0.0506498120,0.0323474562,0.0192015179,0.0589261698,0.0779139372,0.0829964583,0.0690016634,0.0607140979,0.0775918067,0.0653388161,0.0585451552,0.0606940447,0.0291826409,0.0195889804,0.0357155850,0.0397184664,0.0359094398,0.0462596002,0.0590300290,0.0150832961,0.0218650583,0.0497408640,0.0552181532,0.0208434626,0.0381938813,0.0467650121,0.0601289032,0.0430345237,0.0662187474,0.0445712130,0.1542793997,0.0813997128,0.0750869925,0.0308833839,0.0362393588,0.0403985136,0.0407689000,0.0481494346,0.0382049926,0.1056327083,0.1040457064,0.0366653745,0.0399551795,0.0223465088,0.0411520661,0.1054917890,0.0469616734,0.0521574335,0.0492290843,0.0580366295,0.1005870675,0.0458828278,0.0305638076,0.1006520070,0.0537038289,0.0372953349,0.0286708012,0.0436692796,0.0585148083,0.0506878826,0.0579210129,0.0829702635,0.0344659841,0.0230955841,0.0385251835,0.0617284415,0.0500531660,0.0706394364,0.0826420899,0.0529274816,0.0421945163,0.0380993831,0.0604022936,0.1131212295,0.0643932545,0.0547365897,0.0607927269,0.0588715268,0.0326834927,0.0547271874,0.0464305958,0.0917078585,0.0420046635,0.0557721363,0.0580925487,0.0391092118,0.0314700929,0.0517718680,0.0457283736,0.0609799041,0.0696513615,0.0343158692,0.0602705392,0.0355549635,0.0726216818,0.0473991148,0.0342456986,0.0730038510,0.0748017393,0.0493162193,0.0326234917,0.0900165809,0.0567190510,0.0557180299,0.0499548276,0.0367186921,0.0530804626,0.0242774967,0.0332293186,0.0246021263,0.0348617128,0.0375638958,0.0895921793,0.0363815268,0.0593324467,0.0414304124,0.0460150852,0.0444514212,0.0741543798,0.0311184181,0.0346975122,0.0554998278,0.0683745129,0.0341476456,0.0566212076,0.0270410674,0.0453203024,0.0445720710,0.0324895852,0.0201076679,0.0734031194
ACAO_DIRR3,0.0422817292,0.0249108821,0.0186585682,0.0469014403,0.0666460656,0.0601730246,0.0520408884,0.0436708518,0.0564264630,0.0483902568,0.0446107734,0.0455207378,0.0245520376,0.0151201764,0.0261922678,0.0263072896,0.0307664625,0.0367183175,0.0464638158,0.0130395210,0.0175892455,0.0388319098,0.0416864500,0.0154771845,0.0291327766,0.0362907938,0.0471553357,0.0358863201,0.0480728561,0.0334357114,0.0813997128,0.1464680659,0.0581236443,0.0248400400,0.0285031275,0.0314173486,0.0333776255,0.0401910333,0.0340752292,0.0799120448,0.0771411083,0.0285080471,0.0364668019,0.0247835135,0.0330159575,0.0785985193,0.0307906094,0.0348860965,0.0333446492,0.0391771061,0.0768661151,0.0385656308,0.0276959033,0.0823481619,0.0368008224,0.0312323845,0.0233863500,0.0347534052,0.0431385570,0.0376939196,0.0431068487,0.0682215139,0.0314127544,0.0139867156,0.0229614059,0.0500687269,0.0433259312,0.0575638643,0.0572033358,0.0398178411,0.0329669998,0.0308436351,0.0495855875,0.0846799065,0.0508959782,0.0451534485,0.0486576129,0.0441166349,0.0264779361,0.0468556845,0.0402765399,0.0700009148,0.0368836781,0.0413839518,0.0436213091,0.0354197460,0.0311807319,0.0445869009,0.0399080249,0.0491595003,0.0559567769,0.0288857818,0.0538971581,0.0276826248,0.0605464268,0.0366078483,0.0259919861,0.0551753514,0.0650380488,0.0435884680,0.0269701652,0.0648999012,0.0400081783,0.0379026583,0.0328545079,0.0330710371,0.0433925428,0.0212237711,0.0312366697,0.0204418807,0.0264981869,0.0308225632,0.0708084185,0.0253817127,0.0506791703,0.0324525187,0.0397406269,0.0411263959,0.0599538160,0.0303152016,0.0269599809,0.0386503820,0.0480789983,0.0219819042,0.0388829700,0.0235455984,0.0398919046,0.0399031641,0.0276403510,0.0138754662,0.0648037463
ACAO_DXCO3,0.0427600736,0.0281062108,0.0175460235,0.0486762804,0.0593321083,0.0685041741,0.0567084269,0.0494617729,0.0630067069,0.0528319144,0.0491084823,0.0497841102,0.0297407794,0.0185291119,0.0384875146,0.0421618320,0.0346248298,0.0458169089,0.0506024437,0.0146662659,0.0169959009,0.0440896579,0.0474117846,0.0199642086,0.0294394435,0.0383370782,0.0518360378,0.0358593542,0.0658289072,0.0362975198,0.0750869925,0.0581236443,0.1465600053,0.0272277412,0.0301364757,0.0362285999,0.0317783473,0.0427179234,0.0376458853,0.0707819999,0.0691952054,0.0410385779,0.0369851699,0.0250796109,0.0329192486,0.0742437055,0.0462418221,0.0535044462,0.0482739950,0.0574259299,0.0807035067,0.0395938958,0.0246866458,0.0737261047,0.0430910937,0.0340080014,0.0251549684,0.0373080546,0.0482516748,0.0412158679,0.0472053318,0.0600879593,0.0301453607,0.0271702822,0.0304375727,0.0509757167,0.0443557918,0.0530076007,0.0657058587,0.0482816067,0.0428697008,0.0333191419,0.0483768853,0.0741053185,0.0483797502,0.0496653596,0.0521609601,0.0423709309,0.0299411011,0.0464618766,0.0424161705,0.0641732735,0.0299774227,0.0505339943,0.0520182369,0.0296144906,0.0295676397,0.0426232091,0.0397431054,0.0503810103,0.0583761911,0.0293878644,0.0582850934,0.0279079295,0.0596128928,0.0291155108,0.0279213561,0.0639644845,0.0623195779,0.0419907862,0.0251918781,0.0645339464,0.0467492751,0.0486087188,0.0433461516,0.0303125233,0.0434290227,0.0231877865,0.0294602481,0.0219872787,0.0352510878,0.0353721829,0.0664242769,0.0256982605,0.0498261894,0.0352555232,0.0392573752,0.0406274914,0.0569715724,0.0284338334,0.0352170993,0.0541103498,0.0674421575,0.0374809861,0.0405977111,0.0239907285,0.0389069477,0.0351152770,0.0322660492,0.0174903788,0.0607410385
ACAO_EGIE3,0.0193820475,0.0160899136,0.0067523851,0.0176470645,0.0225988648,0.0240411206,0.0371861688,0.0327822702,0.0301338991,0.0298147696,0.0277432860,0.0272687324,0.0120085177,0.0086553413,0.0151964429,0.0177530887,0.0142333057,0.0195730184,0.0259130301,0.0084305580,0.0097606387,0.0308492543,0.0350681919,0.0107590297,0.0258345824,0.0275901530,0.0254128796,0.0244496634,0.0262970414,0.0180159839,0.0308833839,0.0248400400,0.0272277412,0.0495385419,0.0115040463,0.0182857101,0.0242858868,0.0164487830,0.0147550081,0.0280717881,0.0288368406,0.0126764203,0.0125676176,0.0120908066,0.0162766258,0.0270468665,0.0174166668,0.0199197844,0.0175223565,0.0225494546,0.0340958266,0.0188145272,0.0087577058,0.0303787082,0.0209012804,0.0113062968,0.0198236570,0.0205274199,0.0263940884,0.0217865585,0.0257423143,0.0255347264,0.0136154257,0.0108439172,0.0113651508,0.0302538862,0.0197725030,0.0233159854,0.0287163774,0.0169980993,0.0182188047,0.0146669951,0.0293394466,0.0292272980,0.0261729893,0.0205305884,0.0234704996,0.0153727436,0.0165232669,0.0202192360,0.0176716394,0.0285400791,0.0191534059,0.0247996957,0.0253926900,0.0147349685,0.0127750168,0.0180203744,0.0174968261,0.0221570611,0.0208297081,0.0160187514,0.0179739740,0.0181951159,0.0269108892,0.0160150142,0.0097375970,0.0272527992,0.0244476313,0.0149612619,0.0106657111,0.0247205361,0.0249513650,0.0253090847,0.0230229202,0.0196680289,0.0282280518,0.0096816271,0.0140395523,0.0114171178,0.0153713508,0.0123089973,0.0256424545,0.0094301189,0.0211876558,0.0206786936,0.0202001873,0.0177278057,0.0203698624,0.0127942901,0.0146379341,0.0172446082,0.0235902303,0.0149260468,0.0196053492,0.0157722935,0.0194943897,0.0169224877,0.0155670328,0.0074603984,0.0271287909
ACAO_EMBJ3,0.0218049719,0.0207662897,0.0094529167,0.0226385341,0.0329943426,0.0310275937,0.0302691476,0.0275343775,0.0281939777,0.0274810284,0.0300827612,0.0316114122,0.0216497598,0.0110161938,0.0250921148,0.0286228434,0.0213690552,0.0313304516,0.0287741015,0.0101722108,0.0120962263,0.0241619900,0.0264613120,0.0073993910,0.0162901665,0.0189449366,0.0272622905,0.0177679603,0.0406517053,0.0223173775,0.0362393588,0.0285031275,0.0301364757,0.0115040463,0.1269214847,0.0194887643,0.0156233599,0.0227943024,0.0254333713,0.0298403163,0.0285977127,0.0198561950,0.0196251396,0.0169415264,0.0177751151,0.0379932752,0.0335792094,0.0382262139,0.0297540047,0.0376746114,0.0568369704,0.0212599479,0.0193809210,0.0347674625,0.0214744889,0.0175528681,0.0112586925,0.0186610492,0.0283612342,0.0258810350,0.0295190647,0.0346803667,0.0145058298,0.0229418299,0.0128685317,0.0275105390,0.0237103816,0.0262673657,0.0324456471,0.0271439558,0.0196950314,0.0164089027,0.0255492498,0.0361341466,0.0241798267,0.0298029600,0.0283634312,0.0277779359,0.0137188643,0.0231174681,0.0220974551,0.0319535119,0.0247303641,0.0313139620,0.0296067889,0.0172780144,0.0197850302,0.0295943283,0.0211690020,0.0262952987,0.0354722999,0.0194860027,0.0258955339,0.0149564995,0.0309279881,0.0199589736,0.0159602437,0.0299165159,0.0345035112,0.0229019249,0.0169770875,0.0313248585,0.0335110887,0.0329471390,0.0269306167,0.0137984753,0.0254355222,0.0131315539,0.0144278357,0.0159015446,0.0205629052,0.0202349588,0.0321393211,0.0223205329,0.0253617836,0.0256047799,0.0231703846,0.0259226868,0.0289882601,0.0184094316,0.0165559361,0.0335051761,0.0396792081,0.0278618044,0.0264796747,0.0150511887,0.0221986885,0.0214112447,0.0244888291,0.0111387203,0.0340587591
ACAO_ENEV3,0.0209334232,0.0177503835,0.0103704455,0.0338062245,0.0393508535,0.0436063088,0.0374969991,0.0300295188,0.0371939403,0.0283861366,0.0263940829,0.0271473209,0.0211385999,0.0114914697,0.0216670791,0.0252226994,0.0218651561,0.0258409261,0.0285009755,0.0113005943,0.0118058334,0.0283594583,0.0305876636,0.0147623765,0.0206764952,0.0251307436,0.0338798796,0.0225103837,0.0384125188,0.0212503190,0.0403985136,0.0314173486,0.0362285999,0.0182857101,0.0194887643,0.1647590002,0.0256854307,0.0288625533,0.0189444647,0.0404587422,0.0413936108,0.0226858987,0.0230271946,0.0220859301,0.0259438606,0.0404072824,0.0227130115,0.0269032014,0.0259221885,0.0297749692,0.0512942065,0.0242315627,0.0186462230,0.0422918138,0.0266430955,0.0283958519,0.0171260485,0.0186505846,0.0282733020,0.0245627628,0.0262432815,0.0419386494,0.0158643198,0.0183227938,0.0199775725,0.0316952846,0.0297865005,0.0316006011,0.0373361603,0.0285495574,0.0265275181,0.0231327970,0.0264175806,0.0449908089,0.0286190839,0.0272087676,0.0314739474,0.0237051634,0.0178993997,0.0334227614,0.0255151469,0.0393345886,0.0267297834,0.0277038181,0.0270415836,0.0236915821,0.0191176546,0.0247135730,0.0250529221,0.0291582432,0.0371714617,0.0223172826,0.0337253425,0.0215466178,0.0318753603,0.0290637235,0.0203910188,0.0387552910,0.0414807741,0.0252068323,0.0132440538,0.0394264695,0.0257434054,0.0282023319,0.0215644888,0.0185250983,0.0263938511,0.0119818457,0.0174774716,0.0165737637,0.0241273606,0.0257411610,0.0377467318,0.0193221083,0.0281320651,0.0218485534,0.0315088523,0.0253933691,0.0385465895,0.0169675198,0.0221911463,0.0284750726,0.0398833998,0.0233495238,0.0242458565,0.0174706129,0.0219779488,0.0203068640,0.0210636513,0.0130383471,0.0321729884
ACAO_EQTL3,0.0237607165,0.0176154982,0.0106108245,0.0257127566,0.0325197639,0.0355630739,0.0426981188,0.0374971026,0.0363002149,0.0312543335,0.0294561827,0.0292231321,0.0152386587,0.0107417811,0.0161053301,0.0179837830,0.0195870460,0.0229214317,0.0274986040,0.0106832136,0.0108086212,0.0332976603,0.0362358206,0.0126302209,0.0279891093,0.0314430005,0.0314429132,0.0261869741,0.0284195366,0.0204385925,0.0407689000,0.0333776255,0.0317783473,0.0242858868,0.0156233599,0.0256854307,0.0634571234,0.0228001482,0.0196304219,0.0392512431,0.0392153146,0.0157900506,0.0201687679,0.0192256070,0.0239045018,0.0370844297,0.0205991496,0.0224528553,0.0209372002,0.0244330904,0.0429192014,0.0231215197,0.0154247792,0.0408720774,0.0254487956,0.0154836480,0.0191728906,0.0226240147,0.0290142425,0.0244178974,0.0276444604,0.0342074240,0.0186974917,0.0118227169,0.0135125722,0.0368680949,0.0287288409,0.0305055000,0.0376591785,0.0243455995,0.0224988769,0.0186716198,0.0316056381,0.0395861994,0.0317786294,0.0241490382,0.0278381223,0.0218142142,0.0173849026,0.0225471105,0.0185929032,0.0336058369,0.0199657349,0.0275384737,0.0280191343,0.0197425409,0.0155305431,0.0261549510,0.0222257037,0.0269988735,0.0291273384,0.0174516844,0.0311008657,0.0206310535,0.0318001177,0.0174407533,0.0142228994,0.0362078716,0.0348508521,0.0229147075,0.0130971771,0.0310317145,0.0272350028,0.0266770952,0.0233280866,0.0229601840,0.0333670968,0.0131806789,0.0173532973,0.0130786381,0.0196296875,0.0174391201,0.0357110861,0.0151817172,0.0281949481,0.0217729433,0.0250660445,0.0232827591,0.0299709410,0.0154584495,0.0183886230,0.0239945659,0.0292299388,0.0151709849,0.0246810720,0.0171019703,0.0226461981,0.0190488682,0.0186854795,0.0092468721,0.0360539436
ACAO_ETER3,0.0297130436,0.0188501623,0.0152566565,0.0328360820,0.0512839459,0.0500005819,0.0349669607,0.0312709218,0.0371565666,0.0305681112,0.0278604798,0.0286243735,0.0200511044,0.0144434045,0.0246673595,0.0258115809,0.0267834597,0.0336679636,0.0326002448,0.0122584869,0.0118341010,0.0285542690,0.0293622727,0.0110886398,0.0203946492,0.0239514047,0.0319609645,0.0245586339,0.0434373690,0.0317374922,0.0481494346,0.0401910333,0.0427179234,0.0164487830,0.0227943024,0.0288625533,0.0228001482,0.1758453341,0.0319190763,0.0471855005,0.0449474603,0.0325778451,0.0402911289,0.0127990715,0.0235708900,0.0595532314,0.0329539732,0.0362608818,0.0312511407,0.0370647516,0.0606122836,0.0254706434,0.0278604002,0.0588675799,0.0272619822,0.0311089667,0.0162971763,0.0210443680,0.0268694784,0.0248423004,0.0265590340,0.0478034782,0.0239010040,0.0159889170,0.0206531021,0.0342063272,0.0349575010,0.0432333036,0.0394445699,0.0448114834,0.0245120280,0.0216730618,0.0314572896,0.0466908726,0.0318193194,0.0335802180,0.0319729163,0.0419913471,0.0190352849,0.0365638062,0.0339420567,0.0608323175,0.0334574038,0.0295934884,0.0308471178,0.0279608657,0.0265546986,0.0420358242,0.0277634104,0.0363547001,0.0498653844,0.0176732487,0.0495664025,0.0196599893,0.0408168954,0.0413770438,0.0183731440,0.0374198519,0.0432248324,0.0386214129,0.0215432870,0.0515903326,0.0270748553,0.0263841148,0.0254209267,0.0250585947,0.0297551795,0.0153008179,0.0229265897,0.0163187975,0.0237208687,0.0347732229,0.0499030443,0.0245515108,0.0362263112,0.0224875975,0.0279692625,0.0464006850,0.0425296527,0.0215168022,0.0295497729,0.0416926683,0.0485911827,0.0231131927,0.0521442649,0.0143838905,0.0330332442,0.0315334822,0.0178966080,0.0129115308,0.0366170347
ACAO_EUCA4,0.0265460398,0.0146640725,0.0116382275,0.0246846485,0.0372683565,0.0367544432,0.0321436001,0.0276956942,0.0331967052,0.0317298249,0.0271589966,0.0283531975,0.0177170849,0.0151728181,0.0289940395,0.0275029344,0.0252495079,0.0305299104,0.0292556083,0.0105127132,0.0173951318,0.0256762655,0.0264243744,0.0139229104,0.0174004096,0.0224729215,0.0288283252,0.0206862539,0.0414195234,0.0263833257,0.0382049926,0.0340752292,0.0376458853,0.0147550081,0.0254333713,0.0189444647,0.0196304219,0.0319190763,0.1906038319,0.0408159608,0.0406351997,0.0298254723,0.0245078216,0.0186022055,0.0213520568,0.0420195445,0.0293760695,0.0341390055,0.0323362896,0.0354386521,0.0513388746,0.0222348710,0.0262707612,0.0458364338,0.0224341780,0.0329816233,0.0123448724,0.0204481169,0.0275968693,0.0229632242,0.0262034250,0.0372052986,0.0183671106,0.0173693305,0.0178970227,0.0286714791,0.0309928753,0.0396464628,0.0332494459,0.0418987675,0.0224145271,0.0164853753,0.0266556838,0.0405744474,0.0262405137,0.0310726975,0.0277046834,0.0307753277,0.0154429136,0.0330647760,0.0285223693,0.0468102603,0.0301275696,0.0280258855,0.0280200320,0.0191550099,0.0175503813,0.0344720782,0.0254922793,0.0292504592,0.0396405535,0.0155029210,0.0342017470,0.0122673202,0.0363875073,0.0206168239,0.0210133646,0.0279575371,0.0345491061,0.0235393695,0.0317525491,0.0372522999,0.0265617918,0.0237140848,0.0242353702,0.0208149588,0.0247221084,0.0138497434,0.0203944573,0.0185413406,0.0179190792,0.0256021300,0.0382773404,0.0246094140,0.0283631310,0.0196579354,0.0190962999,0.0294060901,0.0330865898,0.0241243788,0.0291987422,0.0329300104,0.0422169543,0.0251285583,0.0336979377,0.0142148048,0.0230507587,0.0235746922,0.0188558922,0.0182865919,0.0379881360
ACAO_EVEN3,0.0503727044,0.0287933787,0.0207185297,0.0534293122,0.0780756723,0.0766557029,0.0634368017,0.0545276923,0.0704634124,0.0602014901,0.0536289745,0.0558969175,0.0284137687,0.0202386061,0.0339273116,0.0357746410,0.0348530232,0.0421892834,0.0580342757,0.0162232681,0.0230466218,0.0471385104,0.0505872958,0.0206168272,0.0359829417,0.0430389874,0.0548851906,0.0412552925,0.0612580435,0.0431344823,0.1056327083,0.0799120448,0.0707819999,0.0280717881,0.0298403163,0.0404587422,0.0392512431,0.0471855005,0.0408159608,0.1707643380,0.0962549945,0.0350955107,0.0444416464,0.0255569623,0.0395205836,0.1034435922,0.0439054538,0.0483195846,0.0460405268,0.0524492989,0.0994581284,0.0472887292,0.0269648349,0.1010613156,0.0478108701,0.0345885583,0.0265433969,0.0397947286,0.0531580648,0.0460414602,0.0523936938,0.0795923910,0.0346525478,0.0204787204,0.0352416243,0.0615325302,0.0524359525,0.0730250541,0.0762750628,0.0539171491,0.0458764502,0.0380844075,0.0555296935,0.1027548385,0.0605876049,0.0550598113,0.0581823112,0.0586367250,0.0328251063,0.0585362790,0.0500013420,0.0932166230,0.0463790067,0.0548437892,0.0567271971,0.0407298711,0.0353513499,0.0541566789,0.0468038497,0.0590877548,0.0645009171,0.0339998771,0.0585335766,0.0322447539,0.0707036115,0.0383365153,0.0362172079,0.0658381202,0.0706591803,0.0425876071,0.0303912138,0.0888146678,0.0499241230,0.0506092920,0.0419551365,0.0345203742,0.0494726618,0.0240361604,0.0330784541,0.0233184200,0.0318629558,0.0357373456,0.0919066468,0.0348462844,0.0593924072,0.0370054437,0.0397736186,0.0480709221,0.0761717142,0.0301641923,0.0367720327,0.0517966508,0.0649290708,0.0311962053,0.0538062380,0.0253017831,0.0493895657,0.0409164223,0.0294743101,0.0221400777,0.0731017432
ACAO_EZTC3,0.0479838969,0.0299083918,0.0202336131,0.0577967789,0.0764381914,0.0748662684,0.0617958181,0.0544638661,0.0687388279,0.0571502893,0.0508762295,0.0525951014,0.0297893146,0.0181831396,0.0298582388,0.0324212857,0.0330589500,0.0398536377,0.0548872869,0.0147610933,0.0215732667,0.0478853040,0.0508269488,0.0196557114,0.0360453939,0.0423644328,0.0549890905,0.0420228807,0.0525134879,0.0409976845,0.1040457064,0.0771411083,0.0691952054,0.0288368406,0.0285977127,0.0413936108,0.0392153146,0.0449474603,0.0406351997,0.0962549945,0.1454342587,0.0324040835,0.0372311223,0.0228353536,0.0390417267,0.0924715603,0.0402960432,0.0430858567,0.0429463915,0.0472759768,0.0943481526,0.0457012891,0.0280379632,0.0991392353,0.0443985029,0.0328612735,0.0278563402,0.0400630914,0.0507140393,0.0439587273,0.0499562641,0.0782167590,0.0342444881,0.0195644341,0.0315273590,0.0589443734,0.0495996849,0.0694867344,0.0760884774,0.0476945001,0.0395843696,0.0378247536,0.0553875132,0.1008188440,0.0607537788,0.0489411534,0.0546807125,0.0512656518,0.0318247067,0.0470758728,0.0393364410,0.0759218819,0.0386917642,0.0482049683,0.0495137106,0.0361101331,0.0310146941,0.0473312304,0.0448400828,0.0550790317,0.0671874023,0.0343287509,0.0608053614,0.0363305824,0.0657997036,0.0366670636,0.0320861695,0.0690204512,0.0757567483,0.0489422146,0.0328692230,0.0742105859,0.0475969163,0.0488444581,0.0414710294,0.0357933490,0.0477863751,0.0234409595,0.0310672750,0.0233176728,0.0340742279,0.0335509588,0.0838294199,0.0331651996,0.0564412343,0.0370488163,0.0443285688,0.0454472887,0.0746920754,0.0286139132,0.0331421778,0.0451061642,0.0567002229,0.0261945661,0.0545265316,0.0275452688,0.0458694355,0.0441070190,0.0305605477,0.0183385097,0.0726927306
ACAO_FESA4,0.0271822590,0.0142465326,0.0178487508,0.0242170302,0.0338825109,0.0396361155,0.0330217369,0.0293677493,0.0336919093,0.0331701140,0.0287624362,0.0294489418,0.0226880605,0.0158708076,0.0419196222,0.0469031865,0.0299715071,0.0363842553,0.0303146954,0.0111299445,0.0136650355,0.0253924749,0.0266088598,0.0130988939,0.0162600770,0.0233881661,0.0345200388,0.0194931975,0.0619162083,0.0246681882,0.0366653745,0.0285080471,0.0410385779,0.0126764203,0.0198561950,0.0226858987,0.0157900506,0.0325778451,0.0298254723,0.0350955107,0.0324040835,0.1311911917,0.0344126676,0.0132254862,0.0188590681,0.0423341645,0.0456681588,0.0500440584,0.0461596612,0.0512663289,0.0489433444,0.0227223719,0.0209646644,0.0371475808,0.0236197529,0.0237405127,0.0144313832,0.0206413933,0.0285019286,0.0250404460,0.0282627205,0.0414251234,0.0274235284,0.0217976375,0.0232334534,0.0301618765,0.0299593710,0.0320425616,0.0336239747,0.0351954243,0.0261381819,0.0178390860,0.0259103895,0.0374601135,0.0266810634,0.0320354354,0.0271787725,0.0319956447,0.0183194780,0.0280480091,0.0277265829,0.0464634198,0.0283444112,0.0374684773,0.0372316564,0.0241437533,0.0195095915,0.0378656693,0.0242371898,0.0310847605,0.0394809765,0.0166100100,0.0332069517,0.0186435765,0.0370996860,0.0279604783,0.0182619881,0.0326445076,0.0302346898,0.0323798828,0.0222180624,0.0472526891,0.0276177063,0.0314633878,0.0224846916,0.0169445873,0.0231168134,0.0145101238,0.0262221115,0.0258361587,0.0256456528,0.0300468159,0.0362188423,0.0222469266,0.0307502678,0.0187000075,0.0250728858,0.0288179929,0.0289953749,0.0259427880,0.0325046575,0.0502695356,0.0611286211,0.0439766340,0.0344598013,0.0127862037,0.0264717051,0.0259407947,0.0206355893,0.0131976685,0.0334190914
ACAO_FHER3,0.0312646946,0.0145453756,0.0183908482,0.0269570780,0.0373787034,0.0372698913,0.0366193914,0.0339374463,0.0339487042,0.0332834490,0.0275217726,0.0302036677,0.0201171214,0.0135161202,0.0292602339,0.0294625420,0.0252400724,0.0261446468,0.0339439626,0.0089304769,0.0171842821,0.0321320061,0.0319710890,0.0137015460,0.0162824693,0.0226391477,0.0328293177,0.0234914448,0.0470767370,0.0293034606,0.0399551795,0.0364668019,0.0369851699,0.0125676176,0.0196251396,0.0230271946,0.0201687679,0.0402911289,0.0245078216,0.0444416464,0.0372311223,0.0344126676,0.2659231958,0.0170105870,0.0230523260,0.0452640891,0.0351594643,0.0360097850,0.0345734104,0.0385045741,0.0553009168,0.0227236598,0.0251840574,0.0499218888,0.0226816613,0.0360424591,0.0135403609,0.0226317440,0.0280415203,0.0251895207,0.0285141827,0.0378207202,0.0266392021,0.0154172491,0.0268211478,0.0290957606,0.0388908617,0.0357440582,0.0330452999,0.0398337639,0.0235005897,0.0203992370,0.0281515327,0.0384533044,0.0286268171,0.0367591232,0.0316109005,0.0320977237,0.0182127041,0.0288894047,0.0264929160,0.0531469858,0.0294746049,0.0337185254,0.0342822063,0.0274626376,0.0211618137,0.0414549434,0.0301956379,0.0353147989,0.0377552518,0.0207531796,0.0413959229,0.0168056175,0.0396580565,0.0431836239,0.0222346577,0.0349301875,0.0318506137,0.0370349595,0.0262220560,0.0511487046,0.0245831833,0.0334408179,0.0231857807,0.0170655707,0.0275511169,0.0162268295,0.0254040714,0.0256701286,0.0252183828,0.0237770586,0.0477341528,0.0227012545,0.0363374065,0.0197715394,0.0251421442,0.0356073393,0.0325588544,0.0216140197,0.0253297545,0.0374688826,0.0483182180,0.0261095481,0.0498918966,0.0112655248,0.0245049746,0.0252360976,0.0188342184,0.0148172186,0.0412206001
