ticker
ABCB4
ABEV3
AGRO3
ALPA4
AMAR3
AXIA3
AXIA6
B3SA3
BBAS3
BBDC3
BBDC4
BEEF3
BRAP4
BRKM5
BRSR6
CGAS5
CLSC4
CMIG3
CMIG4
COCE5
CPFE3
CPLE3
CSAN3
CSMG3
CSNA3
CSUD3
CYRE3
DXCO3
EGIE3
EMBJ3
ENEV3
EQTL3
EUCA4
EVEN3
EZTC3
FESA4
FHER3
FLRY3
GFSA3
GGBR3
GGBR4
GOAU4
GRND3
HAGA4
HBOR3
HYPE3
INEP4
ISAE4
ITSA3
ITSA4
ITUB3
ITUB4
JHSF3
KEPL3
KLBN4
LAND3
LOGN3
LPSB3
LREN3
MBRF3
MDIA3
MOTV3
MRVE3
MULT3
MYPK3
NATU3
ODPV3
PETR3
PETR4
PFRM3
PINE4
POMO4
POSI3
PSSA3
RADL3
RAPT4
RDNI3
RENT3
RIAA3
ROMI3
SANB11
SANB4
SBSP3
SCAR3
SLCE3
SMTO3
TASA4
TCSA3
TELB4
TGMA3
TIMS3
TOTS3
TPIS3
TRIS3
UNIP6
USIM3
USIM5
VALE3
VIVT3
VLID3
WEGE3
YDUQ3
